0,1
0.6200385356454721,1602.2
0.6221579961464354,1507.4
0.6227360308285165,1375.6
0.6337186897880539,1256.0
0.6356454720616571,955.2
0.6356454720616571,676.4
0.6375722543352601,632.8
0.638150289017341,883.0
0.6385356454720617,817.6
0.6389210019267823,486.4
0.6396917148362234,481.4
0.6410404624277456,575.0
0.6414258188824663,576.8
0.6418111753371869,585.4
0.6421965317919076,794.2
0.6427745664739886,625.8
0.643159922928709,397.2
0.6441233140655106,480.8
0.6445086705202312,390.8
0.6454720616570329,601.4
