member_generation,training,seed,time,full_acc,majority_acc,minority_acc,tn,fp,fn,tp
True,True,0,178.1730444431305,0.7211703958691911,0.8368794326241135,0.6120401337792643,-1,-1,-1,-1
True,False,0,178.1730444431305,0.6465863453815262,0.768595041322314,0.53125,-1,-1,-1,-1
False,True,0,9.5367431640625e-07,0.7211703958691911,0.8368794326241135,0.6120401337792643,-1,-1,-1,-1
False,False,0,9.5367431640625e-07,0.6465863453815262,0.768595041322314,0.53125,-1,-1,-1,-1
True,True,169,165.68590903282166,0.7263339070567987,0.75177304964539,0.7023411371237458,-1,-1,-1,-1
True,False,169,165.68590903282166,0.6666666666666666,0.6611570247933884,0.671875,-1,-1,-1,-1
False,True,169,7.152557373046875e-07,0.7263339070567987,0.75177304964539,0.7023411371237458,-1,-1,-1,-1
False,False,169,7.152557373046875e-07,0.6666666666666666,0.6611570247933884,0.671875,-1,-1,-1,-1
True,True,338,180.0516495704651,0.6953528399311532,0.6702127659574468,0.7190635451505016,-1,-1,-1,-1
True,False,338,180.0516495704651,0.6586345381526104,0.5950413223140496,0.71875,-1,-1,-1,-1
False,True,338,9.5367431640625e-07,0.6953528399311532,0.6702127659574468,0.7190635451505016,-1,-1,-1,-1
False,False,338,9.5367431640625e-07,0.6586345381526104,0.5950413223140496,0.71875,-1,-1,-1,-1
True,True,507,172.67166805267334,0.7005163511187608,0.8439716312056738,0.5652173913043478,-1,-1,-1,-1
True,False,507,172.67166805267334,0.678714859437751,0.7851239669421488,0.578125,-1,-1,-1,-1
False,True,507,9.5367431640625e-07,0.7005163511187608,0.8439716312056738,0.5652173913043478,-1,-1,-1,-1
False,False,507,9.5367431640625e-07,0.678714859437751,0.7851239669421488,0.578125,-1,-1,-1,-1
True,True,676,169.292982339859,0.6643717728055077,0.7836879432624113,0.5518394648829431,-1,-1,-1,-1
True,False,676,169.292982339859,0.6546184738955824,0.8099173553719008,0.5078125,-1,-1,-1,-1
False,True,676,7.152557373046875e-07,0.6643717728055077,0.7836879432624113,0.5518394648829431,-1,-1,-1,-1
False,False,676,7.152557373046875e-07,0.6546184738955824,0.8099173553719008,0.5078125,-1,-1,-1,-1
True,True,845,197.3599672317505,0.6729776247848537,0.7801418439716312,0.5719063545150501,-1,-1,-1,-1
True,False,845,197.3599672317505,0.678714859437751,0.7768595041322314,0.5859375,-1,-1,-1,-1
False,True,845,7.152557373046875e-07,0.6729776247848537,0.7801418439716312,0.5719063545150501,-1,-1,-1,-1
False,False,845,7.152557373046875e-07,0.678714859437751,0.7768595041322314,0.5859375,-1,-1,-1,-1
True,True,1014,206.46974802017212,0.7314974182444062,0.7624113475177305,0.7023411371237458,-1,-1,-1,-1
True,False,1014,206.46974802017212,0.7068273092369478,0.71900826446281,0.6953125,-1,-1,-1,-1
False,True,1014,9.5367431640625e-07,0.7314974182444062,0.7624113475177305,0.7023411371237458,-1,-1,-1,-1
False,False,1014,9.5367431640625e-07,0.7068273092369478,0.71900826446281,0.6953125,-1,-1,-1,-1
True,True,1183,177.68343424797058,0.6712564543889845,0.624113475177305,0.7157190635451505,-1,-1,-1,-1
True,False,1183,177.68343424797058,0.6265060240963856,0.628099173553719,0.625,-1,-1,-1,-1
False,True,1183,7.152557373046875e-07,0.6712564543889845,0.624113475177305,0.7157190635451505,-1,-1,-1,-1
False,False,1183,7.152557373046875e-07,0.6265060240963856,0.628099173553719,0.625,-1,-1,-1,-1
True,True,1352,167.2121706008911,0.7177280550774526,0.6914893617021277,0.7424749163879598,-1,-1,-1,-1
True,False,1352,167.2121706008911,0.6666666666666666,0.6446280991735537,0.6875,-1,-1,-1,-1
False,True,1352,9.5367431640625e-07,0.7177280550774526,0.6914893617021277,0.7424749163879598,-1,-1,-1,-1
False,False,1352,9.5367431640625e-07,0.6666666666666666,0.6446280991735537,0.6875,-1,-1,-1,-1
True,True,1521,175.63485383987427,0.7211703958691911,0.6879432624113475,0.7525083612040134,-1,-1,-1,-1
True,False,1521,175.63485383987427,0.6746987951807228,0.6528925619834711,0.6953125,-1,-1,-1,-1
False,True,1521,9.5367431640625e-07,0.7211703958691911,0.6879432624113475,0.7525083612040134,-1,-1,-1,-1
False,False,1521,9.5367431640625e-07,0.6746987951807228,0.6528925619834711,0.6953125,-1,-1,-1,-1
True,True,1690,168.69811868667603,0.7435456110154905,0.7056737588652482,0.7792642140468228,-1,-1,-1,-1
True,False,1690,168.69811868667603,0.7188755020080321,0.71900826446281,0.71875,-1,-1,-1,-1
False,True,1690,9.5367431640625e-07,0.7435456110154905,0.7056737588652482,0.7792642140468228,-1,-1,-1,-1
False,False,1690,9.5367431640625e-07,0.7188755020080321,0.71900826446281,0.71875,-1,-1,-1,-1
True,True,1859,184.47580528259277,0.7074010327022375,0.6737588652482269,0.7391304347826086,-1,-1,-1,-1
True,False,1859,184.47580528259277,0.7028112449799196,0.6942148760330579,0.7109375,-1,-1,-1,-1
False,True,1859,7.152557373046875e-07,0.7074010327022375,0.6737588652482269,0.7391304347826086,-1,-1,-1,-1
False,False,1859,7.152557373046875e-07,0.7028112449799196,0.6942148760330579,0.7109375,-1,-1,-1,-1
True,True,2028,186.088374376297,0.7332185886402753,0.6453900709219859,0.8160535117056856,-1,-1,-1,-1
True,False,2028,186.088374376297,0.6184738955823293,0.5867768595041323,0.6484375,-1,-1,-1,-1
False,True,2028,7.152557373046875e-07,0.7332185886402753,0.6453900709219859,0.8160535117056856,-1,-1,-1,-1
False,False,2028,7.152557373046875e-07,0.6184738955823293,0.5867768595041323,0.6484375,-1,-1,-1,-1
True,True,2197,167.18308854103088,0.685025817555938,0.6808510638297872,0.6889632107023411,-1,-1,-1,-1
True,False,2197,167.18308854103088,0.7269076305220884,0.71900826446281,0.734375,-1,-1,-1,-1
False,True,2197,7.152557373046875e-07,0.685025817555938,0.6808510638297872,0.6889632107023411,-1,-1,-1,-1
False,False,2197,7.152557373046875e-07,0.7269076305220884,0.71900826446281,0.734375,-1,-1,-1,-1
True,True,2366,167.64991641044617,0.7263339070567987,0.7730496453900709,0.6822742474916388,-1,-1,-1,-1
True,False,2366,167.64991641044617,0.6385542168674698,0.71900826446281,0.5625,-1,-1,-1,-1
False,True,2366,7.152557373046875e-07,0.7263339070567987,0.7730496453900709,0.6822742474916388,-1,-1,-1,-1
False,False,2366,7.152557373046875e-07,0.6385542168674698,0.71900826446281,0.5625,-1,-1,-1,-1
True,True,2535,162.08163380622864,0.7005163511187608,0.7907801418439716,0.6153846153846154,-1,-1,-1,-1
True,False,2535,162.08163380622864,0.6907630522088354,0.8347107438016529,0.5546875,-1,-1,-1,-1
False,True,2535,7.152557373046875e-07,0.7005163511187608,0.7907801418439716,0.6153846153846154,-1,-1,-1,-1
False,False,2535,7.152557373046875e-07,0.6907630522088354,0.8347107438016529,0.5546875,-1,-1,-1,-1
True,True,2704,172.7962498664856,0.7366609294320138,0.776595744680851,0.6989966555183946,-1,-1,-1,-1
True,False,2704,172.7962498664856,0.7349397590361446,0.7603305785123967,0.7109375,-1,-1,-1,-1
False,True,2704,7.152557373046875e-07,0.7366609294320138,0.776595744680851,0.6989966555183946,-1,-1,-1,-1
False,False,2704,7.152557373046875e-07,0.7349397590361446,0.7603305785123967,0.7109375,-1,-1,-1,-1
True,True,2873,165.9063799381256,0.7074010327022375,0.7056737588652482,0.7090301003344481,-1,-1,-1,-1
True,False,2873,165.9063799381256,0.751004016064257,0.7272727272727273,0.7734375,-1,-1,-1,-1
False,True,2873,7.152557373046875e-07,0.7074010327022375,0.7056737588652482,0.7090301003344481,-1,-1,-1,-1
False,False,2873,7.152557373046875e-07,0.751004016064257,0.7272727272727273,0.7734375,-1,-1,-1,-1
True,True,3042,168.62716007232666,0.6781411359724613,0.7304964539007093,0.6287625418060201,-1,-1,-1,-1
True,False,3042,168.62716007232666,0.6867469879518072,0.743801652892562,0.6328125,-1,-1,-1,-1
False,True,3042,9.5367431640625e-07,0.6781411359724613,0.7304964539007093,0.6287625418060201,-1,-1,-1,-1
False,False,3042,9.5367431640625e-07,0.6867469879518072,0.743801652892562,0.6328125,-1,-1,-1,-1
True,True,3211,180.01199436187744,0.7056798623063684,0.776595744680851,0.6387959866220736,-1,-1,-1,-1
True,False,3211,180.01199436187744,0.6465863453815262,0.7603305785123967,0.5390625,-1,-1,-1,-1
False,True,3211,9.5367431640625e-07,0.7056798623063684,0.776595744680851,0.6387959866220736,-1,-1,-1,-1
False,False,3211,9.5367431640625e-07,0.6465863453815262,0.7603305785123967,0.5390625,-1,-1,-1,-1
True,True,3380,181.3008050918579,0.7022375215146299,0.7127659574468085,0.6923076923076923,-1,-1,-1,-1
True,False,3380,181.3008050918579,0.6827309236947792,0.6859504132231405,0.6796875,-1,-1,-1,-1
False,True,3380,7.152557373046875e-07,0.7022375215146299,0.7127659574468085,0.6923076923076923,-1,-1,-1,-1
False,False,3380,7.152557373046875e-07,0.6827309236947792,0.6859504132231405,0.6796875,-1,-1,-1,-1
True,True,3549,181.4610731601715,0.7056798623063684,0.7411347517730497,0.6722408026755853,-1,-1,-1,-1
True,False,3549,181.4610731601715,0.6465863453815262,0.6694214876033058,0.625,-1,-1,-1,-1
False,True,3549,7.152557373046875e-07,0.7056798623063684,0.7411347517730497,0.6722408026755853,-1,-1,-1,-1
False,False,3549,7.152557373046875e-07,0.6465863453815262,0.6694214876033058,0.625,-1,-1,-1,-1
True,True,3718,174.65706992149353,0.7056798623063684,0.7411347517730497,0.6722408026755853,-1,-1,-1,-1
True,False,3718,174.65706992149353,0.6947791164658634,0.768595041322314,0.625,-1,-1,-1,-1
False,True,3718,9.5367431640625e-07,0.7056798623063684,0.7411347517730497,0.6722408026755853,-1,-1,-1,-1
False,False,3718,9.5367431640625e-07,0.6947791164658634,0.768595041322314,0.625,-1,-1,-1,-1
True,True,3887,167.51338648796082,0.685025817555938,0.7375886524822695,0.6354515050167224,-1,-1,-1,-1
True,False,3887,167.51338648796082,0.7028112449799196,0.8264462809917356,0.5859375,-1,-1,-1,-1
False,True,3887,1.1920928955078125e-06,0.685025817555938,0.7375886524822695,0.6354515050167224,-1,-1,-1,-1
False,False,3887,1.1920928955078125e-06,0.7028112449799196,0.8264462809917356,0.5859375,-1,-1,-1,-1
True,True,4056,188.94303011894226,0.7039586919104991,0.5567375886524822,0.842809364548495,-1,-1,-1,-1
True,False,4056,188.94303011894226,0.6987951807228916,0.5619834710743802,0.828125,-1,-1,-1,-1
False,True,4056,7.152557373046875e-07,0.7039586919104991,0.5567375886524822,0.842809364548495,-1,-1,-1,-1
False,False,4056,7.152557373046875e-07,0.6987951807228916,0.5619834710743802,0.828125,-1,-1,-1,-1
True,True,4225,164.55432653427124,0.6970740103270223,0.6347517730496454,0.7558528428093646,-1,-1,-1,-1
True,False,4225,164.55432653427124,0.7188755020080321,0.6115702479338843,0.8203125,-1,-1,-1,-1
False,True,4225,9.5367431640625e-07,0.6970740103270223,0.6347517730496454,0.7558528428093646,-1,-1,-1,-1
False,False,4225,9.5367431640625e-07,0.7188755020080321,0.6115702479338843,0.8203125,-1,-1,-1,-1
True,True,4394,172.71476888656616,0.6884681583476764,0.549645390070922,0.8193979933110368,-1,-1,-1,-1
