0,1
1.0906122448979594,1601.0
1.1053061224489795,1147.2
1.1151020408163266,1233.8
1.1183673469387754,1224.4
1.1281632653061224,984.0
1.1371428571428572,1065.8
1.1420408163265308,790.4
1.1420408163265308,769.8
1.1420408163265308,874.2
1.1428571428571428,880.0
1.1444897959183673,680.0
1.1461224489795918,852.0
1.1477551020408163,747.2
1.150204081632653,1131.4
1.150204081632653,628.6
1.153469387755102,874.4
1.1542857142857144,824.0
1.1551020408163266,888.6
1.1551020408163266,512.8
1.156734693877551,685.4
