member_generation,training,seed,time,full_acc,majority_acc,minority_acc,tn,fp,fn,tp
True,True,0,529.5143647193909,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,0,529.5143647193909,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,0,30.816344738006592,0.6673640167364017,0.07784431137724551,0.9839228295819936,-1,-1,-1,-1
False,False,0,30.816344738006592,0.6536585365853659,0.08333333333333333,0.9624060150375939,-1,-1,-1,-1
True,True,169,478.98425817489624,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,169,478.98425817489624,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,169,39.01878786087036,0.8682008368200836,0.9940119760479041,0.8006430868167203,-1,-1,-1,-1
False,False,169,39.01878786087036,0.8097560975609757,0.9861111111111112,0.7142857142857143,-1,-1,-1,-1
True,True,338,528.6107988357544,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,338,528.6107988357544,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,338,20.54984951019287,0.797071129707113,1.0,0.6881028938906752,-1,-1,-1,-1
False,False,338,20.54984951019287,0.824390243902439,0.9861111111111112,0.7368421052631579,-1,-1,-1,-1
True,True,507,526.056074142456,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,507,526.056074142456,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,507,20.267181396484375,0.8807531380753139,0.9161676646706587,0.8617363344051447,-1,-1,-1,-1
False,False,507,20.267181396484375,0.9024390243902439,0.9444444444444444,0.8796992481203008,-1,-1,-1,-1
True,True,676,520.728108882904,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,676,520.728108882904,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,676,23.410118103027344,0.6694560669456067,0.31736526946107785,0.8585209003215434,-1,-1,-1,-1
False,False,676,23.410118103027344,0.7073170731707317,0.3888888888888889,0.8796992481203008,-1,-1,-1,-1
True,True,845,485.88733553886414,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,845,485.88733553886414,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
False,True,845,23.187138319015503,0.8556485355648535,0.8502994011976048,0.8585209003215434,-1,-1,-1,-1
False,False,845,23.187138319015503,0.8780487804878049,0.7777777777777778,0.9323308270676691,-1,-1,-1,-1
True,True,1014,509.0462746620178,0.3493723849372385,1.0,0.0,-1,-1,-1,-1
True,False,1014,509.0462746620178,0.35121951219512193,1.0,0.0,-1,-1,-1,-1
