,gen,evals,avg,min,max,nevals
0,0,500.0,[0.21385852 0.78468263],[0. 0.],[1. 1.],
1,1,,[0.22345338 0.76474251],[0. 0.],[1. 1.],376.0
2,2,,[0.24321543 0.74879042],[0. 0.],[1. 1.],382.0
3,3,,[0.24846302 0.73712575],[0. 0.],[1. 1.],364.0
4,4,,[0.2462508  0.73553293],[0. 0.],[1. 1.],377.0
5,5,,[0.26535691 0.73088623],[0. 0.],[1. 1.],387.0
6,6,,[0.28180707 0.7148982 ],[0. 0.],[1. 1.],367.0
7,7,,[0.29306752 0.71215569],[0. 0.],[1. 1.],368.0
8,8,,[0.29619293 0.70767665],[0. 0.],[1. 1.],386.0
9,9,,[0.29380064 0.70973653],[0. 0.],[1. 1.],397.0
10,10,,[0.31329904 0.70047904],[0. 0.],[1. 1.],395.0
11,11,,[0.30923473 0.68669461],[0. 0.],[1. 1.],355.0
12,12,,[0.3097492  0.68273054],[0. 0.],[1. 1.],369.0
13,13,,[0.32159486 0.67362874],[0. 0.],[1. 1.],380.0
14,14,,[0.31833441 0.67476647],[0. 0.],[1. 1.],388.0
15,15,,[0.32767846 0.66326946],[0. 0.],[1. 1.],378.0
16,16,,[0.32713183 0.65916168],[0. 0.],[1. 1.],368.0
17,17,,[0.32840514 0.66168862],[0. 0.],[1. 1.],373.0
18,18,,[0.33509968 0.65711377],[0. 0.],[1. 1.],393.0
19,19,,[0.33271383 0.66220359],[0. 0.],[1. 1.],381.0
20,20,,[0.33480386 0.65189222],[0. 0.],[1. 1.],375.0
21,21,,[0.34609003 0.65560479],[0. 0.],[1. 1.],383.0
22,22,,[0.35203859 0.65038323],[0. 0.],[1. 1.],388.0
23,23,,[0.33724116 0.65161677],[0. 0.],[1. 1.],392.0
24,24,,[0.33589068 0.65417964],[0. 0.],[1. 1.],371.0
25,25,,[0.33234084 0.65589222],[0. 0.],[1. 1.],372.0
26,26,,[0.33136334 0.65057485],[0. 0.],[1. 1.],352.0
27,27,,[0.33700322 0.65122156],[0. 0.],[1. 1.],392.0
28,28,,[0.3221672  0.65373653],[0. 0.],[1. 1.],365.0
29,29,,[0.31767203 0.65613174],[0. 0.],[1. 1.],386.0
30,30,,[0.32239871 0.65341317],[0. 0.],[1. 1.],387.0
31,31,,[0.31488103 0.65627545],[0. 0.],[1. 1.],386.0
32,32,,[0.31211576 0.65056287],[0. 0.],[1. 1.],358.0
33,33,,[0.31578135 0.65902994],[0. 0.],[1. 1.],355.0
34,34,,[0.31369132 0.66194012],[0. 0.],[1. 1.],380.0
35,35,,[0.31341479 0.66313772],[0. 0.],[1. 1.],382.0
36,36,,[0.31839871 0.65639521],[0. 0.],[1. 1.],380.0
37,37,,[0.32543408 0.64414371],[0. 0.],[1. 1.],388.0
38,38,,[0.32226367 0.64378443],[0. 0.],[1. 1.],376.0
39,39,,[0.33015434 0.64155689],[0. 0.],[1. 1.],390.0
40,40,,[0.33347267 0.64782036],[0. 0.],[1. 1.],376.0
41,41,,[0.3310418  0.64936527],[0. 0.],[1. 1.],381.0
42,42,,[0.32423794 0.66313772],[0. 0.],[1. 1.],373.0
43,43,,[0.31846945 0.66647904],[0. 0.],[1. 1.],376.0
44,44,,[0.31652733 0.67038323],[0. 0.],[1. 1.],394.0
45,45,,[0.32059807 0.66741317],[0. 0.],[1. 1.],374.0
46,46,,[0.32910611 0.66361677],[0. 0.],[1. 1.],373.0
47,47,,[0.33731833 0.66479042],[0. 0.],[1. 1.],392.0
48,48,,[0.3273119  0.67373653],[0. 0.],[1. 1.],389.0
49,49,,[0.33894534 0.65838323],[0. 0.],[1. 1.],386.0
50,50,,[0.34354984 0.65316168],[0. 0.],[1. 1.],390.0
