,gen,nevals
0,1,500
1,2,398
2,3,389
3,4,406
4,5,396
5,6,376
6,7,385
7,8,362
8,9,377
9,10,370
10,11,373
11,12,414
12,13,370
13,14,379
14,15,345
15,16,379
16,17,401
17,18,380
18,19,383
19,20,375
20,21,399
21,22,390
22,23,368
23,24,371
24,25,379
25,26,360
26,27,377
27,28,359
28,29,373
29,30,381
30,31,368
31,32,373
32,33,369
33,34,393
34,35,355
35,36,397
36,37,346
37,38,368
38,39,375
39,40,383
40,41,382
41,42,379
42,43,375
43,44,382
44,45,378
45,46,366
46,47,378
47,48,372
48,49,386
49,50,402
