,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.41157741 -0.00056931],[ 0.07322176 -0.00065384],[ 9.22594142e-01 -4.89270776e-04],
1,1,,[ 0.41866946 -0.000578  ],[ 0.08577406 -0.00065384],[ 9.24686192e-01 -4.99558361e-04],378.0
2,2,,[ 0.42541004 -0.00057761],[ 0.08786611 -0.0006158 ],[ 9.20502092e-01 -5.05207272e-04],375.0
3,3,,[ 0.42282427 -0.00057872],[ 0.09414226 -0.0006158 ],[ 9.12133891e-01 -4.89270776e-04],374.0
4,4,,[ 0.43201255 -0.00057855],[ 0.08786611 -0.00064001],[ 9.10041841e-01 -4.89270776e-04],371.0
5,5,,[ 0.43869038 -0.00057898],[ 0.08577406 -0.00061558],[ 9.03765690e-01 -5.23736711e-04],391.0
6,6,,[ 0.44238494 -0.00057913],[ 0.06276151 -0.00064001],[ 9.03765690e-01 -4.97243234e-04],368.0
7,7,,[ 0.44734728 -0.00057952],[ 0.07531381 -0.00064001],[ 9.03765690e-01 -4.97243234e-04],377.0
8,8,,[ 0.44074477 -0.00057892],[ 0.07531381 -0.00064001],[ 9.03765690e-01 -5.24864809e-04],370.0
9,9,,[ 0.44287448 -0.00057825],[ 0.07531381 -0.00061369],[ 9.30962343e-01 -4.97243234e-04],379.0
10,10,,[ 0.44344351 -0.00057817],[ 0.07531381 -0.00061551],[ 9.16317992e-01 -5.04382245e-04],383.0
11,11,,[ 0.44146025 -0.00057917],[ 0.11297071 -0.00065384],[ 9.05857741e-01 -5.14535131e-04],411.0
12,12,,[ 0.45213808 -0.00057811],[ 0.11715481 -0.00063641],[ 9.10041841e-01 -5.14535131e-04],385.0
13,13,,[ 0.44726778 -0.00057877],[ 0.07322176 -0.00064925],[ 9.10041841e-01 -5.05207272e-04],385.0
14,14,,[ 0.45114644 -0.00057905],[ 0.06903766 -0.00063641],[ 9.07949791e-01 -5.12430470e-04],365.0
15,15,,[ 0.45589121 -0.00057962],[ 0.07322176 -0.0006357 ],[ 9.07949791e-01 -5.12430470e-04],371.0
16,16,,[ 0.45358996 -0.00057931],[ 0.07322176 -0.0006413 ],[ 9.22594142e-01 -5.23736711e-04],380.0
17,17,,[ 0.45754812 -0.00057772],[ 0.07322176 -0.00064426],[ 9.22594142e-01 -4.99558361e-04],367.0
18,18,,[ 0.4613431  -0.00057838],[ 0.07949791 -0.0006413 ],[ 9.22594142e-01 -4.99558361e-04],380.0
19,19,,[ 0.46096234 -0.00057858],[ 0.07949791 -0.0006413 ],[ 9.22594142e-01 -4.99558361e-04],380.0
20,20,,[ 0.46231381 -0.00057859],[ 0.07949791 -0.00065384],[ 9.30962343e-01 -4.97243234e-04],374.0
21,21,,[ 0.45695397 -0.00057901],[ 0.06485356 -0.00062902],[ 9.22594142e-01 -5.12278934e-04],380.0
22,22,,[ 0.45348536 -0.00057877],[ 0.06485356 -0.00065384],[ 9.16317992e-01 -5.12278934e-04],395.0
23,23,,[ 0.45478661 -0.00057859],[ 0.06485356 -0.00062967],[ 9.18410042e-01 -5.04340152e-04],393.0
24,24,,[ 0.46112134 -0.0005786 ],[ 0.06485356 -0.00062967],[ 9.18410042e-01 -5.05207272e-04],389.0
25,25,,[ 0.45532218 -0.0005781 ],[ 0.06485356 -0.00062967],[ 9.16317992e-01 -5.05207272e-04],383.0
26,26,,[ 0.45655649 -0.00057946],[ 0.09414226 -0.00062967],[ 9.16317992e-01 -4.89270776e-04],370.0
27,27,,[ 0.4543431  -0.00057922],[ 0.08786611 -0.00063751],[ 9.16317992e-01 -5.12430470e-04],380.0
28,28,,[ 0.45700418 -0.00057961],[ 0.10460251 -0.00063183],[ 9.10041841e-01 -5.25235229e-04],362.0
29,29,,[ 0.45931381 -0.00057865],[ 0.08368201 -0.00062155],[ 9.10041841e-01 -5.13836384e-04],390.0
