,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22662379 0.76122156],[0. 0.],[1. 1.],
1,1,,[0.23499678 0.74463473],[0. 0.],[1. 1.],390.0
2,2,,[0.25637299 0.74022754],[0. 0.],[1. 1.],362.0
3,3,,[0.2721865  0.72647904],[0. 0.],[1. 1.],384.0
4,4,,[0.27270096 0.71964072],[0. 0.],[1. 1.],378.0
5,5,,[0.28906752 0.70032335],[0. 0.],[1. 1.],375.0
6,6,,[0.30281672 0.68009581],[0. 0.],[1. 1.],388.0
7,7,,[0.31464309 0.66692216],[0. 0.],[1. 1.],377.0
8,8,,[0.3263537  0.67555689],[0. 0.],[1. 1.],381.0
9,9,,[0.33659807 0.6645509 ],[0. 0.],[1. 1.],364.0
10,10,,[0.34311254 0.65194012],[0. 0.],[1. 1.],374.0
11,11,,[0.34954984 0.64434731],[0. 0.],[1. 1.],379.0
12,12,,[0.34189711 0.65576048],[0. 0.],[1. 1.],381.0
13,13,,[0.33667524 0.66177246],[0. 0.],[1. 1.],368.0
14,14,,[0.3256463  0.66864671],[0. 0.],[1. 1.],383.0
15,15,,[0.32802572 0.66643114],[0. 0.],[1. 1.],348.0
16,16,,[0.33486174 0.66637126],[0. 0.],[1. 1.],365.0
17,17,,[0.32971061 0.66912575],[0. 0.],[1. 1.],380.0
18,18,,[0.32451447 0.67965269],[0. 0.],[1. 1.],369.0
19,19,,[0.3212283  0.68176048],[0. 0.],[1. 1.],376.0
20,20,,[0.31798071 0.67942515],[0. 0.],[1. 1.],393.0
21,21,,[0.31933119 0.68301796],[0. 0.],[1. 1.],383.0
22,22,,[0.32609646 0.68240719],[0. 0.],[1. 1.],387.0
23,23,,[0.32171061 0.67493413],[0. 0.],[1. 1.],367.0
24,24,,[0.3311254  0.66420359],[0. 0.],[1. 1.],390.0
25,25,,[0.33217363 0.65548503],[0. 0.],[1. 1.],362.0
26,26,,[0.3304373  0.65823952],[0. 0.],[1. 1.],378.0
27,27,,[0.33681672 0.65677844],[0. 0.],[1. 1.],391.0
28,28,,[0.33693248 0.65075449],[0. 0.],[1. 1.],378.0
29,29,,[0.35256592 0.64536527],[0. 0.],[1. 1.],387.0
30,30,,[0.34214791 0.64716168],[0. 0.],[1. 1.],381.0
31,31,,[0.3468746  0.64469461],[0. 0.],[1. 1.],413.0
32,32,,[0.34302894 0.65010778],[0. 0.],[1. 1.],390.0
33,33,,[0.34958199 0.63651497],[0. 0.],[1. 1.],383.0
34,34,,[0.35074598 0.63071856],[0. 0.],[1. 1.],381.0
35,35,,[0.34766559 0.63938922],[0. 0.],[1. 1.],397.0
36,36,,[0.34422508 0.63783234],[0. 0.],[1. 1.],374.0
37,37,,[0.33855949 0.64298204],[0. 0.],[1. 1.],400.0
38,38,,[0.32971061 0.64980838],[0. 0.],[1. 1.],373.0
39,39,,[0.33201286 0.64605988],[0. 0.],[1. 1.],364.0
40,40,,[0.33214148 0.65164072],[0. 0.],[1. 1.],398.0
41,41,,[0.34188424 0.63943713],[0. 0.],[1. 1.],361.0
42,42,,[0.33782637 0.63408383],[0. 0.],[1. 1.],373.0
43,43,,[0.3426881  0.64123353],[0. 0.],[1. 1.],373.0
44,44,,[0.33609003 0.63753293],[0. 0.],[1. 1.],385.0
45,45,,[0.33083601 0.63216766],[0. 0.],[1. 1.],397.0
46,46,,[0.32971704 0.63257485],[0. 0.],[1. 1.],370.0
47,47,,[0.33365273 0.64107784],[0. 0.],[1. 1.],385.0
48,48,,[0.34508682 0.63179641],[0. 0.],[1. 1.],358.0
49,49,,[0.34560129 0.63283832],[0. 0.],[1. 1.],381.0
50,50,,[0.3413119 0.6368024],[0. 0.],[1. 1.],397.0
