,gen,evals,avg,min,max,nevals
0,0,500.0,[0.20341479 0.76477844],[0. 0.],[1. 1.],
1,1,,[0.22293891 0.74558084],[0. 0.],[1. 1.],383.0
2,2,,[0.22579421 0.73210778],[0. 0.],[1. 1.],382.0
3,3,,[0.2511254  0.72596407],[0. 0.],[1. 1.],365.0
4,4,,[0.26897749 0.72111377],[0. 0.],[1. 1.],373.0
5,5,,[0.28130547 0.70750898],[0. 0.],[1. 1.],385.0
6,6,,[0.29715756 0.70034731],[0. 0.],[1. 1.],377.0
7,7,,[0.29306752 0.71108982],[0. 0.],[1. 1.],384.0
8,8,,[0.28828296 0.71414371],[0. 0.],[1. 1.],401.0
9,9,,[0.29335048 0.70796407],[0. 0.],[1. 1.],379.0
10,10,,[0.28604502 0.70789222],[0. 0.],[1. 1.],379.0
11,11,,[0.2933955  0.70087425],[0. 0.],[1. 1.],381.0
12,12,,[0.29607074 0.69529341],[0. 0.],[1. 1.],362.0
13,13,,[0.30084887 0.69687425],[0. 0.],[1. 1.],366.0
14,14,,[0.30222508 0.69118563],[0. 0.],[1. 1.],383.0
15,15,,[0.30241801 0.69051497],[0. 0.],[1. 1.],378.0
16,16,,[0.31535048 0.68711377],[0. 0.],[1. 1.],376.0
17,17,,[0.31908682 0.68353293],[0. 0.],[1. 1.],386.0
18,18,,[0.32126045 0.67324551],[0. 0.],[1. 1.],372.0
19,19,,[0.31311897 0.67942515],[0. 0.],[1. 1.],373.0
20,20,,[0.31642444 0.67849102],[0. 0.],[1. 1.],350.0
21,21,,[0.3168746  0.67426347],[0. 0.],[1. 1.],379.0
22,22,,[0.32831511 0.65525749],[0. 0.],[1. 1.],374.0
23,23,,[0.33461093 0.65658683],[0. 0.],[1. 1.],388.0
24,24,,[0.34135048 0.65561677],[0. 0.],[1. 1.],393.0
25,25,,[0.35015434 0.65385629],[0. 0.],[1. 1.],394.0
26,26,,[0.35562058 0.64898204],[0. 0.],[1. 1.],381.0
27,27,,[0.36042444 0.65082635],[0. 0.],[1. 1.],368.0
28,28,,[0.3507074  0.66142515],[0. 0.],[1. 1.],378.0
29,29,,[0.34840514 0.65641916],[0. 0.],[1. 1.],381.0
30,30,,[0.34923473 0.65771257],[0. 0.],[1. 1.],353.0
