,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.56231837 -0.25841783],[ 0.1755102  -0.26587425],[ 0.82040816 -0.2523566 ],
1,1,,[ 0.56445714 -0.25713379],[ 0.1755102  -0.26582591],[ 0.83265306 -0.25242664],376.0
2,2,,[ 0.55964082 -0.25696153],[ 0.1755102 -0.2652973],[ 0.82857143 -0.25410709],359.0
3,3,,[ 0.5575102  -0.25690344],[ 0.1755102  -0.26582591],[ 0.83673469 -0.25392427],378.0
4,4,,[ 0.56209796 -0.25693242],[ 0.1877551  -0.26477053],[ 0.83673469 -0.25238458],396.0
5,5,,[ 0.56441633 -0.25700897],[ 0.13469388 -0.26493629],[ 0.83673469 -0.25238458],395.0
6,6,,[ 0.56936327 -0.25701525],[ 0.1755102  -0.26517499],[ 0.8244898  -0.25335369],390.0
7,7,,[ 0.56527347 -0.25692718],[ 0.17959184 -0.26474433],[ 0.83673469 -0.25325544],372.0
8,8,,[ 0.56844082 -0.25695784],[ 0.1877551  -0.26587425],[ 0.83673469 -0.25238458],379.0
9,9,,[ 0.56513469 -0.25703095],[ 0.1877551 -0.2652973],[ 0.83673469 -0.25325544],379.0
10,10,,[ 0.56413061 -0.25691765],[ 0.20816327 -0.26502059],[ 0.84081633 -0.25325544],365.0
11,11,,[ 0.56817143 -0.25705306],[ 0.24897959 -0.26587425],[ 0.84081633 -0.25392108],406.0
12,12,,[ 0.57021224 -0.25700272],[ 0.24489796 -0.2652973 ],[ 0.82040816 -0.25238458],380.0
13,13,,[ 0.56809796 -0.25700324],[ 0.23673469 -0.26480053],[ 0.82040816 -0.25391361],380.0
14,14,,[ 0.56985306 -0.25695724],[ 0.30204082 -0.26502059],[ 0.82040816 -0.25392427],364.0
15,15,,[ 0.56943673 -0.25694196],[ 0.25714286 -0.2652973 ],[ 0.82040816 -0.25392427],380.0
16,16,,[ 0.56966531 -0.25687681],[ 0.25306122 -0.26480053],[ 0.82040816 -0.25325544],376.0
17,17,,[ 0.56589388 -0.25700855],[ 0.26122449 -0.26582591],[ 0.82040816 -0.25325544],361.0
18,18,,[ 0.56347755 -0.25694484],[ 0.20816327 -0.26587425],[ 0.82040816 -0.25238458],390.0
19,19,,[ 0.56142857 -0.25692011],[ 0.20816327 -0.26422649],[ 0.82040816 -0.25242664],378.0
20,20,,[ 0.56374694 -0.256989  ],[ 0.23265306 -0.26480053],[ 0.82040816 -0.25242664],383.0
21,21,,[ 0.56227755 -0.25708455],[ 0.2       -0.2648776],[ 0.83265306 -0.25238458],391.0
22,22,,[ 0.56419592 -0.25698631],[ 0.22857143 -0.26582591],[ 0.82040816 -0.25335369],375.0
23,23,,[ 0.56483265 -0.25700961],[ 0.22857143 -0.26518144],[ 0.83265306 -0.25242664],365.0
24,24,,[ 0.56253878 -0.25701168],[ 0.21632653 -0.26472932],[ 0.83265306 -0.25441303],372.0
25,25,,[ 0.5638449  -0.25706375],[ 0.21632653 -0.26517499],[ 0.83265306 -0.25335369],384.0
26,26,,[ 0.56158367 -0.25697302],[ 0.24897959 -0.26582591],[ 0.7877551  -0.25242664],402.0
27,27,,[ 0.56133061 -0.25693511],[ 0.23673469 -0.26582591],[ 0.7755102 -0.2523566],388.0
28,28,,[ 0.56045714 -0.25704366],[ 0.23673469 -0.2642881 ],[ 0.79591837 -0.2523566 ],379.0
29,29,,[ 0.56142857 -0.25698847],[ 0.22857143 -0.26435784],[ 0.79591837 -0.25411815],387.0
30,30,,[ 0.56161633 -0.2570923 ],[ 0.22857143 -0.26587425],[ 0.80408163 -0.25394328],384.0
31,31,,[ 0.56499592 -0.25707092],[ 0.24489796 -0.26493629],[ 0.79591837 -0.25394328],369.0
32,32,,[ 0.56745306 -0.25697586],[ 0.23673469 -0.26477053],[ 0.8122449  -0.25391361],364.0
33,33,,[ 0.56374694 -0.25697004],[ 0.23673469 -0.26474433],[ 0.8244898  -0.25410709],380.0
34,34,,[ 0.56604082 -0.25689961],[ 0.23673469 -0.26474433],[ 0.8244898  -0.25238458],375.0
35,35,,[ 0.5634449  -0.25694313],[ 0.23673469 -0.26582591],[ 0.8244898  -0.25325544],383.0
36,36,,[ 0.56444898 -0.2570168 ],[ 0.22857143 -0.26524385],[ 0.8244898  -0.25325544],393.0
37,37,,[ 0.56105306 -0.25697037],[ 0.22857143 -0.26582591],[ 0.82040816 -0.25441388],376.0
38,38,,[ 0.56690612 -0.25696612],[ 0.22040816 -0.26587425],[ 0.80408163 -0.25371518],358.0
39,39,,[ 0.56853061 -0.25690237],[ 0.19591837 -0.26482415],[ 0.80408163 -0.25392427],390.0
40,40,,[ 0.56571429 -0.25695405],[ 0.19591837 -0.26518144],[ 0.80408163 -0.25407433],376.0
41,41,,[ 0.56746939 -0.25685788],[ 0.2122449  -0.26518144],[ 0.77959184 -0.25371518],374.0
42,42,,[ 0.56776327 -0.256944  ],[ 0.24081633 -0.26587425],[ 0.79591837 -0.25238458],363.0
43,43,,[ 0.56478367 -0.25691683],[ 0.24081633 -0.26587425],[ 0.79591837 -0.25238458],373.0
44,44,,[ 0.56554286 -0.25695622],[ 0.26530612 -0.26587425],[ 0.79591837 -0.25371518],381.0
45,45,,[ 0.56487347 -0.25697963],[ 0.24081633 -0.26587425],[ 0.79591837 -0.25392108],378.0
46,46,,[ 0.56519184 -0.25688099],[ 0.24897959 -0.26518144],[ 0.79591837 -0.25335369],402.0
47,47,,[ 0.56539592 -0.25691067],[ 0.25306122 -0.26517499],[ 0.7877551  -0.25238458],391.0
48,48,,[ 0.5628     -0.25688681],[ 0.19591837 -0.26474433],[ 0.81632653 -0.25238458],361.0
49,49,,[ 0.56611429 -0.25692489],[ 0.24489796 -0.2652973 ],[ 0.78367347 -0.25238458],388.0
50,50,,[ 0.56795918 -0.2569367 ],[ 0.21632653 -0.26582591],[ 0.78367347 -0.25388527],371.0
