,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.53646034 -0.25897401],[ 0.26874638 -0.26358857],[ 0.80338014 -0.2549873 ],
1,1,,[ 0.54230617 -0.25911026],[ 0.26874638 -0.26329939],[ 0.81405617 -0.25501714],370.0
2,2,,[ 0.54710741 -0.25909106],[ 0.29085843 -0.26329939],[ 0.81405617 -0.2556322 ],373.0
3,3,,[ 0.54865431 -0.258958  ],[ 0.24026491 -0.26352403],[ 0.81973798 -0.25520348],387.0
4,4,,[ 0.55144369 -0.25912322],[ 0.29440504 -0.26327346],[ 0.82042559 -0.25501714],377.0
5,5,,[ 0.55597387 -0.25909255],[ 0.29440504 -0.26259998],[ 0.82042559 -0.2551783 ],362.0
6,6,,[ 0.55778127 -0.25910972],[ 0.29440504 -0.26266645],[ 0.82042559 -0.25501714],373.0
7,7,,[ 0.56096844 -0.25911925],[ 0.2762377  -0.26354575],[ 0.82042559 -0.25499845],385.0
8,8,,[ 0.56324624 -0.25905186],[ 0.2762377  -0.26317472],[ 0.82498552 -0.25499845],372.0
9,9,,[ 0.56559887 -0.25906707],[ 0.25531992 -0.26354575],[ 0.83066734 -0.2554999 ],359.0
10,10,,[ 0.56295534 -0.25912685],[ 0.28434424 -0.26354762],[ 0.83066734 -0.25521343],415.0
11,11,,[ 0.56378025 -0.25911739],[ 0.23284598 -0.26354575],[ 0.83066734 -0.25548316],380.0
12,12,,[ 0.56650789 -0.25914318],[ 0.23284598 -0.26358406],[ 0.83066734 -0.25499845],349.0
13,13,,[ 0.5680692  -0.25908925],[ 0.26523596 -0.26358406],[ 0.83634916 -0.25501714],383.0
14,14,,[ 0.5658742  -0.25911005],[ 0.28597279 -0.26327346],[ 0.82567313 -0.2549873 ],359.0
15,15,,[ 0.56744072 -0.25904819],[ 0.23071077 -0.2628625 ],[ 0.82567313 -0.2549873 ],380.0
16,16,,[ 0.56650724 -0.25908062],[ 0.24319629 -0.26352403],[ 0.82567313 -0.25520348],386.0
17,17,,[ 0.56294962 -0.25908617],[ 0.24250869 -0.26354575],[ 0.82567313 -0.25520348],383.0
18,18,,[ 0.5652817  -0.25911189],[ 0.23751448 -0.26329939],[ 0.82567313 -0.25520348],379.0
19,19,,[ 0.56803684 -0.25910263],[ 0.22796034 -0.26259998],[ 0.82567313 -0.2549873 ],381.0
20,20,,[ 0.56616879 -0.25908392],[ 0.22796034 -0.26239632],[ 0.82567313 -0.25499845],386.0
21,21,,[ 0.56687008 -0.2591237 ],[ 0.28854227 -0.26327346],[ 0.82567313 -0.25518766],386.0
22,22,,[ 0.57014469 -0.25913794],[ 0.28854227 -0.26358857],[ 0.82567313 -0.25501499],384.0
23,23,,[ 0.56964201 -0.2591043 ],[ 0.29371743 -0.26261886],[ 0.82567313 -0.25517283],384.0
24,24,,[ 0.57084931 -0.25908966],[ 0.27348726 -0.26333206],[ 0.82567313 -0.25515754],366.0
25,25,,[ 0.572402   -0.25909402],[ 0.27392154 -0.26354575],[ 0.82567313 -0.25499845],353.0
26,26,,[ 0.56983997 -0.25908843],[ 0.2625579  -0.26245274],[ 0.82567313 -0.25499845],378.0
27,27,,[ 0.57043442 -0.25908677],[ 0.27735958 -0.26218064],[ 0.82567313 -0.25499845],376.0
28,28,,[ 0.56658787 -0.25912795],[ 0.27735958 -0.26327346],[ 0.80363347 -0.25499845],375.0
29,29,,[ 0.56608287 -0.25907796],[ 0.29827736 -0.26282014],[ 0.81724088 -0.25499845],380.0
30,30,,[ 0.56777512 -0.25908267],[ 0.29827736 -0.26327346],[ 0.81724088 -0.25499845],372.0
31,31,,[ 0.56800268 -0.25911846],[ 0.29827736 -0.26314352],[ 0.81724088 -0.25499845],374.0
32,32,,[ 0.56957419 -0.2591027 ],[ 0.29827736 -0.26282014],[ 0.81724088 -0.2549873 ],386.0
33,33,,[ 0.56947351 -0.25905882],[ 0.29827736 -0.26259998],[ 0.81724088 -0.25501714],365.0
34,34,,[ 0.57044412 -0.2590762 ],[ 0.29827736 -0.26354575],[ 0.81724088 -0.2549873 ],398.0
35,35,,[ 0.56600195 -0.25911652],[ 0.29827736 -0.26336273],[ 0.80518964 -0.25523058],416.0
36,36,,[ 0.56824008 -0.25909374],[ 0.18525622 -0.26358406],[ 0.78839751 -0.2549873 ],387.0
37,37,,[ 0.56747438 -0.25903901],[ 0.21666908 -0.26358857],[ 0.78839751 -0.25501499],374.0
38,38,,[ 0.56635488 -0.25909388],[ 0.29827736 -0.26354575],[ 0.78839751 -0.25501499],398.0
39,39,,[ 0.56697271 -0.25911196],[ 0.29827736 -0.2628625 ],[ 0.81611899 -0.25501499],390.0
40,40,,[ 0.56745433 -0.25910721],[ 0.29827736 -0.26333206],[ 0.81611899 -0.2551783 ],362.0
41,41,,[ 0.5685524  -0.25913699],[ 0.33211494 -0.26354575],[ 0.81611899 -0.25499845],378.0
42,42,,[ 0.56946714 -0.25912427],[ 0.32643312 -0.26354575],[ 0.81611899 -0.25515754],382.0
43,43,,[ 0.56869637 -0.25910782],[ 0.27967574 -0.26352403],[ 0.82180081 -0.25501499],367.0
44,44,,[ 0.56960227 -0.25919211],[ 0.32737406 -0.26354762],[ 0.82180081 -0.25515754],370.0
45,45,,[ 0.57041843 -0.25914637],[ 0.32737406 -0.26314352],[ 0.81611899 -0.25520348],392.0
46,46,,[ 0.57178134 -0.25914274],[ 0.30569629 -0.26358406],[ 0.81611899 -0.2554999 ],400.0
47,47,,[ 0.56959815 -0.25915584],[ 0.2410249  -0.26358406],[ 0.81611899 -0.25499845],372.0
48,48,,[ 0.56952606 -0.25911115],[ 0.2410249  -0.26358406],[ 0.81611899 -0.2551783 ],390.0
49,49,,[ 0.57128554 -0.25913161],[ 0.2410249  -0.26358406],[ 0.81611899 -0.2549873 ],391.0
50,50,,[ 0.57109294 -0.2590945 ],[ 0.32350174 -0.26358406],[ 0.81611899 -0.2549873 ],370.0
