,gen,nevals
0,1,500
1,2,380
2,3,406
3,4,378
4,5,367
5,6,383
6,7,394
7,8,371
8,9,379
9,10,375
10,11,381
11,12,392
12,13,378
13,14,370
14,15,390
15,16,390
16,17,376
17,18,391
18,19,392
19,20,376
20,21,389
21,22,369
22,23,371
23,24,393
24,25,391
25,26,377
26,27,391
27,28,380
28,29,380
29,30,374
30,31,382
31,32,373
32,33,402
33,34,365
34,35,404
35,36,378
36,37,400
37,38,378
38,39,380
39,40,396
40,41,365
41,42,380
42,43,385
43,44,390
44,45,370
45,46,378
46,47,375
47,48,374
48,49,380
49,50,391
