,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.50364494 -0.1311491 ],[ 0.18679286 -0.13199405],[ 0.78770251 -0.13083508],
1,1,,[ 0.50058898 -0.13097664],[ 0.18679286 -0.13199405],[ 0.78770251 -0.13084166],386.0
2,2,,[ 0.49752419 -0.13092874],[ 0.18679286 -0.13194826],[ 0.78770251 -0.13084914],382.0
3,3,,[ 0.50351695 -0.13093327],[ 0.18679286 -0.13196623],[ 0.79459309 -0.13083508],375.0
4,4,,[ 0.50116129 -0.13095177],[ 0.18679286 -0.13199405],[ 0.78824806 -0.13084845],395.0
5,5,,[ 0.50020826 -0.1309445 ],[ 0.18679286 -0.13196623],[ 0.78824806 -0.13085605],383.0
6,6,,[ 0.50377237 -0.13093127],[ 0.18679286 -0.13196623],[ 0.78824806 -0.13085081],367.0
7,7,,[ 0.50355688 -0.13093037],[ 0.18679286 -0.13196792],[ 0.78824806 -0.13085605],373.0
8,8,,[ 0.50476194 -0.13092368],[ 0.20343224 -0.13196709],[ 0.78824806 -0.13084166],364.0
9,9,,[ 0.5026894  -0.13093406],[ 0.20343224 -0.13196709],[ 0.78824806 -0.13084845],362.0
10,10,,[ 0.50085873 -0.1309327 ],[ 0.20343224 -0.13199405],[ 0.78770251 -0.13084914],372.0
11,11,,[ 0.50046102 -0.13094428],[ 0.20343224 -0.13196623],[ 0.78770251 -0.13085912],388.0
12,12,,[ 0.50171414 -0.13093108],[ 0.20343224 -0.13196792],[ 0.79134942 -0.13085378],395.0
13,13,,[ 0.50296865 -0.13093914],[ 0.20343224 -0.13196623],[ 0.79134942 -0.13085378],368.0
14,14,,[ 0.50376718 -0.13093582],[ 0.20353305 -0.13196792],[ 0.79134942 -0.13085378],369.0
15,15,,[ 0.5007219  -0.13093596],[ 0.21078536 -0.13194996],[ 0.79134942 -0.13085378],383.0
16,16,,[ 0.50193573 -0.13093498],[ 0.21326407 -0.13196623],[ 0.79134942 -0.13085746],369.0
17,17,,[ 0.50005148 -0.13092944],[ 0.21326407 -0.13196758],[ 0.78937475 -0.13085605],360.0
18,18,,[ 0.49956965 -0.13092395],[ 0.21322256 -0.13196623],[ 0.7911478  -0.13083508],378.0
19,19,,[ 0.49895638 -0.13093848],[ 0.21322256 -0.13199405],[ 0.7911478  -0.13084166],400.0
20,20,,[ 0.49628162 -0.1309387 ],[ 0.18679286 -0.13199405],[ 0.7911478  -0.13084914],386.0
21,21,,[ 0.49755029 -0.13094398],[ 0.18679286 -0.13195057],[ 0.7911478  -0.13084619],380.0
22,22,,[ 0.49619578 -0.13094294],[ 0.18679286 -0.13196709],[ 0.7911478  -0.13084914],385.0
23,23,,[ 0.49225987 -0.13094245],[ 0.18679286 -0.13196623],[ 0.7911478  -0.13084914],387.0
24,24,,[ 0.49169314 -0.13093078],[ 0.18679286 -0.13196758],[ 0.79193055 -0.13085554],384.0
25,25,,[ 0.49409226 -0.13093036],[ 0.18679286 -0.13199405],[ 0.79193055 -0.13085498],374.0
26,26,,[ 0.49203256 -0.13094132],[ 0.18679286 -0.13196758],[ 0.79193055 -0.13085498],377.0
27,27,,[ 0.49532312 -0.13093377],[ 0.18679286 -0.13196792],[ 0.79082758 -0.13085746],386.0
28,28,,[ 0.49735835 -0.13093567],[ 0.18679286 -0.13196792],[ 0.79082758 -0.13085498],389.0
29,29,,[ 0.49697906 -0.13092846],[ 0.18679286 -0.13194996],[ 0.79082758 -0.13084619],376.0
30,30,,[ 0.49788583 -0.13092739],[ 0.18679286 -0.13194893],[ 0.79082758 -0.13085601],373.0
31,31,,[ 0.49664347 -0.13094767],[ 0.18679286 -0.13196792],[ 0.78500439 -0.13084914],414.0
32,32,,[ 0.49917058 -0.13094305],[ 0.18679286 -0.13196792],[ 0.78500439 -0.13084166],363.0
33,33,,[ 0.49968949 -0.13096025],[ 0.18481819 -0.13196792],[ 0.78500439 -0.13084166],382.0
34,34,,[ 0.50072203 -0.1309378 ],[ 0.18481819 -0.13195057],[ 0.78844968 -0.13084619],375.0
35,35,,[ 0.49907181 -0.13093145],[ 0.18481819 -0.13194893],[ 0.78500439 -0.13084166],389.0
36,36,,[ 0.49546826 -0.13095151],[ 0.18481819 -0.13196792],[ 0.78840817 -0.13084166],378.0
37,37,,[ 0.49477128 -0.13094012],[ 0.18481819 -0.13195309],[ 0.78840817 -0.13084845],379.0
38,38,,[ 0.49913642 -0.13093849],[ 0.21187647 -0.13194746],[ 0.80138286 -0.13084166],382.0
39,39,,[ 0.49739304 -0.13094166],[ 0.20693683 -0.13195057],[ 0.78840817 -0.13084845],373.0
40,40,,[ 0.49773758 -0.13094624],[ 0.20693683 -0.13194893],[ 0.78840817 -0.13085912],369.0
41,41,,[ 0.49309606 -0.13093734],[ 0.20693683 -0.13196792],[ 0.80208852 -0.13083508],366.0
42,42,,[ 0.49594605 -0.13093689],[ 0.21187647 -0.13195309],[ 0.80837425 -0.13085601],360.0
43,43,,[ 0.49658768 -0.13092624],[ 0.21187647 -0.13195057],[ 0.80837425 -0.13085603],386.0
44,44,,[ 0.49735129 -0.13094097],[ 0.21187647 -0.13196792],[ 0.80837425 -0.13083508],374.0
45,45,,[ 0.49768359 -0.13093713],[ 0.21187647 -0.13199405],[ 0.80452572 -0.13083508],399.0
46,46,,[ 0.49752596 -0.13095238],[ 0.2134479  -0.13196758],[ 0.78500439 -0.13084845],387.0
47,47,,[ 0.49699903 -0.13094495],[ 0.20915463 -0.13196623],[ 0.78500439 -0.13084845],376.0
48,48,,[ 0.49545931 -0.13093371],[ 0.2134479  -0.13194826],[ 0.78810574 -0.13085554],368.0
49,49,,[ 0.49298841 -0.13092403],[ 0.2134479  -0.13193087],[ 0.78703835 -0.13085603],395.0
50,50,,[ 0.49695247 -0.13091462],[ 0.21159183 -0.13194826],[ 0.78500439 -0.13083508],399.0
