,gen,evals,avg,min,max,nevals
0,0,500.0,[0.32253571 0.71370526],[0. 0.],[1. 1.],
1,1,,[0.33523214 0.70324211],[0. 0.],[1. 1.],370.0
2,2,,[0.34814286 0.69530526],[0. 0.],[1. 1.],362.0
3,3,,[0.38316071 0.6668    ],[0. 0.],[1. 1.],387.0
4,4,,[0.39476786 0.64722105],[0. 0.],[1. 1.],393.0
5,5,,[0.39233929 0.65669474],[0. 0.],[1. 1.],384.0
6,6,,[0.40080357 0.64585263],[0. 0.],[1. 1.],373.0
7,7,,[0.41689286 0.63755789],[0. 0.],[1. 1.],379.0
8,8,,[0.4295     0.62955789],[0. 0.],[1. 1.],395.0
9,9,,[0.44844643 0.61250526],[0. 0.],[1. 1.],367.0
10,10,,[0.452125   0.61351579],[0. 0.],[1. 1.],386.0
11,11,,[0.46898214 0.60473684],[0. 0.],[1. 1.],389.0
12,12,,[0.46780357 0.60290526],[0. 0.],[1. 1.],386.0
13,13,,[0.48660714 0.58454737],[0. 0.],[1. 1.],375.0
14,14,,[0.48939286 0.58621053],[0. 0.],[1. 1.],400.0
15,15,,[0.48396429 0.58284211],[0. 0.],[1. 1.],377.0
16,16,,[0.50139286 0.56612632],[0. 0.],[1. 1.],400.0
17,17,,[0.49207143 0.57197895],[0. 0.],[1. 1.],384.0
18,18,,[0.51001786 0.56829474],[0. 0.],[1. 1.],375.0
19,19,,[0.50826786 0.56938947],[0. 0.],[1. 1.],369.0
20,20,,[0.50144643 0.57332632],[0. 0.],[1. 1.],371.0
21,21,,[0.51105357 0.56370526],[0. 0.],[1. 1.],383.0
22,22,,[0.51326786 0.56254737],[0. 0.],[1. 1.],372.0
23,23,,[0.51689286 0.55450526],[0. 0.],[1. 1.],378.0
24,24,,[0.50269643 0.57031579],[0. 0.],[1. 1.],396.0
25,25,,[0.48876786 0.57985263],[0. 0.],[1. 1.],388.0
26,26,,[0.48476786 0.58635789],[0. 0.],[1. 1.],407.0
27,27,,[0.497875   0.56907368],[0. 0.],[1. 1.],379.0
28,28,,[0.50780357 0.56134737],[0. 0.],[1. 1.],383.0
29,29,,[0.49928571 0.56816842],[0. 0.],[1. 1.],386.0
30,30,,[0.48848214 0.57797895],[0. 0.],[1. 1.],382.0
31,31,,[0.48825    0.58002105],[0. 0.],[1. 1.],368.0
32,32,,[0.47821429 0.59267368],[0. 0.],[1. 1.],379.0
33,33,,[0.47591071 0.59726316],[0. 0.],[1. 1.],385.0
34,34,,[0.48408929 0.59143158],[0. 0.],[1. 1.],384.0
35,35,,[0.49055357 0.58736842],[0. 0.],[1. 1.],359.0
36,36,,[0.49375    0.58658947],[0. 0.],[1. 1.],373.0
37,37,,[0.49355357 0.58831579],[0. 0.],[1. 1.],396.0
38,38,,[0.51144643 0.57581053],[0. 0.],[1. 1.],399.0
39,39,,[0.50239286 0.58      ],[0. 0.],[1. 1.],403.0
40,40,,[0.49439286 0.58989474],[0. 0.],[1. 1.],377.0
41,41,,[0.48791071 0.59084211],[0. 0.],[1. 1.],358.0
42,42,,[0.48446429 0.59532632],[0. 0.],[1. 1.],385.0
43,43,,[0.48201786 0.59345263],[0. 0.],[1. 1.],362.0
44,44,,[0.48067857 0.59536842],[0. 0.],[1. 1.],381.0
45,45,,[0.48323214 0.58753684],[0. 0.],[1. 1.],385.0
46,46,,[0.49821429 0.57730526],[0. 0.],[1. 1.],373.0
47,47,,[0.47832143 0.5984    ],[0. 0.],[1. 1.],383.0
48,48,,[0.47819643 0.59301053],[0. 0.],[1. 1.],381.0
49,49,,[0.48830357 0.57715789],[0. 0.],[1. 1.],369.0
50,50,,[0.500125   0.57073684],[0. 0.],[1. 1.],401.0
