,gen,nevals
0,1,500
1,2,385
2,3,363
3,4,382
4,5,398
5,6,394
6,7,375
7,8,363
8,9,383
9,10,386
10,11,393
11,12,370
12,13,391
13,14,385
14,15,363
15,16,386
16,17,379
17,18,361
18,19,380
19,20,373
20,21,376
21,22,374
22,23,388
23,24,359
24,25,366
25,26,377
26,27,388
27,28,365
28,29,376
29,30,399
30,31,380
31,32,387
32,33,373
33,34,381
34,35,356
35,36,366
36,37,370
37,38,370
38,39,379
39,40,398
40,41,381
41,42,376
42,43,380
43,44,372
44,45,376
45,46,368
46,47,370
47,48,387
48,49,370
49,50,389
