,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.502018   -0.31735841],[ 0.20121445 -0.33511153],[ 0.78623188 -0.30135475],
1,1,,[ 0.50368763 -0.31254447],[ 0.20810503 -0.33058619],[ 0.79098769 -0.30326545],379.0
2,2,,[ 0.50270031 -0.31137467],[ 0.20810503 -0.33108455],[ 0.79098769 -0.30491194],373.0
3,3,,[ 0.50384344 -0.31120903],[ 0.20363386 -0.33191606],[ 0.79747503 -0.30698348],376.0
4,4,,[ 0.50297687 -0.31133426],[ 0.20363386 -0.33405838],[ 0.79868474 -0.30326545],380.0
5,5,,[ 0.502082   -0.31158643],[ 0.20363386 -0.33089177],[ 0.79747503 -0.30326545],368.0
6,6,,[ 0.49909879 -0.31142749],[ 0.20363386 -0.33511153],[ 0.79747503 -0.30326545],380.0
7,7,,[ 0.50220321 -0.3114159 ],[ 0.20363386 -0.33511153],[ 0.79747503 -0.30326545],386.0
8,8,,[ 0.50574284 -0.31142732],[ 0.20363386 -0.32824056],[ 0.80059418 -0.30447252],384.0
9,9,,[ 0.50644106 -0.31115297],[ 0.20532982 -0.33089177],[ 0.80059418 -0.30844161],383.0
10,10,,[ 0.50680824 -0.31114526],[ 0.19563438 -0.3282891 ],[ 0.79189497 -0.30659293],381.0
11,11,,[ 0.50318404 -0.31130635],[ 0.20532982 -0.33214458],[ 0.79189497 -0.30326545],377.0
12,12,,[ 0.50603659 -0.31136006],[ 0.20532982 -0.33085492],[ 0.79209659 -0.30549931],377.0
13,13,,[ 0.50478787 -0.31136998],[ 0.20532982 -0.33085492],[ 0.80817263 -0.30326545],401.0
14,14,,[ 0.50503605 -0.31134525],[ 0.20532982 -0.33405838],[ 0.80817263 -0.30135475],372.0
15,15,,[ 0.50205344 -0.31146689],[ 0.20532982 -0.33108455],[ 0.80817263 -0.30135475],375.0
16,16,,[ 0.50122297 -0.31139314],[ 0.20532982 -0.33405838],[ 0.80817263 -0.30326545],362.0
17,17,,[ 0.49943793 -0.31105629],[ 0.18544083 -0.33511153],[ 0.79209659 -0.30491194],392.0
18,18,,[ 0.49640659 -0.31118585],[ 0.20532982 -0.33214458],[ 0.80817263 -0.30447252],380.0
19,19,,[ 0.49767245 -0.31110287],[ 0.20532982 -0.33511153],[ 0.80817263 -0.3063555 ],372.0
20,20,,[ 0.49477387 -0.31106021],[ 0.20532982 -0.33214458],[ 0.80817263 -0.30491194],390.0
21,21,,[ 0.50320698 -0.31102219],[ 0.20810503 -0.33108455],[ 0.80817263 -0.30491194],379.0
22,22,,[ 0.50301172 -0.31103808],[ 0.20810503 -0.33191606],[ 0.80817263 -0.30491194],393.0
23,23,,[ 0.50179396 -0.31133332],[ 0.20810503 -0.33405838],[ 0.79336559 -0.30447252],375.0
24,24,,[ 0.5007216  -0.31118054],[ 0.20373467 -0.33405838],[ 0.79189497 -0.30447252],374.0
25,25,,[ 0.49808732 -0.31151087],[ 0.21161555 -0.33511153],[ 0.79189497 -0.30447252],375.0
26,26,,[ 0.49827108 -0.3113896 ],[ 0.20810503 -0.33085492],[ 0.79189497 -0.30447252],369.0
27,27,,[ 0.49564099 -0.31177787],[ 0.20790341 -0.33511153],[ 0.79179416 -0.30447252],367.0
28,28,,[ 0.49541757 -0.31154471],[ 0.20810503 -0.33108455],[ 0.79179416 -0.30135475],379.0
29,29,,[ 0.49598304 -0.31141143],[ 0.20810503 -0.32866816],[ 0.79189497 -0.30135475],361.0
30,30,,[ 0.49137162 -0.3114887 ],[ 0.20810503 -0.33108455],[ 0.79179416 -0.30869879],376.0
31,31,,[ 0.49109341 -0.31157926],[ 0.20810503 -0.33511153],[ 0.79179416 -0.30511007],365.0
32,32,,[ 0.49217041 -0.31165719],[ 0.20810503 -0.33214458],[ 0.79189497 -0.30549931],366.0
33,33,,[ 0.49277129 -0.31140059],[ 0.20810503 -0.33214458],[ 0.79189497 -0.30447252],374.0
34,34,,[ 0.49485919 -0.31150939],[ 0.20810503 -0.33214458],[ 0.79189497 -0.30447252],392.0
35,35,,[ 0.49557042 -0.31156242],[ 0.20810503 -0.32928564],[ 0.79179416 -0.30326545],387.0
36,36,,[ 0.49763408 -0.31149077],[ 0.17860955 -0.33511153],[ 0.79610522 -0.30491194],393.0
37,37,,[ 0.49844488 -0.31159416],[ 0.17860955 -0.33511153],[ 0.79402974 -0.30638016],407.0
38,38,,[ 0.49788924 -0.31160568],[ 0.17860955 -0.33058619],[ 0.79189497 -0.30549931],374.0
39,39,,[ 0.49655508 -0.31128537],[ 0.17860955 -0.32739101],[ 0.79042435 -0.30601115],386.0
40,40,,[ 0.49639242 -0.31120586],[ 0.18058422 -0.3282891 ],[ 0.78844968 -0.30601115],401.0
41,41,,[ 0.4980619  -0.31113942],[ 0.19976755 -0.33511153],[ 0.81812306 -0.30601115],396.0
42,42,,[ 0.49640427 -0.31139099],[ 0.19976755 -0.32811019],[ 0.81812306 -0.30754465],394.0
43,43,,[ 0.49533523 -0.31164477],[ 0.19976755 -0.33108455],[ 0.81812306 -0.30511007],387.0
44,44,,[ 0.49619513 -0.31136532],[ 0.19976755 -0.33108455],[ 0.81812306 -0.30326545],373.0
45,45,,[ 0.49558536 -0.3113546 ],[ 0.19976755 -0.33511153],[ 0.81812306 -0.30135475],370.0
46,46,,[ 0.49657277 -0.31112891],[ 0.19976755 -0.33191606],[ 0.81812306 -0.30549931],374.0
47,47,,[ 0.4940324  -0.31127185],[ 0.19976755 -0.33511153],[ 0.8017268  -0.30621499],379.0
48,48,,[ 0.49655451 -0.31140207],[ 0.1886845  -0.33511153],[ 0.8017268  -0.30601115],399.0
49,49,,[ 0.49753754 -0.31115374],[ 0.1886845  -0.33511153],[ 0.8017268  -0.30326545],381.0
50,50,,[ 0.49837507 -0.31106477],[ 0.1886845  -0.33511153],[ 0.8017268  -0.30511007],374.0
