,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.53826375 -0.02562157],[ 0.28528518 -0.02582809],[ 0.77203966 -0.02546927],
1,1,,[ 0.54356912 -0.02561109],[ 0.28553851 -0.02582809],[ 0.77203966 -0.02548691],366.0
2,2,,[ 0.54649399 -0.02560585],[ 0.28553851 -0.02582809],[ 0.77203966 -0.025478  ],386.0
3,3,,[ 0.54630392 -0.02560299],[ 0.2410249  -0.02582809],[ 0.77203966 -0.0254998 ],391.0
4,4,,[ 0.54441807 -0.02560416],[ 0.21692241 -0.02582235],[ 0.756478   -0.02549073],368.0
5,5,,[ 0.54912015 -0.02560424],[ 0.29483932 -0.0258121 ],[ 0.756478   -0.02549671],394.0
6,6,,[ 0.55653315 -0.02560567],[ 0.32161986 -0.0258137 ],[ 0.74931239 -0.02546927],380.0
7,7,,[ 0.55693812 -0.02560486],[ 0.27243775 -0.0258137 ],[ 0.76223219 -0.02548546],388.0
8,8,,[ 0.55852693 -0.02560465],[ 0.26899971 -0.0258137 ],[ 0.75854082 -0.02549706],376.0
9,9,,[ 0.55651766 -0.02560323],[ 0.2481905  -0.02582235],[ 0.74862478 -0.02549831],368.0
10,10,,[ 0.55660727 -0.02560241],[ 0.2481905  -0.02582235],[ 0.74793717 -0.02548137],386.0
11,11,,[ 0.55684916 -0.02560461],[ 0.20273596 -0.02581974],[ 0.78789085 -0.02548137],388.0
12,12,,[ 0.55834127 -0.02560443],[ 0.20273596 -0.02582809],[ 0.78789085 -0.025478  ],390.0
13,13,,[ 0.56146077 -0.02560359],[ 0.29190793 -0.0258137 ],[ 0.78789085 -0.02551401],397.0
14,14,,[ 0.56336754 -0.02560448],[ 0.31677041 -0.0258121 ],[ 0.79038796 -0.02548691],374.0
15,15,,[ 0.56335683 -0.02560448],[ 0.30309062 -0.0258121 ],[ 0.76585119 -0.02548691],371.0
16,16,,[ 0.55946301 -0.02560525],[ 0.28286045 -0.02579092],[ 0.76585119 -0.02549073],392.0
17,17,,[ 0.55802627 -0.02560429],[ 0.31083526 -0.02582809],[ 0.76671975 -0.02548546],388.0
18,18,,[ 0.56301513 -0.02560368],[ 0.26024175 -0.02582809],[ 0.79331934 -0.02549073],370.0
19,19,,[ 0.5642547 -0.0256058],[ 0.29690214 -0.02579964],[ 0.79331934 -0.02549831],393.0
20,20,,[ 0.5643708  -0.02560051],[ 0.29371743 -0.02575153],[ 0.8067458  -0.02546927],392.0
21,21,,[ 0.56546099 -0.02560474],[ 0.29371743 -0.0258137 ],[ 0.8067458  -0.02546927],381.0
22,22,,[ 0.56753185 -0.02560369],[ 0.31832658 -0.0258137 ],[ 0.79856688 -0.02546927],367.0
23,23,,[ 0.56680573 -0.02560632],[ 0.3035249  -0.02581974],[ 0.79856688 -0.02548691],380.0
24,24,,[ 0.56429118 -0.02560154],[ 0.31496091 -0.02578127],[ 0.79856688 -0.02546927],414.0
25,25,,[ 0.56520252 -0.02560092],[ 0.33899102 -0.02581974],[ 0.79288506 -0.02546927],393.0
26,26,,[ 0.56589997 -0.02560526],[ 0.29654024 -0.02582809],[ 0.78083382 -0.02548691],372.0
27,27,,[ 0.56581739 -0.02560285],[ 0.27175014 -0.02578285],[ 0.78745657 -0.025478  ],383.0
28,28,,[ 0.56263195 -0.02560343],[ 0.29903735 -0.02582779],[ 0.78745657 -0.025478  ],386.0
29,29,,[ 0.55709301 -0.02560248],[ 0.29903735 -0.02582809],[ 0.78745657 -0.02548691],380.0
30,30,,[ 0.5568024  -0.02560243],[ 0.2147872  -0.02581974],[ 0.78995368 -0.02549671],388.0
31,31,,[ 0.55638318 -0.02560339],[ 0.2147872  -0.02582809],[ 0.78995368 -0.02548546],377.0
32,32,,[ 0.55938311 -0.02560378],[ 0.2147872  -0.02581974],[ 0.7956355  -0.02548546],364.0
33,33,,[ 0.55742748 -0.02560228],[ 0.2147872  -0.02579092],[ 0.80131731 -0.02546927],376.0
34,34,,[ 0.55942176 -0.02560348],[ 0.25705704 -0.02580934],[ 0.80131731 -0.02546927],368.0
35,35,,[ 0.56256775 -0.02560322],[ 0.30696294 -0.02577608],[ 0.80699913 -0.02548691],392.0
36,36,,[ 0.56070968 -0.0256034 ],[ 0.28586422 -0.02582779],[ 0.80699913 -0.02546927],373.0
37,37,,[ 0.56076252 -0.02560252],[ 0.30895339 -0.0258137 ],[ 0.80381442 -0.02549073],381.0
38,38,,[ 0.55992849 -0.02560321],[ 0.29664881 -0.02582809],[ 0.79313839 -0.02549073],386.0
39,39,,[ 0.5582568  -0.02560456],[ 0.27341488 -0.02578127],[ 0.79313839 -0.02548691],402.0
