,gen,evals,avg,min,max,nevals
0,0,500.0,[0.26654181 0.74400709],[0. 0.],[1. 1.],
1,1,,[0.28460201 0.72685106],[0. 0.],[1. 1.],394.0
2,2,,[0.28441472 0.72457447],[0. 0.],[1. 1.],382.0
3,3,,[0.30738462 0.70497163],[0. 0.],[1. 1.],386.0
4,4,,[0.30852843 0.70741135],[0. 0.],[1. 1.],379.0
5,5,,[0.31225418 0.70783688],[0. 0.],[1. 1.],380.0
6,6,,[0.32349833 0.68999291],[0. 0.],[1. 1.],380.0
7,7,,[0.32139799 0.69140426],[0. 0.],[1. 1.],366.0
8,8,,[0.32279599 0.68586525],[0. 0.],[1. 1.],379.0
9,9,,[0.30647492 0.69879433],[0. 0.],[1. 1.],389.0
10,10,,[0.30862207 0.69351064],[0. 0.],[1. 1.],373.0
11,11,,[0.29675585 0.70358156],[0. 0.],[1. 1.],359.0
12,12,,[0.30467559 0.69420567],[0. 0.],[1. 1.],386.0
13,13,,[0.3170903  0.67780142],[0. 0.],[1. 1.],388.0
14,14,,[0.31417391 0.6812766 ],[0. 0.],[1. 1.],381.0
15,15,,[0.3222408  0.67624113],[0. 0.],[1. 1.],367.0
16,16,,[0.32207358 0.67069504],[0. 0.],[1. 1.],372.0
17,17,,[0.32579264 0.67691489],[0. 0.],[1. 1.],383.0
18,18,,[0.34321739 0.65987234],[0. 0.],[1. 1.],373.0
19,19,,[0.34155853 0.66351064],[0. 0.],[1. 1.],372.0
20,20,,[0.34028763 0.65943262],[0. 0.],[1. 1.],383.0
21,21,,[0.34900334 0.65708511],[0. 0.],[1. 1.],371.0
22,22,,[0.35227425 0.65295745],[0. 0.],[1. 1.],378.0
23,23,,[0.34450167 0.66138298],[0. 0.],[1. 1.],377.0
24,24,,[0.3533913  0.64926241],[0. 0.],[1. 1.],385.0
25,25,,[0.3456388  0.64849645],[0. 0.],[1. 1.],393.0
26,26,,[0.33163211 0.66353191],[0. 0.],[1. 1.],360.0
27,27,,[0.33278261 0.66697872],[0. 0.],[1. 1.],365.0
28,28,,[0.32927759 0.66515603],[0. 0.],[1. 1.],375.0
29,29,,[0.32977258 0.66504255],[0. 0.],[1. 1.],372.0
30,30,,[0.33848829 0.66241135],[0. 0.],[1. 1.],382.0
31,31,,[0.32787291 0.68189362],[0. 0.],[1. 1.],370.0
32,32,,[0.33203344 0.67152482],[0. 0.],[1. 1.],371.0
33,33,,[0.33567224 0.66516312],[0. 0.],[1. 1.],389.0
34,34,,[0.33771906 0.66553191],[0. 0.],[1. 1.],377.0
35,35,,[0.33787291 0.65460284],[0. 0.],[1. 1.],369.0
36,36,,[0.33676254 0.65841844],[0. 0.],[1. 1.],399.0
37,37,,[0.33379933 0.65858865],[0. 0.],[1. 1.],373.0
38,38,,[0.34142475 0.65860284],[0. 0.],[1. 1.],393.0
39,39,,[0.34884281 0.64882979],[0. 0.],[1. 1.],384.0
40,40,,[0.3557592  0.64256738],[0. 0.],[1. 1.],384.0
41,41,,[0.37102341 0.6350922 ],[0. 0.],[1. 1.],394.0
42,42,,[0.37346488 0.62960993],[0. 0.],[1. 1.],384.0
43,43,,[0.36973913 0.62942553],[0. 0.],[1. 1.],377.0
44,44,,[0.36846154 0.63403546],[0. 0.],[1. 1.],378.0
45,45,,[0.36379264 0.63929787],[0. 0.],[1. 1.],400.0
46,46,,[0.36039465 0.63696454],[0. 0.],[1. 1.],360.0
47,47,,[0.37548495 0.62386525],[0. 0.],[1. 1.],389.0
48,48,,[0.37058863 0.63256028],[0. 0.],[1. 1.],384.0
49,49,,[0.3897592  0.61721277],[0. 0.],[1. 1.],365.0
50,50,,[0.38258863 0.62444681],[0. 0.],[1. 1.],378.0
