,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.4921946 -0.1238167],[ 0.18354918 -0.12460934],[ 0.77726583 -0.12351882],
1,1,,[ 0.49280084 -0.12366352],[ 0.18207856 -0.12460934],[ 0.78435803 -0.12351882],376.0
2,2,,[ 0.48969576 -0.1236125 ],[ 0.18207856 -0.12457378],[ 0.78911383 -0.12352055],388.0
3,3,,[ 0.49100325 -0.12360708],[ 0.18354918 -0.12457958],[ 0.78911383 -0.12352055],382.0
4,4,,[ 0.49315125 -0.12360806],[ 0.18354918 -0.12458099],[ 0.78911383 -0.12351671],386.0
5,5,,[ 0.49472412 -0.12360669],[ 0.21918807 -0.12458931],[ 0.78911383 -0.12352674],371.0
6,6,,[ 0.49551175 -0.12360434],[ 0.21918807 -0.12458931],[ 0.78911383 -0.12352153],397.0
7,7,,[ 0.49593006 -0.12360115],[ 0.21918807 -0.12458931],[ 0.78911383 -0.12352153],374.0
8,8,,[ 0.4945468  -0.12360243],[ 0.21918807 -0.12460934],[ 0.78911383 -0.12352084],381.0
9,9,,[ 0.49367517 -0.12359739],[ 0.21874333 -0.12460934],[ 0.78911383 -0.12352088],403.0
10,10,,[ 0.49154392 -0.12359112],[ 0.21918807 -0.12457943],[ 0.78911383 -0.12352055],378.0
11,11,,[ 0.48900967 -0.12359569],[ 0.21854171 -0.12458099],[ 0.78911383 -0.12352088],373.0
12,12,,[ 0.48907198 -0.1235991 ],[ 0.21255841 -0.12457378],[ 0.78911383 -0.12352088],384.0
13,13,,[ 0.48903914 -0.12360873],[ 0.21255841 -0.12458   ],[ 0.78911383 -0.12353934],360.0
14,14,,[ 0.49055533 -0.12360717],[ 0.21255841 -0.12457958],[ 0.77998767 -0.12351882],364.0
15,15,,[ 0.49336801 -0.12359782],[ 0.21255841 -0.12457375],[ 0.79124861 -0.12351671],375.0
16,16,,[ 0.49625081 -0.12360885],[ 0.2160037  -0.12457958],[ 0.79952679 -0.12351882],381.0
17,17,,[ 0.49230466 -0.12360952],[ 0.2160037  -0.12458099],[ 0.79124861 -0.12352088],375.0
18,18,,[ 0.49101378 -0.12360403],[ 0.21918807 -0.12458002],[ 0.79124861 -0.12351671],404.0
19,19,,[ 0.48927771 -0.1236068 ],[ 0.21918807 -0.12458002],[ 0.79124861 -0.12352055],382.0
20,20,,[ 0.49059463 -0.12360721],[ 0.22001233 -0.12460934],[ 0.77998767 -0.12352055],355.0
21,21,,[ 0.49268157 -0.12360382],[ 0.22001233 -0.12458543],[ 0.7805095  -0.12352927],386.0
22,22,,[ 0.4926456  -0.12361203],[ 0.22001233 -0.12460934],[ 0.7805095  -0.12352088],359.0
23,23,,[ 0.49366416 -0.12362484],[ 0.20186081 -0.12458931],[ 0.7805095 -0.1235322],383.0
24,24,,[ 0.49515083 -0.1236081 ],[ 0.20186081 -0.12459834],[ 0.7805095  -0.12351671],377.0
25,25,,[ 0.4939928  -0.12360458],[ 0.22001233 -0.1245779 ],[ 0.7805095  -0.12351671],395.0
26,26,,[ 0.49541955 -0.12362787],[ 0.22001233 -0.12460934],[ 0.78218174 -0.12351882],374.0
27,27,,[ 0.49585882 -0.12362104],[ 0.22001233 -0.1245779 ],[ 0.78218174 -0.12352055],382.0
28,28,,[ 0.49929261 -0.12359829],[ 0.22001233 -0.12458002],[ 0.79078607 -0.1235322 ],402.0
29,29,,[ 0.49802951 -0.12360214],[ 0.22001233 -0.12457342],[ 0.79078607 -0.12352088],376.0
30,30,,[ 0.5002316  -0.12361455],[ 0.22001233 -0.12458931],[ 0.79078607 -0.12353067],394.0
31,31,,[ 0.49975462 -0.12360307],[ 0.18207856 -0.12458099],[ 0.79078607 -0.12353208],398.0
32,32,,[ 0.50164556 -0.12361536],[ 0.22001233 -0.12458002],[ 0.79078607 -0.12352084],374.0
33,33,,[ 0.50378921 -0.12362857],[ 0.22365924 -0.12458543],[ 0.79078607 -0.12352084],381.0
34,34,,[ 0.50381659 -0.1236116 ],[ 0.18207856 -0.12458543],[ 0.79078607 -0.12351882],365.0
35,35,,[ 0.50416507 -0.12360843],[ 0.22365924 -0.12458099],[ 0.77998767 -0.12351671],384.0
36,36,,[ 0.50207257 -0.12360762],[ 0.22365924 -0.12458   ],[ 0.77998767 -0.12351671],364.0
37,37,,[ 0.50049182 -0.1236062 ],[ 0.22365924 -0.12458099],[ 0.77998767 -0.12352153],373.0
38,38,,[ 0.49829245 -0.1236003 ],[ 0.22178538 -0.12460934],[ 0.77998767 -0.12352153],355.0
39,39,,[ 0.49766438 -0.12362551],[ 0.22178538 -0.12458543],[ 0.77998767 -0.12352153],380.0
40,40,,[ 0.49711951 -0.12362037],[ 0.22001233 -0.12460934],[ 0.77998767 -0.12351882],382.0
41,41,,[ 0.49414173 -0.12361403],[ 0.21991153 -0.12460934],[ 0.77998767 -0.12351882],398.0
42,42,,[ 0.49535542 -0.12360325],[ 0.21991153 -0.12458543],[ 0.77998767 -0.12352153],385.0
43,43,,[ 0.49917937 -0.12359467],[ 0.19823762 -0.12458931],[ 0.77998767 -0.12351671],392.0
44,44,,[ 0.49993507 -0.12360714],[ 0.22001233 -0.12460934],[ 0.81072843 -0.12352055],404.0
45,45,,[ 0.49833126 -0.1236233 ],[ 0.18238099 -0.12458543],[ 0.78480277 -0.12352674],408.0
46,46,,[ 0.49740144 -0.12361725],[ 0.22001233 -0.12458543],[ 0.77998767 -0.12351934],389.0
47,47,,[ 0.49756519 -0.12360573],[ 0.22001233 -0.12458931],[ 0.78546692 -0.12353258],380.0
48,48,,[ 0.49743177 -0.1235956 ],[ 0.18207856 -0.12459834],[ 0.78546692 -0.1235333 ],385.0
49,49,,[ 0.49758565 -0.12360404],[ 0.18207856 -0.12459834],[ 0.78546692 -0.12351934],381.0
50,50,,[ 0.49209813 -0.12360042],[ 0.18207856 -0.12458002],[ 0.78546692 -0.12351934],384.0
