,gen,nevals
0,1,500
1,2,372
2,3,376
3,4,385
4,5,369
5,6,389
6,7,396
7,8,361
8,9,348
9,10,389
10,11,382
11,12,376
12,13,367
13,14,364
14,15,371
15,16,357
16,17,389
17,18,387
18,19,369
19,20,389
20,21,380
21,22,374
22,23,381
23,24,389
24,25,373
25,26,380
26,27,382
27,28,382
28,29,374
29,30,376
30,31,378
31,32,389
32,33,386
33,34,375
34,35,395
35,36,372
36,37,375
37,38,382
38,39,371
39,40,381
40,41,371
41,42,395
42,43,394
43,44,373
44,45,367
45,46,399
46,47,369
47,48,388
48,49,362
49,50,379
