,gen,nevals
0,1,500
1,2,383
2,3,361
3,4,376
4,5,370
5,6,383
6,7,379
7,8,393
8,9,382
9,10,378
10,11,379
11,12,370
12,13,387
13,14,389
14,15,368
15,16,384
16,17,373
17,18,395
18,19,397
19,20,382
20,21,390
21,22,376
22,23,388
23,24,397
24,25,369
25,26,378
26,27,393
27,28,375
28,29,375
29,30,398
30,31,382
31,32,366
32,33,401
33,34,385
34,35,393
35,36,373
36,37,379
37,38,383
38,39,362
39,40,397
40,41,382
41,42,375
42,43,391
43,44,374
44,45,391
45,46,376
46,47,382
47,48,379
48,49,358
49,50,400
