,gen,evals,avg,min,max,nevals
0,0,500.0,[0.20962701 0.76542515],[0. 0.],[1. 1.],
1,1,,[0.22886174 0.75389222],[0. 0.],[1. 1.],376.0
2,2,,[0.24909968 0.74143713],[0. 0.],[1. 1.],390.0
3,3,,[0.26196141 0.73743713],[0. 0.],[1. 1.],400.0
4,4,,[0.28986495 0.71852695],[0. 0.],[1. 1.],387.0
5,5,,[0.31154341 0.69250299],[0. 0.],[1. 1.],369.0
6,6,,[0.31185209 0.69471856],[0. 0.],[1. 1.],367.0
7,7,,[0.31565916 0.68752096],[0. 0.],[1. 1.],384.0
8,8,,[0.31614791 0.6851497 ],[0. 0.],[1. 1.],390.0
9,9,,[0.31210932 0.6748024 ],[0. 0.],[1. 1.],380.0
10,10,,[0.31636013 0.66582036],[0. 0.],[1. 1.],392.0
11,11,,[0.32084887 0.66791617],[0. 0.],[1. 1.],384.0
12,12,,[0.32362701 0.66074251],[0. 0.],[1. 1.],370.0
13,13,,[0.3237299  0.66447904],[0. 0.],[1. 1.],377.0
14,14,,[0.31733762 0.66450299],[0. 0.],[1. 1.],391.0
15,15,,[0.3244373  0.66506587],[0. 0.],[1. 1.],367.0
16,16,,[0.34198714 0.6548024 ],[0. 0.],[1. 1.],369.0
17,17,,[0.3417492  0.66159281],[0. 0.],[1. 1.],381.0
18,18,,[0.35076527 0.65328144],[0. 0.],[1. 1.],400.0
19,19,,[0.35723473 0.64717365],[0. 0.],[1. 1.],392.0
20,20,,[0.36240514 0.64064671],[0. 0.],[1. 1.],356.0
21,21,,[0.36812862 0.63052695],[0. 0.],[1. 1.],383.0
22,22,,[0.36324116 0.62528144],[0. 0.],[1. 1.],392.0
23,23,,[0.35603215 0.62777246],[0. 0.],[1. 1.],374.0
24,24,,[0.36205145 0.6271018 ],[0. 0.],[1. 1.],363.0
25,25,,[0.36256592 0.61620359],[0. 0.],[1. 1.],383.0
26,26,,[0.36819936 0.61546108],[0. 0.],[1. 1.],378.0
27,27,,[0.35344051 0.62445509],[0. 0.],[1. 1.],370.0
28,28,,[0.33104823 0.64516168],[0. 0.],[1. 1.],369.0
29,29,,[0.33073312 0.63631138],[0. 0.],[1. 1.],377.0
30,30,,[0.33388424 0.64558084],[0. 0.],[1. 1.],371.0
