,gen,nevals
0,1,500
1,2,377
2,3,376
3,4,367
4,5,385
5,6,384
6,7,380
7,8,380
8,9,382
9,10,375
10,11,403
11,12,359
12,13,397
13,14,395
14,15,370
15,16,398
16,17,381
17,18,395
18,19,376
19,20,387
20,21,385
21,22,397
22,23,377
23,24,373
24,25,376
25,26,385
26,27,396
27,28,373
28,29,374
29,30,380
30,31,376
31,32,383
32,33,397
33,34,388
34,35,363
35,36,397
36,37,379
37,38,373
38,39,382
39,40,402
40,41,396
41,42,373
42,43,366
43,44,375
44,45,379
45,46,355
46,47,384
47,48,362
48,49,390
49,50,377
