,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.49245783 -0.3270927 ],[ 0.22375215 -0.3450578 ],[ 0.78141136 -0.30296249],
1,1,,[ 0.48811015 -0.32804232],[ 0.22375215 -0.3450578 ],[ 0.79001721 -0.31237143],403.0
2,2,,[ 0.48983133 -0.32826252],[ 0.19621343 -0.3450578 ],[ 0.79001721 -0.30296249],383.0
3,3,,[ 0.49048193 -0.32856253],[ 0.19621343 -0.34319682],[ 0.79001721 -0.31237143],358.0
4,4,,[ 0.49018244 -0.32855587],[ 0.19621343 -0.3415286 ],[ 0.79001721 -0.31443598],396.0
5,5,,[ 0.49605852 -0.32852112],[ 0.19621343 -0.33981835],[ 0.80550775 -0.31237143],374.0
6,6,,[ 0.49591394 -0.32856728],[ 0.19621343 -0.34120066],[ 0.80550775 -0.3143165 ],374.0
7,7,,[ 0.49270568 -0.3286029 ],[ 0.19621343 -0.34401826],[ 0.80550775 -0.31301329],386.0
8,8,,[ 0.49328055 -0.32846216],[ 0.19621343 -0.34401826],[ 0.78657487 -0.31443598],390.0
9,9,,[ 0.49375559 -0.32862853],[ 0.19621343 -0.34401826],[ 0.78657487 -0.31237143],367.0
10,10,,[ 0.49097418 -0.32855199],[ 0.20137694 -0.34401826],[ 0.78657487 -0.31233068],396.0
11,11,,[ 0.49208606 -0.32846054],[ 0.18244406 -0.34401826],[ 0.78657487 -0.31233068],402.0
12,12,,[ 0.4953012 -0.3284445],[ 0.21170396 -0.34292917],[ 0.81927711 -0.31237143],377.0
13,13,,[ 0.50130809 -0.32875389],[ 0.21170396 -0.34319682],[ 0.81927711 -0.31364961],376.0
14,14,,[ 0.49919105 -0.32859879],[ 0.21170396 -0.34319682],[ 0.81755594 -0.31070384],369.0
15,15,,[ 0.49743201 -0.32826792],[ 0.21170396 -0.33895228],[ 0.81755594 -0.30296249],365.0
16,16,,[ 0.496179   -0.32839036],[ 0.21170396 -0.34319682],[ 0.79690189 -0.30296249],369.0
17,17,,[ 0.49128055 -0.32860011],[ 0.21170396 -0.3415286 ],[ 0.79690189 -0.31456268],386.0
18,18,,[ 0.49093287 -0.3284843 ],[ 0.21170396 -0.3415286 ],[ 0.79690189 -0.30296249],365.0
19,19,,[ 0.4897315  -0.32838185],[ 0.21170396 -0.34319682],[ 0.79690189 -0.31267032],370.0
20,20,,[ 0.48976592 -0.32851519],[ 0.21170396 -0.34319682],[ 0.78657487 -0.31070384],359.0
21,21,,[ 0.48686747 -0.32861704],[ 0.21170396 -0.34319682],[ 0.78657487 -0.31070384],370.0
22,22,,[ 0.49378313 -0.32852343],[ 0.21170396 -0.34319682],[ 0.78657487 -0.31070384],364.0
23,23,,[ 0.49883305 -0.32853155],[ 0.21170396 -0.34319682],[ 0.78657487 -0.31267032],387.0
24,24,,[ 0.49182788 -0.32847504],[ 0.21170396 -0.34319682],[ 0.77969019 -0.31461528],394.0
25,25,,[ 0.4948296  -0.32864203],[ 0.21170396 -0.3430394 ],[ 0.77969019 -0.31237143],386.0
26,26,,[ 0.4944062 -0.3286649],[ 0.21170396 -0.3430394 ],[ 0.78141136 -0.31536711],369.0
27,27,,[ 0.49577625 -0.32882822],[ 0.21170396 -0.3430394 ],[ 0.77969019 -0.3143165 ],377.0
28,28,,[ 0.49542513 -0.32862465],[ 0.21170396 -0.34319682],[ 0.77969019 -0.31287607],372.0
29,29,,[ 0.49116695 -0.32867191],[ 0.21170396 -0.34247023],[ 0.77624785 -0.31070384],379.0
30,30,,[ 0.49358692 -0.3285117 ],[ 0.232358  -0.3450578],[ 0.77624785 -0.31070384],356.0
31,31,,[ 0.49068158 -0.32869047],[ 0.232358  -0.3450578],[ 0.77624785 -0.31301329],380.0
32,32,,[ 0.48918417 -0.32854162],[ 0.22030981 -0.34319682],[ 0.77108434 -0.31070384],377.0
33,33,,[ 0.49563167 -0.32843386],[ 0.22891566 -0.34319682],[ 0.77796902 -0.31070384],372.0
34,34,,[ 0.49438554 -0.32860697],[ 0.232358  -0.3450578],[ 0.77796902 -0.31237143],366.0
35,35,,[ 0.49547332 -0.32857696],[ 0.22719449 -0.34401826],[ 0.77796902 -0.31287607],386.0
36,36,,[ 0.49969707 -0.32877408],[ 0.232358   -0.34292917],[ 0.77796902 -0.31287607],350.0
37,37,,[ 0.50154217 -0.32858769],[ 0.232358   -0.34224576],[ 0.7848537  -0.31070384],386.0
38,38,,[ 0.49888812 -0.32855116],[ 0.22375215 -0.34292917],[ 0.7848537  -0.31233068],388.0
39,39,,[ 0.50092599 -0.32864868],[ 0.22375215 -0.3430394 ],[ 0.7848537  -0.31267032],386.0
40,40,,[ 0.50059897 -0.32836546],[ 0.22375215 -0.34401826],[ 0.7848537  -0.30296249],362.0
41,41,,[ 0.50036489 -0.32862634],[ 0.22719449 -0.34319682],[ 0.7848537  -0.31267032],378.0
42,42,,[ 0.49853701 -0.32844748],[ 0.22547332 -0.34247023],[ 0.7848537  -0.31267032],379.0
43,43,,[ 0.49937349 -0.32848477],[ 0.20826162 -0.33806461],[ 0.78141136 -0.31371211],399.0
