,gen,evals,avg,min,max,nevals
0,0,500.0,[0.26396656 0.73519149],[0. 0.],[1. 1.],
1,1,,[0.26872241 0.72567376],[0. 0.],[1. 1.],381.0
2,2,,[0.27792642 0.72077305],[0. 0.],[1. 1.],392.0
3,3,,[0.28324415 0.71939007],[0. 0.],[1. 1.],376.0
4,4,,[0.30034783 0.69421277],[0. 0.],[1. 1.],377.0
5,5,,[0.3022408  0.69738298],[0. 0.],[1. 1.],399.0
6,6,,[0.31670903 0.68838298],[0. 0.],[1. 1.],371.0
7,7,,[0.32204013 0.68192908],[0. 0.],[1. 1.],354.0
8,8,,[0.34454849 0.65684397],[0. 0.],[1. 1.],361.0
9,9,,[0.35638796 0.64648227],[0. 0.],[1. 1.],354.0
10,10,,[0.35574582 0.64621986],[0. 0.],[1. 1.],390.0
11,11,,[0.3661204  0.63549645],[0. 0.],[1. 1.],389.0
12,12,,[0.37228094 0.61869504],[0. 0.],[1. 1.],380.0
13,13,,[0.36438796 0.63612766],[0. 0.],[1. 1.],385.0
14,14,,[0.34637458 0.65492908],[0. 0.],[1. 1.],365.0
15,15,,[0.35094314 0.64493617],[0. 0.],[1. 1.],384.0
16,16,,[0.34581271 0.65002128],[0. 0.],[1. 1.],379.0
17,17,,[0.3450903  0.65434752],[0. 0.],[1. 1.],384.0
18,18,,[0.35726421 0.64285106],[0. 0.],[1. 1.],380.0
19,19,,[0.37552508 0.6301773 ],[0. 0.],[1. 1.],366.0
20,20,,[0.37917726 0.62993617],[0. 0.],[1. 1.],384.0
21,21,,[0.36147826 0.64931915],[0. 0.],[1. 1.],358.0
22,22,,[0.33840803 0.67131206],[0. 0.],[1. 1.],370.0
23,23,,[0.34860201 0.65431206],[0. 0.],[1. 1.],383.0
24,24,,[0.35162542 0.65465957],[0. 0.],[1. 1.],385.0
25,25,,[0.35037458 0.64585816],[0. 0.],[1. 1.],385.0
26,26,,[0.35610702 0.64331206],[0. 0.],[1. 1.],366.0
27,27,,[0.35736455 0.64502128],[0. 0.],[1. 1.],370.0
28,28,,[0.35079599 0.65325532],[0. 0.],[1. 1.],384.0
29,29,,[0.34098328 0.6605461 ],[0. 0.],[1. 1.],392.0
30,30,,[0.332301   0.65724113],[0. 0.],[1. 1.],400.0
