,gen,evals,avg,min,max,nevals
0,0,500.0,[ 5.10144578e-01 -1.71772348e-05],[ 2.04819277e-01 -1.75187742e-05],[ 8.08950086e-01 -1.71428822e-05],
1,1,,[ 5.13456110e-01 -1.71939038e-05],[ 2.04819277e-01 -1.75187742e-05],[ 7.96901893e-01 -1.71428822e-05],376.0
2,2,,[ 5.16537005e-01 -1.71968566e-05],[ 2.04819277e-01 -1.74463612e-05],[ 8.36488812e-01 -1.71429112e-05],397.0
3,3,,[ 5.16685026e-01 -1.71976558e-05],[ 2.04819277e-01 -1.74463612e-05],[ 7.86574871e-01 -1.71428822e-05],376.0
4,4,,[ 5.15487091e-01 -1.71975065e-05],[ 2.04819277e-01 -1.74463612e-05],[ 7.86574871e-01 -1.71429615e-05],362.0
5,5,,[ 5.18185886e-01 -1.71979196e-05],[ 2.04819277e-01 -1.74816001e-05],[ 7.86574871e-01 -1.71429112e-05],370.0
6,6,,[ 5.13669535e-01 -1.71958442e-05],[ 2.20309811e-01 -1.74425652e-05],[ 7.86574871e-01 -1.71429112e-05],379.0
7,7,,[ 5.13432014e-01 -1.71967934e-05],[ 2.20309811e-01 -1.74509939e-05],[ 7.86574871e-01 -1.71428822e-05],374.0
8,8,,[ 5.07566265e-01 -1.71999508e-05],[ 2.20309811e-01 -1.75028922e-05],[ 7.86574871e-01 -1.71428822e-05],362.0
9,9,,[ 5.09569707e-01 -1.71971071e-05],[ 2.20309811e-01 -1.74509939e-05],[ 8.05507745e-01 -1.71428822e-05],383.0
10,10,,[ 5.09624785e-01 -1.71987967e-05],[ 2.20309811e-01 -1.74425652e-05],[ 8.05507745e-01 -1.71428822e-05],390.0
11,11,,[ 5.05270224e-01 -1.71969157e-05],[ 2.20309811e-01 -1.75028922e-05],[ 8.41652324e-01 -1.71428822e-05],384.0
12,12,,[ 5.00471601e-01 -1.71998342e-05],[ 2.20309811e-01 -1.74617840e-05],[ 8.05507745e-01 -1.71429112e-05],389.0
13,13,,[ 5.00743546e-01 -1.71966197e-05],[ 2.20309811e-01 -1.74463612e-05],[ 8.05507745e-01 -1.71429112e-05],368.0
14,14,,[ 5.03187608e-01 -1.71968737e-05],[ 2.20309811e-01 -1.75187742e-05],[ 8.05507745e-01 -1.71428822e-05],363.0
15,15,,[ 5.01786575e-01 -1.71986943e-05],[ 2.20309811e-01 -1.75187742e-05],[ 7.83132530e-01 -1.71428848e-05],367.0
16,16,,[ 4.97314974e-01 -1.71958118e-05],[ 2.20309811e-01 -1.74425652e-05],[ 7.79690189e-01 -1.71428848e-05],384.0
17,17,,[ 5.00629948e-01 -1.71935597e-05],[ 2.20309811e-01 -1.73247564e-05],[ 7.81411360e-01 -1.71428822e-05],403.0
18,18,,[ 4.99824441e-01 -1.71959062e-05],[ 2.20309811e-01 -1.74395908e-05],[ 7.90017212e-01 -1.71429112e-05],389.0
19,19,,[ 5.00626506e-01 -1.71965044e-05],[ 2.18588640e-01 -1.74425652e-05],[ 7.90017212e-01 -1.71428822e-05],396.0
20,20,,[ 5.04388985e-01 -1.71990143e-05],[ 2.18588640e-01 -1.75187742e-05],[ 7.91738382e-01 -1.71428822e-05],393.0
21,21,,[ 5.05242685e-01 -1.71982648e-05],[ 2.18588640e-01 -1.75187742e-05],[ 7.91738382e-01 -1.71428822e-05],357.0
22,22,,[ 5.08984509e-01 -1.71973735e-05],[ 2.18588640e-01 -1.75187742e-05],[ 8.34767642e-01 -1.71429615e-05],375.0
23,23,,[ 5.08437177e-01 -1.71983412e-05],[ 2.20309811e-01 -1.75028922e-05],[ 8.34767642e-01 -1.71428822e-05],380.0
