,gen,nevals
0,1,500
1,2,380
2,3,403
3,4,392
4,5,363
5,6,379
6,7,385
7,8,396
8,9,385
9,10,374
10,11,404
11,12,394
12,13,364
13,14,390
14,15,379
15,16,383
16,17,381
17,18,392
18,19,396
19,20,389
20,21,395
21,22,369
22,23,382
23,24,375
24,25,397
25,26,374
26,27,390
27,28,377
28,29,381
29,30,376
30,31,365
31,32,405
32,33,378
33,34,388
34,35,372
35,36,364
36,37,366
37,38,368
38,39,394
39,40,394
40,41,400
41,42,355
42,43,386
43,44,378
44,45,378
45,46,401
46,47,357
47,48,384
48,49,390
49,50,345
