,gen,evals,avg,min,max,nevals
0,0,500.0,[ 5.9865272e-01 -4.5994209e-05],[ 7.32217573e-02 -4.70154147e-05],[ 9.41422594e-01 -4.59022210e-05],
1,1,,[ 5.87589958e-01 -4.59466672e-05],[ 9.20502092e-02 -4.69370630e-05],[ 9.33054393e-01 -4.59022210e-05],373.0
2,2,,[ 5.83405858e-01 -4.59350050e-05],[ 9.20502092e-02 -4.68698172e-05],[ 9.41422594e-01 -4.59022331e-05],372.0
3,3,,[ 5.65041841e-01 -4.59320233e-05],[ 9.20502092e-02 -4.68698172e-05],[ 9.26778243e-01 -4.59022331e-05],394.0
4,4,,[ 5.55041841e-01 -4.59264972e-05],[ 8.57740586e-02 -4.69370630e-05],[ 9.14225941e-01 -4.59072275e-05],387.0
5,5,,[ 5.60686192e-01 -4.59262938e-05],[ 8.36820084e-02 -4.68698172e-05],[ 9.41422594e-01 -4.59023633e-05],374.0
6,6,,[ 5.66958159e-01 -4.59227729e-05],[ 9.20502092e-02 -4.63270562e-05],[ 9.26778243e-01 -4.59022331e-05],378.0
7,7,,[ 5.67154812e-01 -4.59357042e-05],[ 9.20502092e-02 -4.69370630e-05],[ 9.33054393e-01 -4.59033945e-05],386.0
8,8,,[ 5.67351464e-01 -4.59232856e-05],[ 7.74058577e-02 -4.68864169e-05],[ 9.30962343e-01 -4.59026897e-05],384.0
9,9,,[ 5.60748954e-01 -4.59300834e-05],[ 7.74058577e-02 -4.70154147e-05],[ 9.26778243e-01 -4.59026897e-05],384.0
10,10,,[ 5.52941423e-01 -4.59234941e-05],[ 7.74058577e-02 -4.65538365e-05],[ 9.30962343e-01 -4.59026897e-05],398.0
11,11,,[ 5.61125523e-01 -4.59252333e-05],[ 7.74058577e-02 -4.67653605e-05],[ 9.30962343e-01 -4.59022331e-05],368.0
12,12,,[ 5.61493724e-01 -4.59325817e-05],[ 7.74058577e-02 -4.68698172e-05],[ 9.37238494e-01 -4.59022210e-05],389.0
13,13,,[ 5.59351464e-01 -4.59284921e-05],[ 7.11297071e-02 -4.70154147e-05],[ 9.37238494e-01 -4.59022210e-05],379.0
14,14,,[ 5.59359833e-01 -4.59225896e-05],[ 7.74058577e-02 -4.68864169e-05],[ 9.37238494e-01 -4.59023633e-05],383.0
15,15,,[ 5.59962343e-01 -4.59242640e-05],[ 7.74058577e-02 -4.65470720e-05],[ 9.37238494e-01 -4.59026346e-05],382.0
16,16,,[ 5.55539749e-01 -4.59265173e-05],[ 7.74058577e-02 -4.66163053e-05],[ 9.37238494e-01 -4.59022331e-05],356.0
17,17,,[ 5.55953975e-01 -4.59261222e-05],[ 7.53138075e-02 -4.66163053e-05],[ 9.37238494e-01 -4.59023963e-05],399.0
18,18,,[ 5.49058577e-01 -4.59258558e-05],[ 6.06694561e-02 -4.69370630e-05],[ 9.24686192e-01 -4.59023633e-05],348.0
19,19,,[ 5.50715481e-01 -4.59230090e-05],[ 6.06694561e-02 -4.65538365e-05],[ 9.35146444e-01 -4.59022210e-05],387.0
20,20,,[ 5.51046025e-01 -4.59202139e-05],[ 7.53138075e-02 -4.64942265e-05],[ 9.35146444e-01 -4.59022210e-05],363.0
21,21,,[ 5.47753138e-01 -4.59262723e-05],[ 6.90376569e-02 -4.65538365e-05],[ 9.35146444e-01 -4.59022210e-05],367.0
22,22,,[ 5.42861925e-01 -4.59292519e-05],[ 6.90376569e-02 -4.67653605e-05],[ 8.9748954e-01 -4.5902221e-05],373.0
23,23,,[ 5.37033473e-01 -4.59279223e-05],[ 6.90376569e-02 -4.70154147e-05],[ 8.9748954e-01 -4.5902221e-05],384.0
24,24,,[ 5.34447699e-01 -4.59240185e-05],[ 6.90376569e-02 -4.63436437e-05],[ 8.82845188e-01 -4.59033064e-05],379.0
25,25,,[ 5.29230126e-01 -4.59245322e-05],[ 6.90376569e-02 -4.68698172e-05],[ 9.14225941e-01 -4.59023633e-05],371.0
26,26,,[ 5.32790795e-01 -4.59294852e-05],[ 6.90376569e-02 -4.67653605e-05],[ 9.18410042e-01 -4.59023633e-05],395.0
27,27,,[ 5.35510460e-01 -4.59269645e-05],[ 6.90376569e-02 -4.69115811e-05],[ 9.18410042e-01 -4.59023633e-05],379.0
28,28,,[ 5.39794979e-01 -4.59287034e-05],[ 6.90376569e-02 -4.69370630e-05],[ 9.26778243e-01 -4.59023633e-05],391.0
29,29,,[ 5.42025105e-01 -4.59306432e-05],[ 6.90376569e-02 -4.70154147e-05],[ 9.26778243e-01 -4.59022331e-05],367.0
30,30,,[ 5.48748954e-01 -4.59247712e-05],[ 6.90376569e-02 -4.69370630e-05],[ 9.26778243e-01 -4.59022210e-05],382.0
31,31,,[ 5.54811715e-01 -4.59257604e-05],[ 6.90376569e-02 -4.70154147e-05],[ 9.28870293e-01 -4.59022210e-05],365.0
32,32,,[ 5.55506276e-01 -4.59317893e-05],[ 6.90376569e-02 -4.70154147e-05],[ 9.28870293e-01 -4.59033064e-05],387.0
33,33,,[ 5.51242678e-01 -4.59283300e-05],[ 6.90376569e-02 -4.65538365e-05],[ 9.28870293e-01 -4.59022210e-05],379.0
34,34,,[ 5.53916318e-01 -4.59275226e-05],[ 7.32217573e-02 -4.70154147e-05],[ 9.37238494e-01 -4.59022331e-05],390.0
35,35,,[ 5.53251046e-01 -4.59291238e-05],[ 7.32217573e-02 -4.69370630e-05],[ 9.37238494e-01 -4.59023633e-05],389.0
