,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.50298551 -0.00202692],[ 0.25603865 -0.00212078],[ 0.75362319 -0.00193021],
1,1,,[ 0.50392271 -0.0020287 ],[ 0.24637681 -0.00209699],[ 0.7826087  -0.00194877],381.0
2,2,,[ 0.50299517 -0.00202941],[ 0.2705314  -0.00209084],[ 0.7826087  -0.00195669],371.0
3,3,,[ 0.50827053 -0.00203004],[ 0.2705314  -0.00208699],[ 0.7826087  -0.00196967],376.0
4,4,,[ 0.5086087  -0.00203127],[ 0.2705314 -0.0020999],[ 0.7826087  -0.00197047],384.0
5,5,,[ 0.51048309 -0.00203121],[ 0.2705314  -0.00207992],[ 0.7826087  -0.00196736],368.0
6,6,,[ 0.51114976 -0.00203174],[ 0.2705314  -0.00207992],[ 0.80193237 -0.0019492 ],384.0
7,7,,[ 0.51482126 -0.00203143],[ 0.24637681 -0.00209084],[ 0.80193237 -0.0019492 ],364.0
8,8,,[ 0.51639614 -0.00203047],[ 0.25120773 -0.00209084],[ 0.80193237 -0.00193021],389.0
9,9,,[ 0.51817391 -0.00203131],[ 0.2705314  -0.00209084],[ 0.80193237 -0.00193021],374.0
10,10,,[ 0.51866667 -0.00203228],[ 0.2705314  -0.00212078],[ 0.80193237 -0.00197018],370.0
11,11,,[ 0.51816425 -0.00203137],[ 0.2705314  -0.00212078],[ 0.79710145 -0.00197018],386.0
12,12,,[ 0.52       -0.00203252],[ 0.2705314  -0.00208398],[ 0.80193237 -0.00196736],404.0
13,13,,[ 0.52083092 -0.00203153],[ 0.23188406 -0.00208225],[ 0.80193237 -0.00196734],379.0
14,14,,[ 0.5172657  -0.00203158],[ 0.23188406 -0.00209084],[ 0.79227053 -0.00195669],394.0
15,15,,[ 0.51504348 -0.00203114],[ 0.23188406 -0.00212078],[ 0.7826087  -0.00195072],400.0
16,16,,[ 0.51694686 -0.00203109],[ 0.23188406 -0.00212078],[ 0.7826087  -0.00195072],380.0
17,17,,[ 0.51795169 -0.00203094],[ 0.23188406 -0.00207992],[ 0.7826087  -0.00193021],391.0
