,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.40785774 -0.30155445],[ 0.07322176 -0.31723286],[ 0.93305439 -0.28213365],
1,1,,[ 0.41451046 -0.30571625],[ 0.07740586 -0.31524006],[ 0.93723849 -0.28908314],386.0
2,2,,[ 0.42747699 -0.30636269],[ 0.06066946 -0.31469434],[ 0.94351464 -0.29043671],385.0
3,3,,[ 0.43445607 -0.30659015],[ 0.06485356 -0.31469434],[ 0.94351464 -0.29043671],378.0
4,4,,[ 0.43994561 -0.30669978],[ 0.06485356 -0.31664594],[ 0.93933054 -0.29043671],370.0
5,5,,[ 0.43132636 -0.30655165],[ 0.07949791 -0.3171719 ],[ 0.93096234 -0.29110927],374.0
6,6,,[ 0.44255649 -0.30664356],[ 0.07949791 -0.3171719 ],[ 0.93096234 -0.29330971],373.0
7,7,,[ 0.44511715 -0.30688179],[ 0.07322176 -0.31328447],[ 0.93096234 -0.29356836],353.0
8,8,,[ 0.44903766 -0.30662797],[ 0.07949791 -0.31318852],[ 0.93096234 -0.29046454],386.0
9,9,,[ 0.45151883 -0.30679224],[ 0.07949791 -0.3171719 ],[ 0.93096234 -0.29043671],384.0
10,10,,[ 0.4481841  -0.30662355],[ 0.03974895 -0.3171719 ],[ 0.93096234 -0.29064544],381.0
11,11,,[ 0.44658996 -0.30632597],[ 0.03974895 -0.3171719 ],[ 0.93096234 -0.28885886],384.0
12,12,,[ 0.44294142 -0.30639902],[ 0.03974895 -0.31210709],[ 0.93096234 -0.29046454],355.0
13,13,,[ 0.44640167 -0.30650194],[ 0.05648536 -0.3171719 ],[ 0.93096234 -0.28991981],362.0
14,14,,[ 0.44920084 -0.30644225],[ 0.05648536 -0.31088271],[ 0.93096234 -0.28213365],393.0
15,15,,[ 0.45191213 -0.30671745],[ 0.05648536 -0.31466445],[ 0.91422594 -0.28908314],372.0
16,16,,[ 0.45504603 -0.30654796],[ 0.05648536 -0.31661694],[ 0.91422594 -0.28852984],359.0
17,17,,[ 0.4481841 -0.3068715],[ 0.05648536 -0.31723286],[ 0.91422594 -0.28908314],399.0
18,18,,[ 0.44477824 -0.30665842],[ 0.06066946 -0.31524006],[ 0.91422594 -0.28991981],400.0
19,19,,[ 0.44105439 -0.30616418],[ 0.06066946 -0.31524006],[ 0.91422594 -0.28991708],384.0
20,20,,[ 0.44299163 -0.30658952],[ 0.06066946 -0.31469434],[ 0.91422594 -0.29046454],388.0
21,21,,[ 0.44022176 -0.30664077],[ 0.04811715 -0.31723286],[ 0.91422594 -0.28908314],363.0
22,22,,[ 0.44264435 -0.30643393],[ 0.04811715 -0.30911875],[ 0.91422594 -0.28213365],400.0
23,23,,[ 0.43794142 -0.30639861],[ 0.06066946 -0.31665297],[ 0.91422594 -0.28852984],359.0
24,24,,[ 0.43337238 -0.30661431],[ 0.06066946 -0.31469434],[ 0.91422594 -0.28908314],364.0
25,25,,[ 0.44058159 -0.30630846],[ 0.07322176 -0.31379132],[ 0.93096234 -0.28852984],373.0
26,26,,[ 0.44865272 -0.30645025],[ 0.07949791 -0.31214051],[ 0.93096234 -0.29110927],372.0
27,27,,[ 0.45113389 -0.30655752],[ 0.06066946 -0.31610139],[ 0.93933054 -0.29235708],385.0
28,28,,[ 0.45578243 -0.3068586 ],[ 0.06066946 -0.3171719 ],[ 0.94560669 -0.28991708],370.0
29,29,,[ 0.45005439 -0.30654421],[ 0.05020921 -0.31723286],[ 0.94560669 -0.28817257],378.0
30,30,,[ 0.4500251  -0.30646002],[ 0.06066946 -0.31379132],[ 0.94560669 -0.28753505],361.0
31,31,,[ 0.44954393 -0.30644648],[ 0.05648536 -0.31664594],[ 0.94560669 -0.28213365],382.0
32,32,,[ 0.4537364  -0.30638855],[ 0.05648536 -0.31493259],[ 0.94351464 -0.28213365],384.0
33,33,,[ 0.44908787 -0.30628815],[ 0.06694561 -0.31665297],[ 0.94351464 -0.28885886],375.0
34,34,,[ 0.45313389 -0.3065438 ],[ 0.05020921 -0.31665297],[ 0.94351464 -0.28213365],383.0
35,35,,[ 0.45264854 -0.30644205],[ 0.05020921 -0.31187403],[ 0.94351464 -0.28908314],399.0
36,36,,[ 0.45044351 -0.30656624],[ 0.05020921 -0.31723286],[ 0.94351464 -0.28885886],385.0
37,37,,[ 0.44341004 -0.30651589],[ 0.05020921 -0.31723286],[ 0.94351464 -0.28817257],396.0
38,38,,[ 0.43774477 -0.30648735],[ 0.05020921 -0.31723286],[ 0.94351464 -0.28991708],391.0
39,39,,[ 0.43355649 -0.30650576],[ 0.05020921 -0.31328447],[ 0.94351464 -0.28753505],369.0
40,40,,[ 0.42940586 -0.30645216],[ 0.05020921 -0.31665297],[ 0.94351464 -0.28213365],361.0
41,41,,[ 0.4337364  -0.30645643],[ 0.05020921 -0.31665297],[ 0.94351464 -0.28852984],357.0
42,42,,[ 0.43791213 -0.30657047],[ 0.05648536 -0.31406757],[ 0.94351464 -0.29046454],378.0
43,43,,[ 0.4407113  -0.30621851],[ 0.05648536 -0.31665297],[ 0.94351464 -0.29046454],373.0
44,44,,[ 0.44084937 -0.30657335],[ 0.05648536 -0.31469434],[ 0.94351464 -0.29052721],399.0
45,45,,[ 0.4387364  -0.30670608],[ 0.06485356 -0.31493259],[ 0.94351464 -0.28852984],386.0
46,46,,[ 0.43697908 -0.30659592],[ 0.06485356 -0.31493259],[ 0.94351464 -0.28817257],382.0
47,47,,[ 0.442      -0.30667544],[ 0.07322176 -0.31723286],[ 0.94979079 -0.28753505],378.0
48,48,,[ 0.44848117 -0.30664316],[ 0.07322176 -0.31665297],[ 0.94979079 -0.28753505],383.0
49,49,,[ 0.44135565 -0.30683893],[ 0.07322176 -0.3171719 ],[ 0.91004184 -0.29149128],383.0
50,50,,[ 0.44430962 -0.30660593],[ 0.07740586 -0.31610139],[ 0.92259414 -0.28213365],371.0
