,gen,evals,avg,min,max,nevals
0,0,500.0,[0.23777258 0.75994326],[0. 0.],[1. 1.],
1,1,,[0.26669565 0.72724113],[0. 0.],[1. 1.],400.0
2,2,,[0.29801338 0.7005461 ],[0. 0.],[1. 1.],345.0
3,3,,[0.31959197 0.6853617 ],[0. 0.],[1. 1.],373.0
4,4,,[0.33204013 0.67004965],[0. 0.],[1. 1.],386.0
5,5,,[0.33609365 0.66697163],[0. 0.],[1. 1.],385.0
6,6,,[0.33119732 0.66056028],[0. 0.],[1. 1.],381.0
7,7,,[0.32948495 0.67091489],[0. 0.],[1. 1.],393.0
8,8,,[0.32984615 0.66851064],[0. 0.],[1. 1.],364.0
9,9,,[0.33788629 0.66823404],[0. 0.],[1. 1.],390.0
10,10,,[0.33657525 0.66292199],[0. 0.],[1. 1.],393.0
11,11,,[0.33315719 0.66742553],[0. 0.],[1. 1.],377.0
12,12,,[0.34579264 0.64941844],[0. 0.],[1. 1.],354.0
13,13,,[0.34123746 0.65639007],[0. 0.],[1. 1.],369.0
14,14,,[0.3286087  0.66544681],[0. 0.],[1. 1.],387.0
15,15,,[0.33208696 0.66767376],[0. 0.],[1. 1.],406.0
16,16,,[0.32736455 0.67609929],[0. 0.],[1. 1.],380.0
17,17,,[0.32922408 0.67280142],[0. 0.],[1. 1.],412.0
18,18,,[0.32019398 0.67916312],[0. 0.],[1. 1.],370.0
19,19,,[0.33610033 0.67079433],[0. 0.],[1. 1.],361.0
20,20,,[0.33708361 0.66178723],[0. 0.],[1. 1.],355.0
21,21,,[0.325699   0.67292199],[0. 0.],[1. 1.],383.0
22,22,,[0.32168562 0.68570922],[0. 0.],[1. 1.],373.0
23,23,,[0.31487625 0.68507092],[0. 0.],[1. 1.],385.0
24,24,,[0.31747157 0.68957447],[0. 0.],[1. 1.],370.0
25,25,,[0.32035452 0.6840922 ],[0. 0.],[1. 1.],397.0
26,26,,[0.32358528 0.67585106],[0. 0.],[1. 1.],398.0
27,27,,[0.32854181 0.67074468],[0. 0.],[1. 1.],388.0
28,28,,[0.33596656 0.66636879],[0. 0.],[1. 1.],377.0
29,29,,[0.34495652 0.6535461 ],[0. 0.],[1. 1.],397.0
30,30,,[0.33469565 0.66841844],[0. 0.],[1. 1.],369.0
31,31,,[0.35113043 0.65304965],[0. 0.],[1. 1.],374.0
32,32,,[0.34020736 0.65889362],[0. 0.],[1. 1.],387.0
33,33,,[0.34627425 0.6452766 ],[0. 0.],[1. 1.],367.0
34,34,,[0.33612709 0.65205674],[0. 0.],[1. 1.],378.0
35,35,,[0.33351171 0.65226241],[0. 0.],[1. 1.],370.0
36,36,,[0.34156522 0.64299291],[0. 0.],[1. 1.],378.0
37,37,,[0.33614047 0.65909929],[0. 0.],[1. 1.],381.0
38,38,,[0.33588629 0.66921986],[0. 0.],[1. 1.],386.0
39,39,,[0.33443478 0.66425532],[0. 0.],[1. 1.],391.0
40,40,,[0.32536455 0.67649645],[0. 0.],[1. 1.],372.0
41,41,,[0.32670903 0.66812766],[0. 0.],[1. 1.],375.0
42,42,,[0.33662876 0.65803546],[0. 0.],[1. 1.],355.0
43,43,,[0.33525753 0.66886525],[0. 0.],[1. 1.],347.0
44,44,,[0.34738462 0.65407092],[0. 0.],[1. 1.],394.0
45,45,,[0.34946488 0.64020567],[0. 0.],[1. 1.],387.0
46,46,,[0.35449498 0.64598582],[0. 0.],[1. 1.],382.0
47,47,,[0.35428094 0.64168085],[0. 0.],[1. 1.],357.0
48,48,,[0.35067559 0.64112766],[0. 0.],[1. 1.],381.0
49,49,,[0.34323746 0.65712766],[0. 0.],[1. 1.],364.0
50,50,,[0.33452174 0.66506383],[0. 0.],[1. 1.],392.0
