,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.50160386 -0.2921919 ],[ 0.24154589 -0.30767917],[ 0.76811594 -0.27631443],
1,1,,[ 0.50598068 -0.28765102],[ 0.24154589 -0.30760098],[ 0.76811594 -0.27982533],375.0
2,2,,[ 0.50657971 -0.28670195],[ 0.24154589 -0.30763264],[ 0.76811594 -0.27645938],383.0
3,3,,[ 0.51213527 -0.28622012],[ 0.25603865 -0.3046151 ],[ 0.77294686 -0.28209783],379.0
4,4,,[ 0.51545894 -0.28638546],[ 0.25603865 -0.30144292],[ 0.77294686 -0.27643736],379.0
5,5,,[ 0.5181256  -0.28642102],[ 0.24154589 -0.30144292],[ 0.76811594 -0.27645938],371.0
6,6,,[ 0.52354589 -0.28637554],[ 0.24154589 -0.30760098],[ 0.76811594 -0.27645938],371.0
7,7,,[ 0.52317874 -0.28637208],[ 0.24154589 -0.30280235],[ 0.76328502 -0.27711644],393.0
8,8,,[ 0.52119807 -0.2866601 ],[ 0.24154589 -0.30144292],[ 0.75845411 -0.2771669 ],379.0
9,9,,[ 0.52135266 -0.28654466],[ 0.24154589 -0.30474216],[ 0.77294686 -0.27631443],388.0
10,10,,[ 0.52589372 -0.28639289],[ 0.24154589 -0.30280235],[ 0.77294686 -0.27631443],386.0
11,11,,[ 0.52730435 -0.28651431],[ 0.25603865 -0.30631468],[ 0.75845411 -0.27631443],370.0
12,12,,[ 0.52466667 -0.28647322],[ 0.24154589 -0.30280235],[ 0.76811594 -0.27643736],403.0
13,13,,[ 0.52585507 -0.28667562],[ 0.24154589 -0.30631468],[ 0.76811594 -0.27631443],379.0
14,14,,[ 0.5264058  -0.28667379],[ 0.24154589 -0.30763264],[ 0.75845411 -0.27631443],394.0
15,15,,[ 0.52872464 -0.28663466],[ 0.26086957 -0.30543101],[ 0.75845411 -0.27631443],386.0
16,16,,[ 0.52851208 -0.28671276],[ 0.26086957 -0.30760098],[ 0.76328502 -0.27986256],381.0
17,17,,[ 0.52895652 -0.28636046],[ 0.24154589 -0.30760098],[ 0.76811594 -0.2771669 ],391.0
18,18,,[ 0.5246087  -0.28624911],[ 0.24154589 -0.30543101],[ 0.76811594 -0.2771669 ],382.0
19,19,,[ 0.52298551 -0.28629718],[ 0.25120773 -0.30629027],[ 0.78743961 -0.27643736],360.0
20,20,,[ 0.52329469 -0.28647965],[ 0.24637681 -0.30268303],[ 0.78743961 -0.27643736],377.0
21,21,,[ 0.52321739 -0.28649848],[ 0.23671498 -0.30268303],[ 0.78743961 -0.27645938],371.0
22,22,,[ 0.52282126 -0.2865952 ],[ 0.23671498 -0.30763264],[ 0.78743961 -0.27645938],372.0
23,23,,[ 0.52525604 -0.28637757],[ 0.23671498 -0.30763264],[ 0.78743961 -0.27643736],378.0
24,24,,[ 0.53218357 -0.28616842],[ 0.23671498 -0.30628486],[ 0.78743961 -0.27631443],398.0
25,25,,[ 0.53062802 -0.2865247 ],[ 0.23671498 -0.30543101],[ 0.78743961 -0.27631443],376.0
26,26,,[ 0.52928502 -0.28632227],[ 0.23671498 -0.30760098],[ 0.7826087  -0.27645938],388.0
27,27,,[ 0.52703382 -0.28630236],[ 0.20772947 -0.30543101],[ 0.7826087  -0.27645938],371.0
28,28,,[ 0.5265314  -0.28633029],[ 0.25603865 -0.30763264],[ 0.7826087  -0.27986256],397.0
29,29,,[ 0.52515942 -0.28661693],[ 0.24154589 -0.30763264],[ 0.77294686 -0.27986256],394.0
30,30,,[ 0.52552657 -0.28660325],[ 0.24154589 -0.30763264],[ 0.78743961 -0.27711644],375.0
31,31,,[ 0.52643478 -0.28663845],[ 0.24154589 -0.30767917],[ 0.78743961 -0.27985131],381.0
32,32,,[ 0.52701449 -0.28635827],[ 0.24154589 -0.30767917],[ 0.7826087  -0.27985131],379.0
33,33,,[ 0.52405797 -0.28658193],[ 0.24154589 -0.30767917],[ 0.7826087  -0.27982533],373.0
34,34,,[ 0.52507246 -0.28672501],[ 0.24154589 -0.30767917],[ 0.7826087  -0.27645938],366.0
35,35,,[ 0.5249372  -0.28660699],[ 0.24154589 -0.30763264],[ 0.7826087  -0.27985131],387.0
36,36,,[ 0.52642512 -0.28634527],[ 0.24154589 -0.30763264],[ 0.7826087  -0.28054182],382.0
37,37,,[ 0.52655072 -0.28635446],[ 0.24154589 -0.30628486],[ 0.7826087  -0.27985131],370.0
38,38,,[ 0.52719807 -0.28665168],[ 0.24154589 -0.30760098],[ 0.7826087 -0.2771669],383.0
39,39,,[ 0.52602899 -0.28643649],[ 0.23188406 -0.30763264],[ 0.7826087 -0.2771669],381.0
40,40,,[ 0.52489855 -0.28667188],[ 0.24154589 -0.30629027],[ 0.77294686 -0.27631443],383.0
41,41,,[ 0.53321739 -0.28647309],[ 0.25120773 -0.30767917],[ 0.77294686 -0.27877501],392.0
42,42,,[ 0.53218357 -0.28622365],[ 0.25120773 -0.30760098],[ 0.77294686 -0.27711644],399.0
43,43,,[ 0.53259903 -0.2864359 ],[ 0.24154589 -0.3046151 ],[ 0.77294686 -0.27711644],404.0
44,44,,[ 0.52847343 -0.28653215],[ 0.24154589 -0.30628486],[ 0.77294686 -0.27996327],376.0
45,45,,[ 0.52495652 -0.28638502],[ 0.24154589 -0.30763264],[ 0.76811594 -0.27643736],391.0
46,46,,[ 0.52699517 -0.28624229],[ 0.24154589 -0.30474216],[ 0.77777778 -0.27643736],358.0
47,47,,[ 0.52834783 -0.28625853],[ 0.24154589 -0.30631468],[ 0.79227053 -0.27643736],395.0
48,48,,[ 0.52854106 -0.28615572],[ 0.24154589 -0.30629027],[ 0.79227053 -0.27643736],377.0
49,49,,[ 0.52501449 -0.28652733],[ 0.24154589 -0.30637094],[ 0.79227053 -0.27876366],396.0
50,50,,[ 0.52598068 -0.28632526],[ 0.24154589 -0.30763264],[ 0.79227053 -0.27877501],383.0
