,gen,nevals
0,1,500
1,2,372
2,3,382
3,4,407
4,5,357
5,6,381
6,7,375
7,8,385
8,9,380
9,10,384
10,11,370
11,12,380
12,13,372
13,14,384
14,15,391
15,16,399
16,17,361
17,18,369
18,19,377
19,20,364
20,21,365
21,22,384
22,23,375
23,24,389
24,25,370
25,26,381
26,27,375
27,28,374
28,29,373
29,30,385
30,31,388
31,32,365
32,33,376
33,34,385
34,35,380
35,36,373
36,37,389
37,38,358
38,39,384
39,40,372
40,41,380
41,42,404
42,43,370
43,44,379
44,45,375
45,46,395
46,47,386
47,48,398
48,49,389
49,50,382
