,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.55562449 -0.01436709],[ 0.1877551  -0.01448118],[ 0.82040816 -0.01427284],
1,1,,[ 0.55125714 -0.01437676],[ 0.1877551  -0.01445728],[ 0.82040816 -0.01427284],377.0
2,2,,[ 0.55618776 -0.01438077],[ 0.20816327 -0.01445728],[ 0.82040816 -0.01428524],379.0
3,3,,[ 0.55546939 -0.01437898],[ 0.1877551  -0.01442881],[ 0.82040816 -0.01428524],370.0
4,4,,[ 0.55642449 -0.01438016],[ 0.16734694 -0.01445949],[ 0.8244898  -0.01429505],399.0
5,5,,[ 0.56131429 -0.01437999],[ 0.16734694 -0.01445881],[ 0.8244898  -0.01429505],395.0
6,6,,[ 0.5618449  -0.01438049],[ 0.16734694 -0.01446529],[ 0.8244898  -0.01429505],380.0
7,7,,[ 0.55460408 -0.01438077],[ 0.16734694 -0.01445949],[ 0.8244898  -0.01429109],355.0
8,8,,[ 0.55601633 -0.01438238],[ 0.16734694 -0.01445949],[ 0.8244898  -0.01428424],391.0
9,9,,[ 0.55594286 -0.01437992],[ 0.16734694 -0.01445949],[ 0.82040816 -0.01428424],401.0
10,10,,[ 0.55606531 -0.01437921],[ 0.21632653 -0.01448118],[ 0.84081633 -0.01427465],379.0
11,11,,[ 0.55481633 -0.01437937],[ 0.2244898  -0.01446529],[ 0.84081633 -0.01429139],400.0
12,12,,[ 0.55989388 -0.01438097],[ 0.22040816 -0.01448118],[ 0.84081633 -0.01429109],384.0
13,13,,[ 0.56047347 -0.01438106],[ 0.22040816 -0.01446559],[ 0.84081633 -0.01430339],384.0
14,14,,[ 0.5648898  -0.01438092],[ 0.23673469 -0.01445764],[ 0.82040816 -0.01428887],367.0
15,15,,[ 0.56506939 -0.01437969],[ 0.27755102 -0.01443205],[ 0.82857143 -0.01428805],387.0
16,16,,[ 0.56612245 -0.01438063],[ 0.27755102 -0.014476  ],[ 0.83265306 -0.01427284],371.0
17,17,,[ 0.56652245 -0.01438076],[ 0.23673469 -0.014476  ],[ 0.84081633 -0.0143121 ],368.0
18,18,,[ 0.57042449 -0.0143802 ],[ 0.26938776 -0.014476  ],[ 0.84081633 -0.01429109],383.0
19,19,,[ 0.56882449 -0.01438047],[ 0.19591837 -0.01448118],[ 0.85714286 -0.0142947 ],371.0
20,20,,[ 0.56941224 -0.01438154],[ 0.25306122 -0.014476  ],[ 0.85714286 -0.01430794],399.0
21,21,,[ 0.56558367 -0.01438009],[ 0.24081633 -0.01444801],[ 0.85714286 -0.01428887],395.0
22,22,,[ 0.5631102  -0.01437928],[ 0.24081633 -0.01445531],[ 0.86122449 -0.01428424],397.0
23,23,,[ 0.56297959 -0.01437974],[ 0.1877551  -0.01445741],[ 0.86122449 -0.01427284],371.0
24,24,,[ 0.5608     -0.01437984],[ 0.1877551 -0.0144354],[ 0.86122449 -0.01427465],379.0
25,25,,[ 0.562      -0.01437881],[ 0.23673469 -0.01445741],[ 0.86938776 -0.01427465],388.0
26,26,,[ 0.55731429 -0.01438043],[ 0.20816327 -0.01445949],[ 0.86530612 -0.01427465],406.0
27,27,,[ 0.56016327 -0.01438125],[ 0.21632653 -0.01445881],[ 0.86530612 -0.01427465],379.0
28,28,,[ 0.55854694 -0.01438126],[ 0.21632653 -0.01445741],[ 0.86530612 -0.01427465],380.0
29,29,,[ 0.55972245 -0.01438068],[ 0.23265306 -0.01446529],[ 0.86530612 -0.01427284],378.0
30,30,,[ 0.55707755 -0.0143798 ],[ 0.21632653 -0.01446953],[ 0.86938776 -0.01427284],376.0
31,31,,[ 0.55751837 -0.0143812 ],[ 0.21632653 -0.01445531],[ 0.86530612 -0.01429474],368.0
32,32,,[ 0.55715918 -0.01437973],[ 0.20408163 -0.01444801],[ 0.86530612 -0.01429763],376.0
33,33,,[ 0.55787755 -0.0143798 ],[ 0.21632653 -0.01446559],[ 0.85306122 -0.01429763],383.0
34,34,,[ 0.55953469 -0.01438022],[ 0.21632653 -0.01446559],[ 0.86938776 -0.01429763],401.0
