,gen,evals,avg,min,max,nevals
0,0,500.0,[0.45040909 0.6133121 ],[0. 0.],[1. 1.],
1,1,,[0.46938636 0.61292994],[0. 0.],[1. 1.],360.0
2,2,,[0.48902273 0.60240764],[0. 0.],[1. 1.],383.0
3,3,,[0.50118182 0.59580892],[0. 0.],[1. 1.],373.0
4,4,,[0.51095455 0.59901911],[0. 0.],[1. 1.],375.0
5,5,,[0.51931818 0.59673885],[0. 0.],[1. 1.],358.0
6,6,,[0.52915909 0.59187261],[0. 0.],[1. 1.],378.0
7,7,,[0.53627273 0.5869172 ],[0. 0.],[1. 1.],393.0
8,8,,[0.53754545 0.58401274],[0. 0.],[1. 1.],386.0
9,9,,[0.54172727 0.58672611],[0. 0.],[1. 1.],388.0
10,10,,[0.54197727 0.5873758 ],[0. 0.],[1. 1.],384.0
11,11,,[0.54202273 0.59512102],[0.         0.03821656],[0.95454545 1.        ],401.0
12,12,,[0.54347727 0.59067516],[0.         0.00636943],[0.96590909 1.        ],406.0
13,13,,[0.55268182 0.58054777],[0.         0.00636943],[0.96590909 1.        ],388.0
14,14,,[0.55638636 0.58012739],[0.         0.03184713],[0.96590909 1.        ],373.0
15,15,,[0.55329545 0.58289172],[0.         0.03184713],[0.96590909 1.        ],378.0
16,16,,[0.55993182 0.57476433],[0.         0.03184713],[0.95454545 1.        ],373.0
17,17,,[0.566      0.57081529],[0.         0.01273885],[0.96590909 1.        ],389.0
18,18,,[0.56740909 0.57110828],[0. 0.],[1. 1.],388.0
19,19,,[0.56995455 0.56898089],[0.         0.04458599],[0.96590909 1.        ],368.0
20,20,,[0.56784091 0.5724586 ],[0.         0.02547771],[0.95454545 1.        ],376.0
21,21,,[0.5635     0.57383439],[0.         0.04458599],[0.95454545 1.        ],351.0
22,22,,[0.55818182 0.57407643],[0.         0.00636943],[0.95454545 1.        ],386.0
23,23,,[0.55659091 0.57605096],[0.         0.00636943],[0.95454545 1.        ],383.0
24,24,,[0.54852273 0.57588535],[0.         0.03184713],[0.95454545 1.        ],373.0
25,25,,[0.54884091 0.57718471],[0.         0.07006369],[0.98863636 1.        ],373.0
26,26,,[0.54965909 0.57220382],[0. 0.],[0.98863636 1.        ],399.0
27,27,,[0.55004545 0.56487898],[0. 0.],[1. 1.],365.0
28,28,,[0.55002273 0.55907006],[0. 0.],[1. 1.],380.0
29,29,,[0.54920455 0.56510828],[0. 0.],[1. 1.],369.0
30,30,,[0.54875   0.5663949],[0. 0.],[1. 1.],361.0
