,training,seed,time,full_acc,full_tpr,full_tnr
0,True,0,198.72864603996277,0.9790794979079498,1.0,0.9678456591639871
1,False,0,198.72864603996277,0.9658536585365853,0.9861111111111112,0.9548872180451128
2,True,169,157.55855798721313,0.9853556485355649,1.0,0.977491961414791
3,False,169,157.55855798721313,0.9804878048780488,1.0,0.9699248120300752
4,True,338,173.84089541435242,0.9790794979079498,1.0,0.9678456591639871
5,False,338,173.84089541435242,0.9560975609756097,0.9722222222222222,0.9473684210526315
6,True,507,307.36732006073,0.9790794979079498,1.0,0.9678456591639871
7,False,507,307.36732006073,0.9609756097560975,0.9861111111111112,0.9473684210526315
8,True,676,260.8443887233734,0.9748953974895398,0.9880239520958084,0.9678456591639871
9,False,676,260.8443887233734,0.975609756097561,0.9861111111111112,0.9699248120300752
10,True,845,343.64419984817505,0.9456066945606695,0.9820359281437125,0.9260450160771704
11,False,845,343.64419984817505,0.9512195121951219,0.9861111111111112,0.9323308270676691
12,True,1014,266.2698984146118,0.9748953974895398,0.9940119760479041,0.9646302250803859
13,False,1014,266.2698984146118,0.9804878048780488,0.9861111111111112,0.9774436090225563
14,True,1183,221.65602803230286,0.9832635983263598,0.9940119760479041,0.977491961414791
15,False,1183,221.65602803230286,0.9707317073170731,1.0,0.9548872180451128
16,True,1352,191.35737586021423,0.9895397489539749,1.0,0.9839228295819936
17,False,1352,191.35737586021423,0.9365853658536586,0.9444444444444444,0.9323308270676691
18,True,1521,369.87851309776306,0.9832635983263598,0.9880239520958084,0.9807073954983923
19,False,1521,369.87851309776306,0.9658536585365853,0.9166666666666666,0.9924812030075187
20,True,1690,248.99490880966187,0.9811715481171548,1.0,0.9710610932475884
21,False,1690,248.99490880966187,0.9707317073170731,0.9583333333333334,0.9774436090225563
22,True,1859,189.52234721183777,0.9811715481171548,1.0,0.9710610932475884
23,False,1859,189.52234721183777,0.9707317073170731,1.0,0.9548872180451128
24,True,2028,186.52900195121765,0.9832635983263598,0.9940119760479041,0.977491961414791
25,False,2028,186.52900195121765,0.9560975609756097,1.0,0.9323308270676691
26,True,2197,212.87324404716492,0.9728033472803347,0.9940119760479041,0.9614147909967846
27,False,2197,212.87324404716492,0.9658536585365853,0.9305555555555556,0.9849624060150376
28,True,2366,143.4724349975586,0.9811715481171548,0.9880239520958084,0.977491961414791
29,False,2366,143.4724349975586,0.9414634146341463,0.9305555555555556,0.9473684210526315
30,True,2535,192.81910300254822,0.9853556485355649,1.0,0.977491961414791
31,False,2535,192.81910300254822,0.9512195121951219,0.9305555555555556,0.9624060150375939
32,True,2704,169.8807668685913,0.9790794979079498,0.9940119760479041,0.9710610932475884
33,False,2704,169.8807668685913,0.9609756097560975,0.9583333333333334,0.9624060150375939
34,True,2873,243.73186087608337,0.9790794979079498,1.0,0.9678456591639871
35,False,2873,243.73186087608337,0.9707317073170731,1.0,0.9548872180451128
36,True,3042,314.2870042324066,0.9874476987447699,0.9940119760479041,0.9839228295819936
37,False,3042,314.2870042324066,0.926829268292683,0.875,0.9548872180451128
38,True,3211,187.16414618492126,0.9728033472803347,0.9940119760479041,0.9614147909967846
39,False,3211,187.16414618492126,0.9902439024390244,1.0,0.9849624060150376
40,True,3380,245.8694031238556,0.9811715481171548,0.9940119760479041,0.9742765273311897
41,False,3380,245.8694031238556,0.975609756097561,1.0,0.9624060150375939
42,True,3549,143.9132981300354,0.9728033472803347,1.0,0.9581993569131833
43,False,3549,143.9132981300354,0.9609756097560975,0.9861111111111112,0.9473684210526315
44,True,3718,201.79601311683655,0.9728033472803347,0.9880239520958084,0.9646302250803859
45,False,3718,201.79601311683655,0.9804878048780488,0.9722222222222222,0.9849624060150376
46,True,3887,174.79582905769348,0.9790794979079498,0.9940119760479041,0.9710610932475884
47,False,3887,174.79582905769348,0.9609756097560975,0.9722222222222222,0.9548872180451128
48,True,4056,255.60044503211975,0.9853556485355649,0.9940119760479041,0.9807073954983923
49,False,4056,255.60044503211975,0.9658536585365853,0.9722222222222222,0.9624060150375939
50,True,4225,187.76063895225525,0.9874476987447699,1.0,0.9807073954983923
51,False,4225,187.76063895225525,0.9414634146341463,0.9444444444444444,0.9398496240601504
52,True,4394,374.0963451862335,0.9832635983263598,1.0,0.9742765273311897
53,False,4394,374.0963451862335,0.9560975609756097,0.9444444444444444,0.9624060150375939
54,True,4563,291.4782180786133,0.9811715481171548,1.0,0.9710610932475884
55,False,4563,291.4782180786133,0.926829268292683,0.9583333333333334,0.9097744360902256
56,True,4732,164.7981698513031,0.9853556485355649,0.9940119760479041,0.9807073954983923
57,False,4732,164.7981698513031,0.9609756097560975,0.9861111111111112,0.9473684210526315
58,True,4901,146.42972111701965,0.9790794979079498,0.9940119760479041,0.9710610932475884
59,False,4901,146.42972111701965,0.9560975609756097,0.9305555555555556,0.9699248120300752
