,gen,nevals
0,1,500
1,2,396
2,3,390
3,4,397
4,5,402
5,6,373
6,7,372
7,8,385
8,9,390
9,10,396
10,11,377
11,12,372
12,13,385
13,14,378
14,15,381
15,16,389
16,17,364
17,18,384
18,19,387
19,20,388
20,21,368
21,22,383
22,23,375
23,24,363
24,25,381
25,26,388
26,27,384
27,28,370
28,29,380
29,30,392
30,31,370
31,32,401
32,33,387
33,34,360
34,35,384
35,36,367
36,37,377
37,38,360
38,39,393
39,40,376
40,41,371
41,42,388
42,43,368
43,44,383
44,45,401
45,46,388
46,47,370
47,48,365
48,49,395
49,50,378
