,gen,evals,avg,min,max,nevals
0,0,500.0,[0.23156522 0.76314894],[0. 0.],[1. 1.],
1,1,,[0.23911037 0.76189362],[0. 0.],[1. 1.],368.0
2,2,,[0.2608495  0.73685106],[0. 0.],[1. 1.],380.0
3,3,,[0.26995318 0.72384397],[0. 0.],[1. 1.],375.0
4,4,,[0.29046823 0.7058156 ],[0. 0.],[1. 1.],362.0
5,5,,[0.31270903 0.67990071],[0. 0.],[1. 1.],378.0
6,6,,[0.3053311  0.68435461],[0. 0.],[1. 1.],407.0
7,7,,[0.29614716 0.68380142],[0. 0.],[1. 1.],389.0
8,8,,[0.29545151 0.69040426],[0. 0.],[1. 1.],385.0
9,9,,[0.30149833 0.68663121],[0. 0.],[1. 1.],395.0
10,10,,[0.30880936 0.67793617],[0. 0.],[1. 1.],390.0
11,11,,[0.30545151 0.67943972],[0. 0.],[1. 1.],385.0
12,12,,[0.31792642 0.66402837],[0. 0.],[1. 1.],374.0
13,13,,[0.32270903 0.66489362],[0. 0.],[1. 1.],374.0
14,14,,[0.32973244 0.66083688],[0. 0.],[1. 1.],375.0
15,15,,[0.33490301 0.66228369],[0. 0.],[1. 1.],365.0
16,16,,[0.32989967 0.65698582],[0. 0.],[1. 1.],391.0
17,17,,[0.3427893  0.65778723],[0. 0.],[1. 1.],373.0
18,18,,[0.33743813 0.66898582],[0. 0.],[1. 1.],385.0
19,19,,[0.35305686 0.64949645],[0. 0.],[1. 1.],380.0
20,20,,[0.3462408  0.65783688],[0. 0.],[1. 1.],397.0
21,21,,[0.33933779 0.66850355],[0. 0.],[1. 1.],366.0
22,22,,[0.33770569 0.66563121],[0. 0.],[1. 1.],390.0
23,23,,[0.33538462 0.66580851],[0. 0.],[1. 1.],365.0
24,24,,[0.34287625 0.65948227],[0. 0.],[1. 1.],376.0
25,25,,[0.33466221 0.6586383 ],[0. 0.],[1. 1.],353.0
26,26,,[0.34267559 0.66228369],[0. 0.],[1. 1.],378.0
27,27,,[0.350301   0.64756738],[0. 0.],[1. 1.],393.0
28,28,,[0.35104348 0.64202837],[0. 0.],[1. 1.],366.0
29,29,,[0.36638796 0.62798582],[0. 0.],[1. 1.],398.0
30,30,,[0.35544482 0.64348227],[0. 0.],[1. 1.],406.0
