,gen,nevals
0,1,500
1,2,366
2,3,381
3,4,362
4,5,376
5,6,370
6,7,383
7,8,383
8,9,385
9,10,383
10,11,355
11,12,386
12,13,382
13,14,387
14,15,378
15,16,371
16,17,377
17,18,379
18,19,370
19,20,388
20,21,372
21,22,375
22,23,365
23,24,363
24,25,377
25,26,362
26,27,362
27,28,389
28,29,360
29,30,384
30,31,379
31,32,373
32,33,375
33,34,379
34,35,397
35,36,398
36,37,385
37,38,348
38,39,353
39,40,388
40,41,387
41,42,386
42,43,385
43,44,382
44,45,374
45,46,377
46,47,368
47,48,396
48,49,366
49,50,357
