,gen,evals,avg,min,max,nevals
0,0,500.0,[0.42602273 0.62151592],[0. 0.],[1. 1.],
1,1,,[0.43304545 0.62351592],[0. 0.],[1. 1.],371.0
2,2,,[0.44852273 0.61574522],[0. 0.],[1. 1.],359.0
3,3,,[0.46220455 0.6217707 ],[0. 0.],[1. 1.],369.0
4,4,,[0.47486364 0.61086624],[0. 0.],[1. 1.],381.0
5,5,,[0.49120455 0.59699363],[0. 0.],[1. 1.],382.0
6,6,,[0.50054545 0.59357962],[0. 0.],[1. 1.],387.0
7,7,,[0.51436364 0.58397452],[0. 0.],[1. 1.],376.0
8,8,,[0.51943182 0.58746497],[0. 0.],[1. 1.],365.0
9,9,,[0.53095455 0.57904459],[0. 0.],[1. 1.],393.0
10,10,,[0.54075   0.5766242],[0. 0.],[1. 1.],372.0
11,11,,[0.54604545 0.57420382],[0. 0.],[1. 1.],373.0
12,12,,[0.55813636 0.56667516],[0. 0.],[1. 1.],360.0
13,13,,[0.56179545 0.5635414 ],[0. 0.],[1. 1.],374.0
14,14,,[0.56040909 0.56932484],[0. 0.],[1. 1.],392.0
15,15,,[0.56434091 0.56657325],[0. 0.],[1. 1.],361.0
16,16,,[0.56181818 0.56448408],[0. 0.],[1. 1.],384.0
17,17,,[0.56725    0.56100637],[0. 0.],[1. 1.],365.0
18,18,,[0.56672727 0.56709554],[0. 0.],[1. 1.],382.0
19,19,,[0.57518182 0.56347771],[0. 0.],[1. 1.],359.0
20,20,,[0.58059091 0.55701911],[0. 0.],[1. 1.],392.0
21,21,,[0.58463636 0.5553121 ],[0. 0.],[1. 1.],356.0
22,22,,[0.57990909 0.55870064],[0. 0.],[1. 1.],386.0
23,23,,[0.57638636 0.56295541],[0. 0.],[1. 1.],377.0
24,24,,[0.57270455 0.566     ],[0. 0.],[1. 1.],378.0
25,25,,[0.57168182 0.55950318],[0. 0.],[1. 1.],383.0
26,26,,[0.56881818 0.56631847],[0. 0.],[1. 1.],386.0
27,27,,[0.57411364 0.56244586],[0.         0.02547771],[0.94318182 1.        ],379.0
28,28,,[0.57490909 0.56519745],[0. 0.],[1. 1.],372.0
29,29,,[0.57936364 0.56236943],[0. 0.],[1. 1.],405.0
30,30,,[0.58122727 0.55882803],[0. 0.],[1. 1.],369.0
