training,seed,time,full_acc,full_tpr,full_tnr
True,0,713.6370568275452,0.44081632653061226,0.12738853503184713,1.0
False,0,713.6370568275452,0.41509433962264153,0.14705882352941177,0.8947368421052632
True,169,731.8964927196503,0.8163265306122449,1.0,0.48863636363636365
False,169,731.8964927196503,0.8490566037735849,0.9852941176470589,0.6052631578947368
True,338,699.5077338218689,0.35918367346938773,0.0,1.0
False,338,699.5077338218689,0.3584905660377358,0.0,1.0
True,507,775.5763676166534,0.35918367346938773,0.0,1.0
False,507,775.5763676166534,0.3584905660377358,0.0,1.0
True,676,738.5870127677917,0.5061224489795918,0.2356687898089172,0.9886363636363636
False,676,738.5870127677917,0.44339622641509435,0.1323529411764706,1.0
True,845,705.3275442123413,0.35918367346938773,0.0,1.0
False,845,705.3275442123413,0.3584905660377358,0.0,1.0
True,1014,772.1756024360657,0.35918367346938773,0.0,1.0
False,1014,772.1756024360657,0.3584905660377358,0.0,1.0
True,1183,688.0265076160431,0.35918367346938773,0.0,1.0
False,1183,688.0265076160431,0.3584905660377358,0.0,1.0
True,1352,699.6738531589508,0.35918367346938773,0.0,1.0
False,1352,699.6738531589508,0.3584905660377358,0.0,1.0
True,1521,757.9135985374451,0.35918367346938773,0.0,1.0
False,1521,757.9135985374451,0.3584905660377358,0.0,1.0
True,1690,750.7715048789978,0.5102040816326531,0.24203821656050956,0.9886363636363636
False,1690,750.7715048789978,0.46226415094339623,0.19117647058823528,0.9473684210526315
True,1859,688.6939404010773,0.8653061224489796,0.9617834394904459,0.6931818181818182
False,1859,688.6939404010773,0.7358490566037735,0.8970588235294118,0.4473684210526316
True,2028,759.8589534759521,0.4897959183673469,0.34394904458598724,0.75
False,2028,759.8589534759521,0.44339622641509435,0.22058823529411764,0.8421052631578947
True,2197,704.0775887966156,0.35918367346938773,0.0,1.0
False,2197,704.0775887966156,0.3584905660377358,0.0,1.0
True,2366,665.2039155960083,0.8204081632653061,0.9171974522292994,0.6477272727272727
False,2366,665.2039155960083,0.8679245283018868,0.9264705882352942,0.7631578947368421
True,2535,740.9502329826355,0.7551020408163265,1.0,0.3181818181818182
False,2535,740.9502329826355,0.7735849056603774,1.0,0.3684210526315789
True,2704,750.1254448890686,0.35918367346938773,0.0,1.0
False,2704,750.1254448890686,0.3584905660377358,0.0,1.0
True,2873,848.8462591171265,0.5836734693877551,0.4012738853503185,0.9090909090909091
False,2873,848.8462591171265,0.6037735849056604,0.4264705882352941,0.9210526315789473
True,3042,673.5206282138824,0.6122448979591837,0.4394904458598726,0.9204545454545454
False,3042,673.5206282138824,0.5849056603773585,0.4117647058823529,0.8947368421052632
True,3211,721.922892332077,0.35918367346938773,0.0,1.0
False,3211,721.922892332077,0.3584905660377358,0.0,1.0
True,3380,706.4779410362244,0.6081632653061224,0.4140127388535032,0.9545454545454546
False,3380,706.4779410362244,0.6320754716981132,0.5147058823529411,0.8421052631578947
True,3549,759.9452774524689,0.889795918367347,0.9872611464968153,0.7159090909090909
False,3549,759.9452774524689,0.8773584905660378,0.9852941176470589,0.6842105263157895
True,3718,825.2558801174164,0.7591836734693878,0.7070063694267515,0.8522727272727273
False,3718,825.2558801174164,0.7924528301886793,0.75,0.868421052631579
True,3887,754.4996452331543,0.47346938775510206,0.21019108280254778,0.9431818181818182
False,3887,754.4996452331543,0.5,0.29411764705882354,0.868421052631579
True,4056,764.5545403957367,0.35918367346938773,0.0,1.0
False,4056,764.5545403957367,0.3584905660377358,0.0,1.0
True,4225,687.7633848190308,0.3836734693877551,0.044585987261146494,0.9886363636363636
False,4225,687.7633848190308,0.36792452830188677,0.014705882352941176,1.0
True,4394,750.0790596008301,0.889795918367347,0.9044585987261147,0.8636363636363636
False,4394,750.0790596008301,0.7924528301886793,0.7647058823529411,0.8421052631578947
True,4563,728.6664624214172,0.35918367346938773,0.0,1.0
False,4563,728.6664624214172,0.3584905660377358,0.0,1.0
True,4732,649.3146362304688,0.35918367346938773,0.0,1.0
False,4732,649.3146362304688,0.3584905660377358,0.0,1.0
True,4901,731.0089428424835,0.35918367346938773,0.0,1.0
False,4901,731.0089428424835,0.3584905660377358,0.0,1.0
