,gen,nevals
0,1,500
1,2,372
2,3,397
3,4,382
4,5,390
5,6,400
6,7,385
7,8,364
8,9,380
9,10,370
10,11,382
11,12,385
12,13,374
13,14,378
14,15,379
15,16,372
16,17,368
17,18,390
18,19,391
19,20,371
20,21,386
21,22,396
22,23,369
23,24,392
24,25,380
25,26,400
26,27,390
27,28,399
28,29,402
29,30,355
30,31,394
31,32,387
32,33,388
33,34,380
34,35,378
35,36,382
36,37,383
37,38,371
38,39,374
39,40,372
40,41,379
41,42,380
42,43,355
43,44,382
44,45,384
45,46,372
46,47,384
47,48,389
48,49,372
49,50,382
