,gen,nevals
0,1,500
1,2,377
2,3,369
3,4,378
4,5,398
5,6,383
6,7,365
7,8,385
8,9,390
9,10,392
10,11,376
11,12,378
12,13,393
13,14,359
14,15,401
15,16,380
16,17,391
17,18,377
18,19,358
19,20,396
20,21,380
21,22,385
22,23,378
23,24,385
24,25,374
25,26,380
26,27,389
27,28,364
28,29,389
29,30,372
30,31,367
31,32,393
32,33,389
33,34,391
34,35,397
35,36,394
36,37,356
37,38,394
38,39,369
39,40,377
40,41,364
41,42,400
42,43,373
43,44,371
44,45,368
45,46,369
46,47,388
47,48,378
48,49,373
49,50,371
