,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.49719214 -0.1509574 ],[ 0.20202092 -0.15186865],[ 0.82156835 -0.15063802],
1,1,,[ 0.49455954 -0.15149633],[ 0.20677673 -0.15182658],[ 0.82156835 -0.15066062],380.0
2,2,,[ 0.49499018 -0.1516326 ],[ 0.17853246 -0.15182284],[ 0.82156835 -0.15066882],391.0
3,3,,[ 0.49826075 -0.15164895],[ 0.20677673 -0.15181209],[ 0.82156835 -0.15066191],367.0
4,4,,[ 0.49930845 -0.15167015],[ 0.20854978 -0.15186865],[ 0.82156835 -0.15066415],379.0
5,5,,[ 0.50083064 -0.15163245],[ 0.20677673 -0.15182809],[ 0.82156835 -0.15066587],355.0
6,6,,[ 0.49944415 -0.151668  ],[ 0.17853246 -0.1518487 ],[ 0.82156835 -0.15068025],373.0
7,7,,[ 0.49884411 -0.15166086],[ 0.21038212 -0.1518487 ],[ 0.82156835 -0.15066882],391.0
8,8,,[ 0.50088768 -0.15168388],[ 0.21038212 -0.1518487 ],[ 0.82156835 -0.15066828],373.0
9,9,,[ 0.50040742 -0.15164437],[ 0.20677673 -0.15182284],[ 0.82156835 -0.15066191],395.0
10,10,,[ 0.49828244 -0.15166847],[ 0.20677673 -0.1518487 ],[ 0.84121421 -0.15065529],403.0
11,11,,[ 0.49789872 -0.15164804],[ 0.20854978 -0.15184366],[ 0.84121421 -0.15063802],391.0
12,12,,[ 0.49586231 -0.15165235],[ 0.20854978 -0.15186865],[ 0.79580279 -0.15063802],390.0
13,13,,[ 0.49385379 -0.15168132],[ 0.17853246 -0.15182877],[ 0.80934083 -0.15065118],368.0
14,14,,[ 0.49480383 -0.15167573],[ 0.17853246 -0.15182809],[ 0.80934083 -0.15066624],386.0
15,15,,[ 0.49427083 -0.15165688],[ 0.17853246 -0.15182519],[ 0.80934083 -0.15065118],337.0
16,16,,[ 0.49566543 -0.15167183],[ 0.21042363 -0.15184366],[ 0.80934083 -0.15066587],370.0
17,17,,[ 0.49382693 -0.1516353 ],[ 0.21225598 -0.15182877],[ 0.80934083 -0.15066587],362.0
18,18,,[ 0.49583595 -0.15163543],[ 0.21737351 -0.1518487 ],[ 0.80934083 -0.15066624],393.0
19,19,,[ 0.49744071 -0.15163977],[ 0.21509642 -0.1518487 ],[ 0.80934083 -0.15066415],368.0
20,20,,[ 0.4987541  -0.15162337],[ 0.22025546 -0.15184366],[ 0.80934083 -0.15066191],363.0
21,21,,[ 0.49669607 -0.15167604],[ 0.20669964 -0.15186865],[ 0.80934083 -0.15065282],376.0
22,22,,[ 0.49589026 -0.15166429],[ 0.20669964 -0.15182877],[ 0.80934083 -0.15066062],393.0
23,23,,[ 0.49914393 -0.15167928],[ 0.20669964 -0.15182838],[ 0.80934083 -0.15066828],371.0
24,24,,[ 0.50064229 -0.1516559 ],[ 0.20669964 -0.15182302],[ 0.80934083 -0.15065529],388.0
25,25,,[ 0.50244197 -0.15167863],[ 0.20734007 -0.15183063],[ 0.80934083 -0.15067132],368.0
26,26,,[ 0.50619948 -0.15164995],[ 0.20687754 -0.15182519],[ 0.80934083 -0.15063802],403.0
27,27,,[ 0.50284148 -0.15164303],[ 0.20677673 -0.15183063],[ 0.80934083 -0.15065282],385.0
28,28,,[ 0.50034035 -0.15164944],[ 0.20677673 -0.15184366],[ 0.80934083 -0.15066415],366.0
29,29,,[ 0.49813734 -0.15166767],[ 0.20677673 -0.15184366],[ 0.80934083 -0.15066587],395.0
30,30,,[ 0.49973456 -0.15165383],[ 0.20677673 -0.15182831],[ 0.80934083 -0.15063802],376.0
31,31,,[ 0.50801562 -0.15164443],[ 0.20677673 -0.15182658],[ 0.81161792 -0.15066415],381.0
32,32,,[ 0.50751649 -0.15165487],[ 0.17853246 -0.15186865],[ 0.81161792 -0.15066415],407.0
33,33,,[ 0.50984408 -0.15165392],[ 0.17853246 -0.15186865],[ 0.81161792 -0.15066748],372.0
34,34,,[ 0.51213999 -0.15168602],[ 0.17853246 -0.15186865],[ 0.81161792 -0.15065282],386.0
35,35,,[ 0.50933039 -0.15165757],[ 0.20677673 -0.15182838],[ 0.81161792 -0.15066191],383.0
36,36,,[ 0.50676119 -0.15163853],[ 0.20677673 -0.15186865],[ 0.81161792 -0.15066062],386.0
37,37,,[ 0.50941772 -0.1516374 ],[ 0.18894542 -0.15182809],[ 0.81161792 -0.15066828],361.0
38,38,,[ 0.51435023 -0.15163914],[ 0.18894542 -0.15182831],[ 0.81161792 -0.15066624],386.0
39,39,,[ 0.51300228 -0.15163674],[ 0.18894542 -0.15183063],[ 0.81161792 -0.15066415],397.0
40,40,,[ 0.50977702 -0.15165595],[ 0.18894542 -0.1518487 ],[ 0.81161792 -0.15067517],390.0
41,41,,[ 0.51036315 -0.15163704],[ 0.18894542 -0.15182877],[ 0.81161792 -0.15065529],375.0
42,42,,[ 0.50785138 -0.15165471],[ 0.18894542 -0.15182809],[ 0.81161792 -0.15066191],393.0
43,43,,[ 0.50385466 -0.15162405],[ 0.18894542 -0.15186865],[ 0.81161792 -0.15065282],376.0
44,44,,[ 0.50200817 -0.15164788],[ 0.18894542 -0.15182831],[ 0.81161792 -0.15066748],383.0
45,45,,[ 0.5042677  -0.15164825],[ 0.18894542 -0.15182831],[ 0.81161792 -0.15066415],370.0
