,gen,evals,avg,min,max,nevals
0,0,500.0,[0.314875   0.73374737],[0. 0.],[1. 1.],
1,1,,[0.32728571 0.72010526],[0. 0.],[1. 1.],384.0
2,2,,[0.34642857 0.70301053],[0. 0.],[1. 1.],365.0
3,3,,[0.37080357 0.68505263],[0. 0.],[1. 1.],377.0
4,4,,[0.40055357 0.65267368],[0. 0.],[1. 1.],390.0
5,5,,[0.42178571 0.63627368],[0. 0.],[1. 1.],381.0
6,6,,[0.41810714 0.63242105],[0. 0.],[1. 1.],372.0
7,7,,[0.423875   0.62566316],[0. 0.],[1. 1.],373.0
8,8,,[0.43789286 0.61376842],[0. 0.],[1. 1.],386.0
9,9,,[0.45423214 0.60269474],[0. 0.],[1. 1.],362.0
10,10,,[0.469375   0.59465263],[0. 0.],[1. 1.],386.0
11,11,,[0.47516071 0.59578947],[0. 0.],[1. 1.],380.0
12,12,,[0.47044643 0.59848421],[0. 0.],[1. 1.],361.0
13,13,,[0.48223214 0.58768421],[0. 0.],[1. 1.],378.0
14,14,,[0.48692857 0.58284211],[0. 0.],[1. 1.],379.0
15,15,,[0.48589286 0.58538947],[0. 0.],[1. 1.],370.0
16,16,,[0.50153571 0.57185263],[0. 0.],[1. 1.],391.0
17,17,,[0.49491071 0.57141053],[0. 0.],[1. 1.],389.0
18,18,,[0.49267857 0.57534737],[0. 0.],[1. 1.],390.0
19,19,,[0.499625   0.57557895],[0. 0.],[1. 1.],394.0
20,20,,[0.50614286 0.56612632],[0. 0.],[1. 1.],375.0
21,21,,[0.51092857 0.56595789],[0. 0.],[1. 1.],380.0
22,22,,[0.51703571 0.56208421],[0. 0.],[1. 1.],357.0
23,23,,[0.52139286 0.56130526],[0. 0.],[1. 1.],373.0
24,24,,[0.51423214 0.56492632],[0. 0.],[1. 1.],389.0
25,25,,[0.51573214 0.56536842],[0. 0.],[1. 1.],391.0
26,26,,[0.50389286 0.57397895],[0. 0.],[1. 1.],381.0
27,27,,[0.50203571 0.57423158],[0. 0.],[1. 1.],367.0
28,28,,[0.50044643 0.56774737],[0. 0.],[1. 1.],378.0
29,29,,[0.48969643 0.57414737],[0. 0.],[1. 1.],381.0
30,30,,[0.48407143 0.57964211],[0. 0.],[1. 1.],379.0
31,31,,[0.473375   0.59368421],[0. 0.],[1. 1.],378.0
32,32,,[0.47682143 0.58732632],[0. 0.],[1. 1.],376.0
33,33,,[0.49185714 0.57974737],[0. 0.],[1. 1.],390.0
34,34,,[0.49567857 0.57486316],[0. 0.],[1. 1.],371.0
35,35,,[0.49478571 0.57541053],[0. 0.],[1. 1.],373.0
36,36,,[0.50014286 0.57355789],[0. 0.],[1. 1.],341.0
37,37,,[0.48526786 0.59037895],[0. 0.],[1. 1.],379.0
38,38,,[0.478      0.59515789],[0. 0.],[1. 1.],382.0
39,39,,[0.479125   0.58854737],[0. 0.],[1. 1.],389.0
40,40,,[0.48367857 0.58736842],[0. 0.],[1. 1.],361.0
41,41,,[0.47866071 0.59069474],[0. 0.],[1. 1.],411.0
42,42,,[0.47001786 0.59265263],[0. 0.],[1. 1.],365.0
43,43,,[0.48178571 0.57772632],[0. 0.],[1. 1.],390.0
44,44,,[0.47242857 0.58574737],[0. 0.],[1. 1.],396.0
45,45,,[0.46176786 0.59193684],[0. 0.],[1. 1.],369.0
46,46,,[0.45653571 0.59663158],[0. 0.],[1. 1.],379.0
47,47,,[0.45880357 0.59850526],[0. 0.],[1. 1.],357.0
48,48,,[0.46716071 0.58875789],[0. 0.],[1. 1.],391.0
49,49,,[0.47160714 0.58547368],[0. 0.],[1. 1.],397.0
50,50,,[0.483625   0.57387368],[0. 0.],[1. 1.],368.0
