,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22110611 0.75590419],[0. 0.],[1. 1.],
1,1,,[0.23619936 0.74227545],[0. 0.],[1. 1.],376.0
2,2,,[0.24090675 0.74201198],[0. 0.],[1. 1.],382.0
3,3,,[0.24657235 0.73588024],[0. 0.],[1. 1.],403.0
4,4,,[0.26371704 0.72513772],[0. 0.],[1. 1.],370.0
5,5,,[0.26498392 0.72347305],[0. 0.],[1. 1.],404.0
6,6,,[0.27126688 0.72297006],[0. 0.],[1. 1.],390.0
7,7,,[0.28890675 0.70634731],[0. 0.],[1. 1.],397.0
8,8,,[0.3052283  0.68749701],[0. 0.],[1. 1.],376.0
9,9,,[0.30594212 0.68077844],[0. 0.],[1. 1.],379.0
10,10,,[0.30540193 0.6742515 ],[0. 0.],[1. 1.],369.0
11,11,,[0.317209   0.66621557],[0. 0.],[1. 1.],371.0
12,12,,[0.31067524 0.66653892],[0. 0.],[1. 1.],404.0
13,13,,[0.31374277 0.66073054],[0. 0.],[1. 1.],388.0
14,14,,[0.32494534 0.6588024 ],[0. 0.],[1. 1.],397.0
15,15,,[0.32144695 0.65094611],[0. 0.],[1. 1.],402.0
16,16,,[0.3189582  0.64778443],[0. 0.],[1. 1.],366.0
17,17,,[0.32899035 0.64938922],[0. 0.],[1. 1.],382.0
18,18,,[0.32700965 0.65529341],[0. 0.],[1. 1.],370.0
19,19,,[0.33542122 0.65298204],[0. 0.],[1. 1.],371.0
20,20,,[0.33959486 0.6477006 ],[0. 0.],[1. 1.],365.0
21,21,,[0.34294534 0.64479042],[0. 0.],[1. 1.],389.0
22,22,,[0.3465209  0.64401198],[0. 0.],[1. 1.],383.0
23,23,,[0.34491318 0.65282635],[0. 0.],[1. 1.],377.0
24,24,,[0.34686174 0.64651497],[0. 0.],[1. 1.],374.0
25,25,,[0.3453955  0.65043114],[0. 0.],[1. 1.],396.0
26,26,,[0.34152412 0.64783234],[0. 0.],[1. 1.],386.0
27,27,,[0.3348746  0.64500599],[0. 0.],[1. 1.],393.0
28,28,,[0.34467524 0.64267066],[0. 0.],[1. 1.],373.0
29,29,,[0.35       0.62923353],[0. 0.],[1. 1.],393.0
30,30,,[0.35237942 0.63882635],[0. 0.],[1. 1.],390.0
31,31,,[0.34733762 0.64028743],[0. 0.],[1. 1.],357.0
32,32,,[0.34983923 0.6414491 ],[0. 0.],[1. 1.],379.0
33,33,,[0.34188424 0.6468982 ],[0. 0.],[1. 1.],383.0
34,34,,[0.34174277 0.65738922],[0. 0.],[1. 1.],382.0
35,35,,[0.34830225 0.64821557],[0. 0.],[1. 1.],376.0
36,36,,[0.33230225 0.65047904],[0. 0.],[1. 1.],400.0
37,37,,[0.32607717 0.65033533],[0. 0.],[1. 1.],379.0
38,38,,[0.32106752 0.66373653],[0. 0.],[1. 1.],366.0
39,39,,[0.31428939 0.66728144],[0. 0.],[1. 1.],365.0
40,40,,[0.32437299 0.65796407],[0. 0.],[1. 1.],392.0
41,41,,[0.32901608 0.65979641],[0. 0.],[1. 1.],356.0
42,42,,[0.32299678 0.65349701],[0. 0.],[1. 1.],376.0
43,43,,[0.32099678 0.65738922],[0. 0.],[1. 1.],364.0
44,44,,[0.30840514 0.65901796],[0. 0.],[1. 1.],383.0
45,45,,[0.31182637 0.66694611],[0. 0.],[1. 1.],389.0
46,46,,[0.33010289 0.65249102],[0. 0.],[1. 1.],405.0
47,47,,[0.33574277 0.65494611],[0. 0.],[1. 1.],366.0
48,48,,[0.33595498 0.65802395],[0. 0.],[1. 1.],375.0
49,49,,[0.33567203 0.66411976],[0. 0.],[1. 1.],373.0
50,50,,[0.33234727 0.66312575],[0. 0.],[1. 1.],389.0
