,gen,nevals
0,1,500
1,2,379
2,3,373
3,4,384
4,5,395
5,6,393
6,7,394
7,8,389
8,9,380
9,10,380
10,11,377
11,12,375
12,13,379
13,14,389
14,15,384
15,16,390
16,17,386
17,18,365
18,19,383
19,20,375
20,21,381
21,22,386
22,23,389
23,24,360
24,25,371
25,26,371
26,27,391
27,28,400
28,29,391
29,30,396
30,31,377
31,32,365
32,33,391
33,34,384
34,35,386
35,36,379
36,37,397
37,38,376
38,39,389
39,40,401
40,41,401
41,42,385
42,43,390
43,44,382
44,45,386
45,46,384
46,47,365
47,48,386
48,49,396
49,50,412
