,gen,evals,avg,min,max,nevals
0,0,500.0,[0.19407717 0.77180838],[0. 0.],[1. 1.],
1,1,,[0.21205788 0.75950898],[0. 0.],[1. 1.],359.0
2,2,,[0.23648875 0.75337725],[0. 0.],[1. 1.],380.0
3,3,,[0.2444373  0.74724551],[0. 0.],[1. 1.],388.0
4,4,,[0.26715113 0.73512575],[0. 0.],[1. 1.],371.0
5,5,,[0.26969775 0.7248982 ],[0. 0.],[1. 1.],383.0
6,6,,[0.27244373 0.72998802],[0. 0.],[1. 1.],413.0
7,7,,[0.28543408 0.72013174],[0. 0.],[1. 1.],383.0
8,8,,[0.28924759 0.71081437],[0. 0.],[1. 1.],375.0
9,9,,[0.29498392 0.70253892],[0. 0.],[1. 1.],387.0
10,10,,[0.30134405 0.6985988 ],[0. 0.],[1. 1.],385.0
11,11,,[0.30963987 0.69108982],[0. 0.],[1. 1.],384.0
12,12,,[0.29810289 0.68526946],[0. 0.],[1. 1.],383.0
13,13,,[0.31765916 0.67647904],[0. 0.],[1. 1.],374.0
14,14,,[0.32097749 0.6708024 ],[0. 0.],[1. 1.],391.0
15,15,,[0.31503537 0.66742515],[0. 0.],[1. 1.],382.0
16,16,,[0.32561415 0.66500599],[0. 0.],[1. 1.],383.0
17,17,,[0.32567203 0.65513772],[0. 0.],[1. 1.],385.0
18,18,,[0.33663023 0.64591617],[0. 0.],[1. 1.],381.0
19,19,,[0.32122186 0.66356886],[0. 0.],[1. 1.],386.0
20,20,,[0.33221222 0.66765269],[0. 0.],[1. 1.],369.0
21,21,,[0.33535048 0.66912575],[0. 0.],[1. 1.],400.0
22,22,,[0.33656592 0.67057485],[0. 0.],[1. 1.],386.0
23,23,,[0.33893891 0.66767665],[0. 0.],[1. 1.],391.0
24,24,,[0.33449518 0.66498204],[0. 0.],[1. 1.],371.0
25,25,,[0.33642444 0.66464671],[0. 0.],[1. 1.],383.0
26,26,,[0.34108682 0.65950898],[0. 0.],[1. 1.],386.0
27,27,,[0.33133119 0.66457485],[0. 0.],[1. 1.],392.0
28,28,,[0.32767203 0.66619162],[0. 0.],[1. 1.],379.0
29,29,,[0.33109968 0.66162874],[0. 0.],[1. 1.],387.0
30,30,,[0.33650804 0.66235928],[0. 0.],[1. 1.],389.0
