,gen,evals,avg,min,max,nevals
0,0,500.0,[0.2273119  0.76447904],[0. 0.],[1. 1.],
1,1,,[0.24358199 0.74938922],[0. 0.],[1. 1.],363.0
2,2,,[0.25672669 0.73952096],[0. 0.],[1. 1.],391.0
3,3,,[0.24913183 0.72785629],[0. 0.],[1. 1.],373.0
4,4,,[0.25741479 0.72362874],[0. 0.],[1. 1.],397.0
5,5,,[0.28636013 0.70334132],[0. 0.],[1. 1.],372.0
6,6,,[0.29873312 0.69009581],[0. 0.],[1. 1.],379.0
7,7,,[0.31859164 0.66760479],[0. 0.],[1. 1.],397.0
8,8,,[0.30976206 0.66747305],[0. 0.],[1. 1.],373.0
9,9,,[0.3098328  0.67074251],[0. 0.],[1. 1.],378.0
10,10,,[0.29585852 0.67186826],[0. 0.],[1. 1.],385.0
11,11,,[0.30913183 0.6762515 ],[0. 0.],[1. 1.],355.0
12,12,,[0.31061736 0.67247904],[0. 0.],[1. 1.],385.0
13,13,,[0.30666881 0.66985629],[0. 0.],[1. 1.],372.0
14,14,,[0.29861736 0.67367665],[0. 0.],[1. 1.],363.0
15,15,,[0.29963987 0.67210778],[0. 0.],[1. 1.],367.0
16,16,,[0.30854019 0.66726946],[0. 0.],[1. 1.],395.0
17,17,,[0.31506109 0.65123353],[0. 0.],[1. 1.],384.0
18,18,,[0.31819936 0.65420359],[0. 0.],[1. 1.],377.0
19,19,,[0.32668167 0.65657485],[0. 0.],[1. 1.],383.0
20,20,,[0.32650161 0.67091018],[0. 0.],[1. 1.],370.0
21,21,,[0.33509325 0.66736527],[0. 0.],[1. 1.],382.0
22,22,,[0.3371254  0.65952096],[0. 0.],[1. 1.],394.0
23,23,,[0.32735048 0.66865868],[0. 0.],[1. 1.],357.0
24,24,,[0.33368489 0.66568862],[0. 0.],[1. 1.],371.0
25,25,,[0.33142765 0.67433533],[0. 0.],[1. 1.],384.0
26,26,,[0.33194855 0.68223952],[0. 0.],[1. 1.],381.0
27,27,,[0.33914469 0.6739521 ],[0. 0.],[1. 1.],381.0
28,28,,[0.34482315 0.66897006],[0. 0.],[1. 1.],359.0
29,29,,[0.33978778 0.67291018],[0. 0.],[1. 1.],385.0
30,30,,[0.34251447 0.65580838],[0. 0.],[1. 1.],370.0
