,gen,evals,avg,min,max,nevals
0,0,500.0,[ 4.44244898e-01 -1.81359757e-05],[ 2.16326531e-01 -1.85100746e-05],[ 7.63265306e-01 -1.80997055e-05],
1,1,,[ 4.45771429e-01 -1.81081447e-05],[ 1.71428571e-01 -1.84210087e-05],[ 7.91836735e-01 -1.80997055e-05],397.0
2,2,,[ 4.48767347e-01 -1.81043539e-05],[ 1.71428571e-01 -1.82824643e-05],[ 7.59183673e-01 -1.80997055e-05],384.0
3,3,,[ 4.49730612e-01 -1.81052334e-05],[ 1.71428571e-01 -1.82665681e-05],[ 8.53061224e-01 -1.80997055e-05],358.0
4,4,,[ 4.45167347e-01 -1.81043626e-05],[ 1.63265306e-01 -1.83040920e-05],[ 7.63265306e-01 -1.80997055e-05],384.0
5,5,,[ 4.42938776e-01 -1.81041039e-05],[ 1.38775510e-01 -1.82620458e-05],[ 7.51020408e-01 -1.80997055e-05],386.0
6,6,,[ 4.42489796e-01 -1.81054308e-05],[ 2.04081633e-01 -1.84210087e-05],[ 7.87755102e-01 -1.80997055e-05],388.0
7,7,,[ 4.48448980e-01 -1.81050326e-05],[ 1.95918367e-01 -1.84303675e-05],[ 8.20408163e-01 -1.80997055e-05],380.0
8,8,,[ 4.49795918e-01 -1.81058691e-05],[ 2.00000000e-01 -1.85100746e-05],[ 8.20408163e-01 -1.80997511e-05],390.0
9,9,,[ 4.46473469e-01 -1.81053634e-05],[ 1.42857143e-01 -1.84303675e-05],[ 8.08163265e-01 -1.80997511e-05],389.0
10,10,,[ 4.41967347e-01 -1.81056349e-05],[ 1.42857143e-01 -1.83676771e-05],[ 8.04081633e-01 -1.80997055e-05],401.0
11,11,,[ 4.40146939e-01 -1.81064614e-05],[ 1.30612245e-01 -1.84303675e-05],[ 7.67346939e-01 -1.80997055e-05],381.0
12,12,,[ 4.39159184e-01 -1.81062875e-05],[ 1.26530612e-01 -1.84210087e-05],[ 7.79591837e-01 -1.80997511e-05],383.0
13,13,,[ 4.41444898e-01 -1.81075604e-05],[ 1.26530612e-01 -1.85100746e-05],[ 7.79591837e-01 -1.80997055e-05],382.0
14,14,,[ 4.39355102e-01 -1.81059138e-05],[ 1.26530612e-01 -1.82555084e-05],[ 7.75510204e-01 -1.80997055e-05],375.0
15,15,,[ 4.39967347e-01 -1.81034631e-05],[ 1.26530612e-01 -1.82555084e-05],[ 7.38775510e-01 -1.80997055e-05],379.0
16,16,,[ 4.36693878e-01 -1.81037136e-05],[ 1.26530612e-01 -1.82555084e-05],[ 7.63265306e-01 -1.80997055e-05],401.0
17,17,,[ 4.35151020e-01 -1.81044102e-05],[ 1.26530612e-01 -1.83428251e-05],[ 7.59183673e-01 -1.80997511e-05],379.0
18,18,,[ 4.34457143e-01 -1.81042968e-05],[ 1.26530612e-01 -1.82491052e-05],[ 7.59183673e-01 -1.80997055e-05],390.0
19,19,,[ 4.38514286e-01 -1.81032742e-05],[ 1.38775510e-01 -1.84303675e-05],[ 8.16326531e-01 -1.80997055e-05],379.0
20,20,,[ 4.36375510e-01 -1.81048939e-05],[ 1.38775510e-01 -1.82824643e-05],[ 7.87755102e-01 -1.80997511e-05],405.0
21,21,,[ 4.33975510e-01 -1.81048439e-05],[ 1.26530612e-01 -1.83676771e-05],[ 7.34693878e-01 -1.80997055e-05],398.0
22,22,,[ 4.33779592e-01 -1.81055795e-05],[ 1.26530612e-01 -1.83676771e-05],[ 7.34693878e-01 -1.80997055e-05],395.0
23,23,,[ 4.31306122e-01 -1.81067058e-05],[ 1.26530612e-01 -1.83091623e-05],[ 8.16326531e-01 -1.80997055e-05],385.0
24,24,,[ 4.34383673e-01 -1.81053499e-05],[ 1.22448980e-01 -1.83091623e-05],[ 8.16326531e-01 -1.80997055e-05],390.0
25,25,,[ 4.35159184e-01 -1.81053463e-05],[ 1.26530612e-01 -1.82687177e-05],[ 7.83673469e-01 -1.80997055e-05],386.0
26,26,,[ 4.32187755e-01 -1.81056977e-05],[ 1.26530612e-01 -1.83428251e-05],[ 7.79591837e-01 -1.80997055e-05],383.0
27,27,,[ 4.33583673e-01 -1.81046263e-05],[ 1.26530612e-01 -1.82665681e-05],[ 7.55102041e-01 -1.80997055e-05],378.0
28,28,,[ 4.32016327e-01 -1.81049569e-05],[ 1.26530612e-01 -1.83040920e-05],[ 7.95918367e-01 -1.80997511e-05],375.0
29,29,,[ 4.32489796e-01 -1.81054680e-05],[ 1.26530612e-01 -1.84210087e-05],[ 8.08163265e-01 -1.80997055e-05],388.0
30,30,,[ 4.33077551e-01 -1.81070301e-05],[ 1.26530612e-01 -1.84210087e-05],[ 7.83673469e-01 -1.80997055e-05],354.0
31,31,,[ 4.35297959e-01 -1.81075234e-05],[ 1.26530612e-01 -1.85100746e-05],[ 7.83673469e-01 -1.80997055e-05],361.0
32,32,,[ 4.30326531e-01 -1.81072255e-05],[ 1.30612245e-01 -1.85100746e-05],[ 7.63265306e-01 -1.80997055e-05],404.0
33,33,,[ 4.32106122e-01 -1.81100471e-05],[ 1.30612245e-01 -1.85100746e-05],[ 7.75510204e-01 -1.80997511e-05],374.0
34,34,,[ 4.30326531e-01 -1.81060172e-05],[ 1.30612245e-01 -1.83676771e-05],[ 7.75510204e-01 -1.80997055e-05],391.0
35,35,,[ 4.32783673e-01 -1.81063073e-05],[ 1.30612245e-01 -1.83676771e-05],[ 7.63265306e-01 -1.80997055e-05],369.0
36,36,,[ 4.30514286e-01 -1.81068414e-05],[ 1.30612245e-01 -1.85100746e-05],[ 7.63265306e-01 -1.80997055e-05],372.0
