,gen,evals,avg,min,max,nevals
0,0,500.0,[0.31951786 0.70517895],[0. 0.],[1. 1.],
1,1,,[0.35910714 0.67004211],[0. 0.],[1. 1.],385.0
2,2,,[0.36605357 0.67006316],[0. 0.],[1. 1.],372.0
3,3,,[0.38723214 0.652     ],[0. 0.],[1. 1.],393.0
4,4,,[0.426125   0.62010526],[0. 0.],[1. 1.],389.0
5,5,,[0.41828571 0.63023158],[0. 0.],[1. 1.],402.0
6,6,,[0.44325 0.61   ],[0. 0.],[1. 1.],367.0
7,7,,[0.44378571 0.60844211],[0. 0.],[1. 1.],368.0
8,8,,[0.44464286 0.61109474],[0. 0.],[1. 1.],370.0
9,9,,[0.45016071 0.60526316],[0. 0.],[1. 1.],382.0
10,10,,[0.44648214 0.61126316],[0. 0.],[1. 1.],378.0
11,11,,[0.42967857 0.63183158],[0. 0.],[1. 1.],377.0
12,12,,[0.43948214 0.61334737],[0. 0.],[1. 1.],369.0
13,13,,[0.44053571 0.61237895],[0. 0.],[1. 1.],362.0
14,14,,[0.44492857 0.60732632],[0. 0.],[1. 1.],383.0
15,15,,[0.46233929 0.59690526],[0. 0.],[1. 1.],376.0
16,16,,[0.47019643 0.58568421],[0. 0.],[1. 1.],398.0
17,17,,[0.47621429 0.57997895],[0. 0.],[1. 1.],360.0
18,18,,[0.47401786 0.57837895],[0. 0.],[1. 1.],400.0
19,19,,[0.48403571 0.57170526],[0. 0.],[1. 1.],377.0
20,20,,[0.50257143 0.55416842],[0. 0.],[1. 1.],402.0
21,21,,[0.50732143 0.55292632],[0. 0.],[1. 1.],392.0
22,22,,[0.51832143 0.53692632],[0. 0.],[1. 1.],388.0
23,23,,[0.51610714 0.53890526],[0. 0.],[1. 1.],399.0
24,24,,[0.511625   0.54587368],[0. 0.],[1. 1.],374.0
25,25,,[0.52460714 0.54157895],[0. 0.],[1. 1.],376.0
26,26,,[0.511875   0.55164211],[0. 0.],[1. 1.],394.0
27,27,,[0.50026786 0.55873684],[0. 0.],[1. 1.],374.0
28,28,,[0.50321429 0.55597895],[0. 0.],[1. 1.],387.0
29,29,,[0.49964286 0.56376842],[0. 0.],[1. 1.],398.0
30,30,,[0.50039286 0.56610526],[0. 0.],[1. 1.],398.0
