,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.49819324 -0.00114555],[ 0.24637681 -0.00126049],[ 0.77294686 -0.00106896],
1,1,,[ 0.50836715 -0.00112426],[ 0.24637681 -0.00126049],[ 0.77294686 -0.00107493],384.0
2,2,,[ 0.51443478 -0.00112091],[ 0.24637681 -0.0012272 ],[ 0.77294686 -0.00107493],391.0
3,3,,[ 0.51558454 -0.00111968],[ 0.24637681 -0.00120032],[ 0.77294686 -0.00107687],371.0
4,4,,[ 0.5212657  -0.00112005],[ 0.24637681 -0.00120446],[ 0.76328502 -0.00108749],371.0
5,5,,[ 0.52276329 -0.00111991],[ 0.24637681 -0.00126049],[ 0.76328502 -0.0010718 ],375.0
6,6,,[ 0.52245411 -0.00111956],[ 0.24637681 -0.00126049],[ 0.76328502 -0.00107825],390.0
7,7,,[ 0.52685024 -0.00112025],[ 0.24637681 -0.00119643],[ 0.77777778 -0.00107462],385.0
8,8,,[ 0.52499517 -0.00111993],[ 0.24637681 -0.00119384],[ 0.77294686 -0.0010718 ],379.0
9,9,,[ 0.52770048 -0.00111955],[ 0.26570048 -0.0012272 ],[ 0.77777778 -0.00107442],369.0
10,10,,[ 0.52786473 -0.00111975],[ 0.27536232 -0.00121651],[ 0.77777778 -0.00106896],383.0
11,11,,[ 0.52633816 -0.00112051],[ 0.22705314 -0.00119311],[ 0.76328502 -0.00107442],385.0
12,12,,[ 0.52372947 -0.00112031],[ 0.27536232 -0.00126049],[ 0.76328502 -0.00106896],386.0
13,13,,[ 0.52315942 -0.00111964],[ 0.27536232 -0.00118747],[ 0.76811594 -0.0010718 ],376.0
14,14,,[ 0.52569082 -0.00112041],[ 0.27536232 -0.0012272 ],[ 0.77294686 -0.00108749],379.0
15,15,,[ 0.52552657 -0.00112038],[ 0.27536232 -0.00120446],[ 0.77294686 -0.00106896],375.0
16,16,,[ 0.52481159 -0.00111946],[ 0.27536232 -0.00120446],[ 0.77294686 -0.00106896],362.0
17,17,,[ 0.52699517 -0.00111951],[ 0.27536232 -0.00118924],[ 0.77294686 -0.00106896],381.0
18,18,,[ 0.52444444 -0.00112107],[ 0.27536232 -0.00126049],[ 0.77294686 -0.00107493],371.0
19,19,,[ 0.52850242 -0.00111976],[ 0.25120773 -0.00126049],[ 0.77294686 -0.00106896],377.0
20,20,,[ 0.52764251 -0.00112069],[ 0.24637681 -0.00121651],[ 0.7826087  -0.00107442],378.0
21,21,,[ 0.52937198 -0.00112082],[ 0.25120773 -0.00120446],[ 0.7826087  -0.00107687],378.0
22,22,,[ 0.52658937 -0.00112013],[ 0.2173913 -0.0012272],[ 0.7826087  -0.00109305],381.0
23,23,,[ 0.52792271 -0.00112027],[ 0.23671498 -0.00118935],[ 0.7826087  -0.00109905],388.0
24,24,,[ 0.52541063 -0.00112007],[ 0.23671498 -0.0012272 ],[ 0.7826087  -0.00110226],397.0
25,25,,[ 0.52789372 -0.00112031],[ 0.25120773 -0.00119958],[ 0.7826087  -0.00109917],362.0
26,26,,[ 0.5262029  -0.00112085],[ 0.25120773 -0.00119958],[ 0.76811594 -0.00107493],369.0
27,27,,[ 0.53243478 -0.00111981],[ 0.24637681 -0.00120018],[ 0.76811594 -0.00107606],385.0
28,28,,[ 0.53518841 -0.00111968],[ 0.2173913 -0.0012272],[ 0.76328502 -0.00107462],356.0
29,29,,[ 0.53457971 -0.00112147],[ 0.25120773 -0.00120446],[ 0.76811594 -0.00107442],390.0
30,30,,[ 0.53361353 -0.00112139],[ 0.2173913  -0.00120018],[ 0.76811594 -0.00108902],378.0
31,31,,[ 0.53197101 -0.00112135],[ 0.2173913  -0.00120446],[ 0.77294686 -0.00107493],389.0
32,32,,[ 0.53239614 -0.00112006],[ 0.2173913  -0.00119241],[ 0.77294686 -0.0010718 ],382.0
33,33,,[ 0.52999034 -0.00111976],[ 0.2173913  -0.00120446],[ 0.77294686 -0.00107462],390.0
34,34,,[ 0.53024155 -0.00111977],[ 0.24154589 -0.0011955 ],[ 0.77294686 -0.00106896],377.0
35,35,,[ 0.53507246 -0.00112001],[ 0.24154589 -0.0012272 ],[ 0.77294686 -0.00106896],388.0
36,36,,[ 0.5326087  -0.00112019],[ 0.22222222 -0.00119608],[ 0.77294686 -0.00106896],393.0
37,37,,[ 0.53043478 -0.00112065],[ 0.22705314 -0.00120018],[ 0.77294686 -0.00106896],382.0
38,38,,[ 0.53171014 -0.00112066],[ 0.22705314 -0.0012272 ],[ 0.77294686 -0.0010718 ],373.0
39,39,,[ 0.52574879 -0.00112109],[ 0.22222222 -0.00126049],[ 0.77294686 -0.0010718 ],383.0
40,40,,[ 0.52771981 -0.00112097],[ 0.23188406 -0.00126049],[ 0.77294686 -0.0010718 ],392.0
41,41,,[ 0.52741063 -0.00112109],[ 0.22222222 -0.00119643],[ 0.77294686 -0.00107687],389.0
42,42,,[ 0.52920773 -0.00111958],[ 0.22222222 -0.00118755],[ 0.76328502 -0.00106896],390.0
43,43,,[ 0.52915942 -0.00112075],[ 0.22222222 -0.00119911],[ 0.76328502 -0.0010718 ],372.0
44,44,,[ 0.52814493 -0.00111993],[ 0.22222222 -0.0011955 ],[ 0.76328502 -0.00107442],376.0
45,45,,[ 0.52940097 -0.00111938],[ 0.22222222 -0.0012272 ],[ 0.78743961 -0.0010718 ],349.0
46,46,,[ 0.5292657  -0.00111943],[ 0.22222222 -0.00120446],[ 0.78743961 -0.0010718 ],393.0
47,47,,[ 0.52951691 -0.00111979],[ 0.22222222 -0.00120446],[ 0.77777778 -0.0010718 ],366.0
48,48,,[ 0.5327343  -0.00111943],[ 0.22222222 -0.00120446],[ 0.77777778 -0.00107462],388.0
49,49,,[ 0.53424155 -0.00111916],[ 0.22705314 -0.00119911],[ 0.77777778 -0.00107462],386.0
50,50,,[ 0.53163285 -0.0011206 ],[ 0.22705314 -0.00119958],[ 0.7826087  -0.00108358],345.0
