,gen,nevals
0,1,500
1,2,394
2,3,381
3,4,364
4,5,394
5,6,395
6,7,379
7,8,368
8,9,389
9,10,373
10,11,376
11,12,380
12,13,398
13,14,394
14,15,351
15,16,366
16,17,356
17,18,383
18,19,380
19,20,385
20,21,397
21,22,390
22,23,404
23,24,370
24,25,370
25,26,386
26,27,363
27,28,372
28,29,358
29,30,378
30,31,384
31,32,369
32,33,370
33,34,387
34,35,384
35,36,372
36,37,392
37,38,368
38,39,362
39,40,380
40,41,384
41,42,374
42,43,376
43,44,379
44,45,355
45,46,391
46,47,385
47,48,373
48,49,383
49,50,369
