,gen,nevals
0,1,500
1,2,366
2,3,395
3,4,370
4,5,384
5,6,385
6,7,387
7,8,377
8,9,372
9,10,358
10,11,380
11,12,371
12,13,369
13,14,396
14,15,391
15,16,360
16,17,387
17,18,381
18,19,382
19,20,390
20,21,369
21,22,390
22,23,377
23,24,377
24,25,394
25,26,393
26,27,384
27,28,380
28,29,399
29,30,386
30,31,373
31,32,379
32,33,386
33,34,377
34,35,378
35,36,387
36,37,358
37,38,370
38,39,391
39,40,394
40,41,387
41,42,388
42,43,362
43,44,384
44,45,338
45,46,400
46,47,386
47,48,379
48,49,365
49,50,373
