,training,seed,time,full_acc,full_tpr,full_tnr
0,True,0,153.43520879745483,0.8979591836734694,0.9363057324840764,0.8295454545454546
1,False,0,153.43520879745483,0.8867924528301887,0.8970588235294118,0.868421052631579
2,True,169,203.53424525260925,0.9224489795918367,0.9044585987261147,0.9545454545454546
3,False,169,203.53424525260925,0.9056603773584906,0.9264705882352942,0.868421052631579
4,True,338,134.58669209480286,0.9061224489795918,0.9617834394904459,0.8068181818181818
5,False,338,134.58669209480286,0.9433962264150944,1.0,0.8421052631578947
6,True,507,193.40852999687195,0.9346938775510204,0.9617834394904459,0.8863636363636364
7,False,507,193.40852999687195,0.8773584905660378,0.8676470588235294,0.8947368421052632
8,True,676,172.63741302490234,0.9673469387755103,0.9936305732484076,0.9204545454545454
9,False,676,172.63741302490234,0.9056603773584906,0.9705882352941176,0.7894736842105263
10,True,845,189.43015122413635,0.963265306122449,0.9936305732484076,0.9090909090909091
11,False,845,189.43015122413635,0.8679245283018868,0.9411764705882353,0.7368421052631579
12,True,1014,181.42570686340332,0.9387755102040817,0.9681528662420382,0.8863636363636364
13,False,1014,181.42570686340332,0.9245283018867925,0.9558823529411765,0.868421052631579
14,True,1183,234.49737405776978,0.9346938775510204,0.9617834394904459,0.8863636363636364
15,False,1183,234.49737405776978,0.8584905660377359,0.9558823529411765,0.6842105263157895
16,True,1352,214.2075080871582,0.8979591836734694,0.9872611464968153,0.7386363636363636
17,False,1352,214.2075080871582,0.8490566037735849,0.9705882352941176,0.631578947368421
18,True,1521,249.19951105117798,0.926530612244898,0.9490445859872612,0.8863636363636364
19,False,1521,249.19951105117798,0.8867924528301887,0.9264705882352942,0.8157894736842105
20,True,1690,216.6419928073883,0.9102040816326531,0.9426751592356688,0.8522727272727273
21,False,1690,216.6419928073883,0.8207547169811321,0.9264705882352942,0.631578947368421
22,True,1859,158.6732039451599,0.9591836734693877,0.9936305732484076,0.8977272727272727
23,False,1859,158.6732039451599,0.8679245283018868,0.9411764705882353,0.7368421052631579
24,True,2028,159.16045689582825,0.9673469387755103,0.9872611464968153,0.9318181818181818
25,False,2028,159.16045689582825,0.8679245283018868,0.9264705882352942,0.7631578947368421
26,True,2197,160.03060102462769,0.9714285714285714,0.9936305732484076,0.9318181818181818
27,False,2197,160.03060102462769,0.9150943396226415,0.9558823529411765,0.8421052631578947
28,True,2366,190.7617642879486,0.9510204081632653,0.9808917197452229,0.8977272727272727
29,False,2366,190.7617642879486,0.8962264150943396,0.9558823529411765,0.7894736842105263
30,True,2535,156.37589597702026,0.9469387755102041,1.0,0.8522727272727273
31,False,2535,156.37589597702026,0.8867924528301887,0.9852941176470589,0.7105263157894737
32,True,2704,188.55560398101807,0.9673469387755103,0.9808917197452229,0.9431818181818182
33,False,2704,188.55560398101807,0.8773584905660378,0.9705882352941176,0.7105263157894737
34,True,2873,241.13113021850586,0.9510204081632653,0.9490445859872612,0.9545454545454546
35,False,2873,241.13113021850586,0.8962264150943396,0.9411764705882353,0.8157894736842105
36,True,3042,344.4519679546356,0.9306122448979591,0.9490445859872612,0.8977272727272727
37,False,3042,344.4519679546356,0.8962264150943396,0.9411764705882353,0.8157894736842105
38,True,3211,225.02520895004272,0.9224489795918367,0.9617834394904459,0.8522727272727273
39,False,3211,225.02520895004272,0.8301886792452831,0.9117647058823529,0.6842105263157895
40,True,3380,257.8781051635742,0.963265306122449,1.0,0.8977272727272727
41,False,3380,257.8781051635742,0.9245283018867925,0.9558823529411765,0.868421052631579
42,True,3549,225.4793131351471,0.9387755102040817,0.9681528662420382,0.8863636363636364
43,False,3549,225.4793131351471,0.839622641509434,0.9411764705882353,0.6578947368421053
44,True,3718,210.71447014808655,0.9346938775510204,0.9681528662420382,0.875
45,False,3718,210.71447014808655,0.8584905660377359,0.9558823529411765,0.6842105263157895
46,True,3887,187.35686111450195,0.926530612244898,0.9872611464968153,0.8181818181818182
47,False,3887,187.35686111450195,0.8679245283018868,0.9264705882352942,0.7631578947368421
48,True,4056,207.10205101966858,0.9428571428571428,0.9745222929936306,0.8863636363636364
49,False,4056,207.10205101966858,0.8584905660377359,1.0,0.6052631578947368
50,True,4225,199.1400501728058,0.9673469387755103,1.0,0.9090909090909091
51,False,4225,199.1400501728058,0.8962264150943396,1.0,0.7105263157894737
52,True,4394,202.38543510437012,0.9428571428571428,0.9872611464968153,0.8636363636363636
53,False,4394,202.38543510437012,0.8962264150943396,1.0,0.7105263157894737
54,True,4563,151.34714317321777,0.9306122448979591,0.9745222929936306,0.8522727272727273
55,False,4563,151.34714317321777,0.8207547169811321,0.9411764705882353,0.6052631578947368
56,True,4732,212.8159580230713,0.9428571428571428,0.9490445859872612,0.9318181818181818
57,False,4732,212.8159580230713,0.9056603773584906,0.9264705882352942,0.868421052631579
58,True,4901,147.0205569267273,0.9428571428571428,0.9872611464968153,0.8636363636363636
59,False,4901,147.0205569267273,0.839622641509434,0.9411764705882353,0.6578947368421053
