,gen,nevals
0,1,500
1,2,364
2,3,370
3,4,369
4,5,387
5,6,388
6,7,384
7,8,402
8,9,380
9,10,377
10,11,374
11,12,365
12,13,371
13,14,388
14,15,381
15,16,367
16,17,370
17,18,389
18,19,384
19,20,371
20,21,406
21,22,390
22,23,364
23,24,357
24,25,371
25,26,373
26,27,367
27,28,380
28,29,395
29,30,355
30,31,381
31,32,385
32,33,363
33,34,391
34,35,393
35,36,389
36,37,383
37,38,366
38,39,392
39,40,383
40,41,368
41,42,371
42,43,380
43,44,358
44,45,370
45,46,391
46,47,370
47,48,373
48,49,369
49,50,366
