,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22239871 0.76050299],[0. 0.],[1. 1.],
1,1,,[0.23414791 0.74441916],[0. 0.],[1. 1.],389.0
2,2,,[0.23403859 0.75209581],[0. 0.],[1. 1.],405.0
3,3,,[0.25102894 0.72559281],[0. 0.],[1. 1.],388.0
4,4,,[0.26702251 0.71864671],[0. 0.],[1. 1.],381.0
5,5,,[0.26821222 0.7074491 ],[0. 0.],[1. 1.],372.0
6,6,,[0.2732283  0.70996407],[0. 0.],[1. 1.],380.0
7,7,,[0.2762701  0.70741317],[0. 0.],[1. 1.],385.0
8,8,,[0.27652733 0.69911377],[0. 0.],[1. 1.],384.0
9,9,,[0.28515756 0.68220359],[0. 0.],[1. 1.],374.0
10,10,,[0.28120257 0.68287425],[0. 0.],[1. 1.],380.0
11,11,,[0.29992926 0.66935329],[0. 0.],[1. 1.],355.0
12,12,,[0.30002572 0.67471856],[0. 0.],[1. 1.],367.0
13,13,,[0.30690675 0.66549701],[0. 0.],[1. 1.],372.0
14,14,,[0.3077492 0.6822994],[0. 0.],[1. 1.],384.0
15,15,,[0.31627653 0.68483832],[0. 0.],[1. 1.],398.0
16,16,,[0.31535048 0.68211976],[0. 0.],[1. 1.],393.0
17,17,,[0.32075884 0.6685509 ],[0. 0.],[1. 1.],384.0
18,18,,[0.32713826 0.66434731],[0. 0.],[1. 1.],394.0
19,19,,[0.31684244 0.67039521],[0. 0.],[1. 1.],401.0
20,20,,[0.31905466 0.66378443],[0. 0.],[1. 1.],383.0
21,21,,[0.31142122 0.66771257],[0. 0.],[1. 1.],390.0
22,22,,[0.30463023 0.66844311],[0. 0.],[1. 1.],375.0
23,23,,[0.2941672  0.67961677],[0. 0.],[1. 1.],404.0
24,24,,[0.29499678 0.67820359],[0. 0.],[1. 1.],369.0
25,25,,[0.30198071 0.67943713],[0. 0.],[1. 1.],359.0
26,26,,[0.29290675 0.66864671],[0. 0.],[1. 1.],392.0
27,27,,[0.2997492 0.6748982],[0. 0.],[1. 1.],373.0
28,28,,[0.29618006 0.67820359],[0. 0.],[1. 1.],354.0
29,29,,[0.30178135 0.67362874],[0. 0.],[1. 1.],387.0
30,30,,[0.30507395 0.674     ],[0. 0.],[1. 1.],373.0
31,31,,[0.30744695 0.67147305],[0. 0.],[1. 1.],382.0
32,32,,[0.30662379 0.66881437],[0. 0.],[1. 1.],364.0
33,33,,[0.30881672 0.66532934],[0. 0.],[1. 1.],387.0
34,34,,[0.31719614 0.65948503],[0. 0.],[1. 1.],361.0
35,35,,[0.30526688 0.66360479],[0. 0.],[1. 1.],360.0
36,36,,[0.2910418  0.67511377],[0. 0.],[1. 1.],365.0
37,37,,[0.29855305 0.67582036],[0. 0.],[1. 1.],374.0
38,38,,[0.31056592 0.67708982],[0. 0.],[1. 1.],380.0
39,39,,[0.3049582  0.67853892],[0. 0.],[1. 1.],372.0
40,40,,[0.29671383 0.67801198],[0. 0.],[1. 1.],402.0
41,41,,[0.29345981 0.67682635],[0. 0.],[1. 1.],374.0
42,42,,[0.2798135 0.6808503],[0. 0.],[1. 1.],378.0
43,43,,[0.28715756 0.67670659],[0. 0.],[1. 1.],394.0
44,44,,[0.28309325 0.68656287],[0. 0.],[1. 1.],384.0
45,45,,[0.29729904 0.68597605],[0. 0.],[1. 1.],372.0
46,46,,[0.30054662 0.68729341],[0. 0.],[1. 1.],364.0
47,47,,[0.29027653 0.7002994 ],[0. 0.],[1. 1.],390.0
48,48,,[0.30254019 0.69087425],[0. 0.],[1. 1.],385.0
49,49,,[0.30340836 0.68766467],[0. 0.],[1. 1.],393.0
50,50,,[0.30414148 0.69154491],[0. 0.],[1. 1.],374.0
