,gen,nevals
0,1,500
1,2,376
2,3,369
3,4,369
4,5,383
5,6,375
6,7,373
7,8,377
8,9,384
9,10,372
10,11,386
11,12,367
12,13,366
13,14,393
14,15,377
15,16,360
16,17,380
17,18,388
18,19,399
19,20,400
20,21,377
21,22,388
22,23,370
23,24,365
24,25,376
25,26,387
26,27,371
27,28,373
28,29,378
29,30,399
30,31,395
31,32,397
32,33,378
33,34,375
34,35,381
35,36,400
36,37,388
37,38,388
38,39,359
39,40,388
40,41,387
41,42,395
42,43,380
43,44,354
44,45,363
45,46,376
46,47,379
47,48,382
48,49,383
49,50,391
