,gen,nevals
0,1,500
1,2,380
2,3,386
3,4,401
4,5,393
5,6,388
6,7,375
7,8,379
8,9,376
9,10,395
10,11,375
11,12,373
12,13,373
13,14,377
14,15,391
15,16,394
16,17,387
17,18,392
18,19,380
19,20,385
20,21,373
21,22,382
22,23,397
23,24,386
24,25,359
25,26,367
26,27,394
27,28,384
28,29,380
29,30,390
30,31,386
31,32,383
32,33,385
33,34,381
34,35,379
35,36,389
36,37,398
37,38,388
38,39,371
39,40,382
40,41,374
41,42,379
42,43,365
43,44,385
44,45,387
45,46,368
46,47,396
47,48,375
48,49,363
49,50,381
