,gen,nevals
0,1,500
1,2,372
2,3,399
3,4,385
4,5,382
5,6,384
6,7,389
7,8,383
8,9,353
9,10,375
10,11,373
11,12,366
12,13,386
13,14,406
14,15,387
15,16,390
16,17,384
17,18,379
18,19,371
19,20,371
20,21,380
21,22,370
22,23,374
23,24,396
24,25,388
25,26,386
26,27,393
27,28,382
28,29,399
29,30,383
30,31,368
31,32,384
32,33,402
33,34,377
34,35,409
35,36,376
36,37,375
37,38,387
38,39,383
39,40,369
40,41,387
41,42,406
42,43,370
43,44,368
44,45,359
45,46,369
46,47,387
47,48,391
48,49,391
49,50,382
