,gen,nevals
0,1,500
1,2,377
2,3,389
3,4,397
4,5,390
5,6,374
6,7,383
7,8,380
8,9,390
9,10,385
10,11,390
11,12,380
12,13,395
13,14,354
14,15,377
15,16,377
16,17,392
17,18,395
18,19,366
19,20,363
20,21,385
21,22,397
22,23,382
23,24,368
24,25,362
25,26,368
26,27,376
27,28,371
28,29,371
29,30,375
30,31,385
31,32,350
32,33,353
33,34,394
34,35,359
35,36,396
36,37,400
37,38,389
38,39,382
39,40,388
40,41,384
41,42,399
42,43,389
43,44,388
44,45,384
45,46,406
46,47,374
47,48,385
48,49,380
49,50,373
