,gen,nevals
0,1,500
1,2,342
2,3,385
3,4,388
4,5,376
5,6,386
6,7,384
7,8,381
8,9,375
9,10,375
10,11,380
11,12,390
12,13,363
13,14,376
14,15,367
15,16,390
16,17,377
17,18,373
18,19,387
19,20,406
20,21,371
21,22,382
22,23,380
23,24,381
24,25,371
25,26,388
26,27,400
27,28,375
28,29,370
29,30,383
30,31,380
31,32,362
32,33,372
33,34,371
34,35,376
35,36,387
36,37,377
37,38,389
38,39,391
39,40,394
40,41,356
41,42,394
42,43,348
43,44,371
44,45,394
45,46,367
46,47,384
47,48,389
48,49,364
49,50,376
