,gen,evals,avg,min,max,nevals
0,0,500.0,[0.30996429 0.73054737],[0. 0.],[1. 1.],
1,1,,[0.34489286 0.69823158],[0. 0.],[1. 1.],377.0
2,2,,[0.36164286 0.68452632],[0. 0.],[1. 1.],382.0
3,3,,[0.37578571 0.66797895],[0. 0.],[1. 1.],382.0
4,4,,[0.40457143 0.6392    ],[0. 0.],[1. 1.],381.0
5,5,,[0.411125   0.63227368],[0. 0.],[1. 1.],399.0
6,6,,[0.42839286 0.61086316],[0. 0.],[1. 1.],390.0
7,7,,[0.43617857 0.60991579],[0. 0.],[1. 1.],375.0
8,8,,[0.44626786 0.60452632],[0. 0.],[1. 1.],373.0
9,9,,[0.45796429 0.5904    ],[0. 0.],[1. 1.],387.0
10,10,,[0.47473214 0.57886316],[0. 0.],[1. 1.],394.0
11,11,,[0.49182143 0.56431579],[0. 0.],[1. 1.],399.0
12,12,,[0.49648214 0.56450526],[0. 0.],[1. 1.],407.0
13,13,,[0.50046429 0.56265263],[0. 0.],[1. 1.],372.0
14,14,,[0.50642857 0.55686316],[0. 0.],[1. 1.],383.0
15,15,,[0.50925    0.55090526],[0. 0.],[1. 1.],373.0
16,16,,[0.51214286 0.54976842],[0. 0.],[1. 1.],377.0
17,17,,[0.52480357 0.53690526],[0. 0.],[1. 1.],374.0
18,18,,[0.51376786 0.55025263],[0. 0.],[1. 1.],371.0
19,19,,[0.51821429 0.54273684],[0. 0.],[1. 1.],363.0
20,20,,[0.52255357 0.53618947],[0. 0.],[1. 1.],372.0
21,21,,[0.52523214 0.53978947],[0. 0.],[1. 1.],379.0
22,22,,[0.53228571 0.53153684],[0. 0.],[1. 1.],389.0
23,23,,[0.53564286 0.52652632],[0. 0.],[1. 1.],387.0
24,24,,[0.5315     0.53012632],[0. 0.],[1. 1.],382.0
25,25,,[0.535375   0.52947368],[0. 0.],[1. 1.],380.0
26,26,,[0.52151786 0.54046316],[0. 0.],[1. 1.],358.0
27,27,,[0.512625   0.55115789],[0. 0.],[1. 1.],368.0
28,28,,[0.51825    0.54393684],[0. 0.],[1. 1.],392.0
29,29,,[0.52128571 0.54191579],[0. 0.],[1. 1.],374.0
30,30,,[0.50653571 0.5536    ],[0. 0.],[1. 1.],367.0
31,31,,[0.49723214 0.56301053],[0. 0.],[1. 1.],369.0
32,32,,[0.50232143 0.55852632],[0. 0.],[1. 1.],371.0
33,33,,[0.50682143 0.55658947],[0. 0.],[1. 1.],370.0
34,34,,[0.50471429 0.55741053],[0. 0.],[1. 1.],375.0
35,35,,[0.50969643 0.55421053],[0. 0.],[1. 1.],383.0
36,36,,[0.50091071 0.55972632],[0. 0.],[1. 1.],399.0
37,37,,[0.50355357 0.55713684],[0. 0.],[1. 1.],374.0
38,38,,[0.49451786 0.56677895],[0. 0.],[1. 1.],392.0
39,39,,[0.49971429 0.55846316],[0. 0.],[1. 1.],409.0
40,40,,[0.50482143 0.55463158],[0. 0.],[1. 1.],397.0
41,41,,[0.487375   0.57025263],[0. 0.],[1. 1.],387.0
42,42,,[0.495875   0.55968421],[0. 0.],[1. 1.],382.0
43,43,,[0.48889286 0.56690526],[0. 0.],[1. 1.],382.0
44,44,,[0.50405357 0.55162105],[0. 0.],[1. 1.],371.0
45,45,,[0.511125   0.54406316],[0. 0.],[1. 1.],396.0
46,46,,[0.507125   0.54498947],[0. 0.],[1. 1.],376.0
47,47,,[0.51401786 0.54162105],[0. 0.],[1. 1.],375.0
48,48,,[0.52678571 0.53597895],[0. 0.],[1. 1.],377.0
49,49,,[0.52332143 0.52810526],[0. 0.],[1. 1.],383.0
50,50,,[0.521375   0.52863158],[0. 0.],[1. 1.],380.0
