,gen,evals,avg,min,max,nevals
0,0,500.0,[0.44681818 0.61301911],[0. 0.],[1. 1.],
1,1,,[0.46552273 0.61090446],[0. 0.],[1. 1.],372.0
2,2,,[0.48743182 0.59992357],[0. 0.],[1. 1.],376.0
3,3,,[0.49586364 0.60031847],[0. 0.],[1. 1.],402.0
4,4,,[0.49965909 0.6050828 ],[0. 0.],[1. 1.],382.0
5,5,,[0.50890909 0.60680255],[0. 0.],[1. 1.],367.0
6,6,,[0.52856818 0.58735032],[0. 0.],[1. 1.],380.0
7,7,,[0.54920455 0.57643312],[0. 0.],[1. 1.],396.0
8,8,,[0.56047727 0.56504459],[0. 0.],[1. 1.],369.0
9,9,,[0.5645     0.56426752],[0. 0.],[1. 1.],369.0
10,10,,[0.56527273 0.57523567],[0. 0.],[1. 1.],364.0
11,11,,[0.564      0.57211465],[0. 0.],[1. 1.],406.0
12,12,,[0.56965909 0.57315924],[0. 0.],[1. 1.],370.0
13,13,,[0.57768182 0.56755414],[0. 0.],[1. 1.],365.0
14,14,,[0.58325    0.56350318],[0. 0.],[1. 1.],375.0
15,15,,[0.58243182 0.56086624],[0. 0.],[1. 1.],379.0
16,16,,[0.59206818 0.54807643],[0. 0.],[1. 1.],367.0
17,17,,[0.59209091 0.55352866],[0. 0.],[1. 1.],374.0
18,18,,[0.59695455 0.5482293 ],[0. 0.],[1. 1.],369.0
19,19,,[0.59195455 0.55048408],[0. 0.],[1. 1.],374.0
20,20,,[0.59656818 0.54840764],[0. 0.],[1. 1.],398.0
21,21,,[0.59518182 0.54778344],[0. 0.],[1. 1.],377.0
22,22,,[0.59586364 0.54371975],[0. 0.],[1. 1.],397.0
23,23,,[0.59331818 0.54766879],[0. 0.],[1. 1.],373.0
24,24,,[0.59209091 0.54614013],[0. 0.],[1. 1.],382.0
25,25,,[0.59784091 0.54187261],[0. 0.],[1. 1.],365.0
26,26,,[0.59918182 0.54012739],[0. 0.],[1. 1.],372.0
27,27,,[0.59872727 0.54280255],[0. 0.],[1. 1.],398.0
28,28,,[0.59665909 0.54996178],[0. 0.],[1. 1.],390.0
29,29,,[0.60345455 0.54180892],[0. 0.],[1. 1.],380.0
30,30,,[0.60063636 0.544     ],[0. 0.],[1. 1.],375.0
